species,historical_engraftment_rate,causal_ace,causal_sig,resource_accessibility,crossfeeding_synergy,butyrate_flux,propionate_flux,acetate_flux,lactate_flux,succinate_flux,formate_flux,therapeutic_score,keystone_conflict_mean,niche_overlap_mean,causal_ace_missing,resource_accessibility_missing,crossfeeding_synergy_missing,scfa_missing,historical_engraftment_rate_missing,cece_score,cece_score_manual,cece_score_calibrated
Prevotella_copri,0.6117647058823529,0.2035115329759504,1.0,0.5438190464916861,0.3384379944323893,0.0,1.0,0.3151540219682214,0.0,0.2151026148472917,0.6786476399255851,1.0,0.5193200148008313,0.8404789730387194,0,0,0,0,0,0.5015942743008844,0.3180648625361786,0.6339469882799572
Candidatus_Stoquefichus_sp_KLE1796,0.6,0.5566976507811603,0.0,0.103547982974022,0.4299345921150354,0.0,0.0,1.0,0.0,0.65955934798588,0.0,0.9645139115048302,1.0,0.0,0,0,0,0,0,0.4998651868138388,0.3198651868138389,0.24295274079328721
Odoribacter_splanchnicus,0.625,0.5944223129340918,0.0,0.0387101785952088,0.0102432251274603,0.0,0.0,0.0039766852899105,0.0,0.024281131844705,0.0129051174288404,0.0051661324530661,0.6274362548753927,0.8226556539272941,0,0,0,0,0,0.489596315512884,0.302096315512884,0.5754015162467022
Bifidobacterium_adolescentis,0.4936974789915966,0.4981639043263004,0.1666666666666666,0.2445849142249458,0.4013062009536434,0.0,0.0,0.2530463243131182,0.2303956969686084,0.0,0.1054916782967241,0.2525219091913011,0.5908759047150587,0.7421369340136819,0,0,0,0,0,0.4874054609004723,0.3392962172029933,0.588423295517928
Dorea_formicigenerans,0.5696564885496183,0.7053940774985382,1.0,0.0615586266763337,0.0153303646775324,0.0,0.0,0.0221892409630317,0.0,0.0001555082858544,0.0437584645296681,0.0205122844338486,0.4333460840870674,0.9857811487526996,0,0,0,0,0,0.4863226200221265,0.31542567345724104,0.6531187497342139
Dorea_longicatena,0.657,0.408268988016197,0.0,0.1149188922075594,0.1862818255158694,0.0,0.0,0.1104279036911501,0.0,0.0,0.0299224516151292,0.1020347470800745,0.5225777257556132,0.9282737555185652,0,0,0,0,0,0.4858338484011587,0.2887338484011588,0.6251410069494775
Eubacterium_sp_CAG_180,0.59375,0.5131395596649125,0.0,0.1434056086589823,0.0476502369685956,0.1659867690701469,0.0,0.0664915410639946,0.0,0.0013477407441541,0.3602222600935182,0.1135943611587487,0.8263036429525081,0.5427505404454084,0,0,0,0,0,0.4852493774161065,0.30712437741610643,0.46428672937209364
Phascolarctobacterium_faecium,0.4835164835164835,0.4566632239872785,0.0,0.3129953785222123,0.1493604079103768,0.0,0.0,0.0,0.0,0.0414137963529879,0.000886466849595,0.0025442340841577,0.8419504266558311,0.6053101510958828,0,0,0,0,0,0.4850965165297333,0.3400415714747882,0.5271428702291172
Parabacteroides_merdae,0.5270408163265307,0.5878511669590212,0.1666666666666666,0.0863988231754534,0.0334178254232655,0.0,0.0,0.0416349379796395,0.0,0.0039329136121274,0.0869444075114001,0.0387120593380483,0.7239897481036581,0.8429023378833221,0,0,0,0,0,0.4848727803122889,0.32676053541432976,0.60599239856572
Bacteroides_stercoris,0.5188405797101446,0.5917310119838031,0.0,0.1265279109016932,0.1434119827963299,0.0,0.0095665413660875,0.0467257376897418,0.0115546209660489,0.1634228480487598,0.0285674410393467,0.0608067039732351,0.6643736354933574,0.7399288347931426,0,0,0,0,0,0.4809676900280089,0.32531551611496545,0.5632134986464284
Bacteroides_vulgatus,0.5926829268292683,0.3866620764274824,0.1666666666666666,0.4147631519056286,0.1347612969000867,0.0,0.0073462769789854,0.0240669519074697,0.0,0.0138710671022288,0.0252946841846688,0.0281998449416894,0.4756125900050298,0.7876030956596852,0,0,0,0,0,0.4809300938768529,0.30312521582807245,0.5827997472438063
Prevotella_stercorea,0.3333333333333333,0.4146789291627731,0.0,0.9501859441970122,0.0377287821139408,0.0,0.0,0.2844480845252711,0.0,0.9365263290974448,0.6711407654599628,0.3203633783598291,1.0,0.0,0,0,0,0,0,0.4792365556735005,0.37923655567350056,0.30992124074789973
Eggerthella_lenta,0.3723270440251569,1.0,1.0,0.1674553265367523,0.0239205241997751,0.0,0.0,0.0763606873811023,0.1798578316344007,0.0032986744195573,0.0062853958171282,0.0853642809689011,0.4273611955433187,0.7481215298142703,0,0,0,0,0,0.4781247969209623,0.3664266837134152,0.5798559444061574
Bacteroides_xylanisolvens,0.3552631578947368,0.7665371563468254,1.0,0.686678972522676,0.2053929770701318,0.0,0.0150678973436569,0.3461208976911819,0.0,0.1956107263287116,0.4397759457597787,0.3423119551064796,0.0993336008491465,0.679967448337398,0,0,0,0,0,0.4663243071843124,0.3597453598158914,0.5728236017528088
Alistipes_inops,0.391304347826087,0.8864571550353284,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9860687013787076,0.1915786920166364,0,1,1,1,0,0.4617509097633615,0.34435960541553545,0.31913299872959683
Eubacterium_hallii,0.4436619718309859,0.6474040558041935,1.0,0.1063295421103597,0.0961100506166954,0.0892712332076807,0.0,0.0435989703935535,0.0,0.0057418415547707,0.1420964794353245,0.068644327243856,0.4844671930263422,1.0,0,0,0,0,0,0.4608099180423093,0.32771132649301354,0.6747096965919267
Bifidobacterium_bifidum,0.325,0.675666814210069,0.0,0.2317057598859235,0.1036673781639164,0.0,0.0,0.2306553997932066,0.0506838033254698,0.0,0.1973731659187275,0.2172398810157409,0.7696384653221839,0.6287685426588991,0,0,0,0,0,0.4560785887055114,0.35857858870551146,0.539306158092214
Ruthenibacterium_lactatiformans,0.6376811594202898,0.5532713651043459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5745946525191483,0.6761231995842529,0,1,1,1,0,0.4557601386832537,0.26445579085716675,0.48191434123492094
Escherichia_coli,0.5285714285714286,0.2226757815701896,0.0,1.0,0.1663034717642025,0.0,0.0,0.2549531372838962,1.0,0.0015755300211405,0.0,0.3168738982404434,0.1384023452844992,0.6364649802289486,0,0,0,0,0,0.4541437818774564,0.29557235330602794,0.5340586422960406
Prevotella_sp_CAG_520,0.4285714285714285,0.4146789291627731,0.0,0.5935947896167183,0.0262486892215332,0.0,0.0,0.3783767930322432,0.0,0.1073799165655593,0.901978822495646,0.3562148046197273,1.0,0.0,0,0,0,0,0,0.4531713017686442,0.3245998731972157,0.25672337030940195
Coprococcus_comes,0.5111313868613139,0.4727290611321497,0.1666666666666666,0.0490465135657752,0.0294317360847141,0.0,0.0,0.0417370559548281,0.0,0.0005392817351376,0.0,0.0385979298280079,0.7171246998646325,0.8375429031474019,0,0,0,0,0,0.4495083742225969,0.2961689581642027,0.5832795010455432
Megasphaera_elsdenii,0.4545454545454545,0.9265069919179004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7673096608659815,0.1211882278159422,0,1,1,1,0,0.4488803066587079,0.3125166702950716,0.26119421266429377
Alistipes_putredinis,0.4112903225806451,0.5862527801002202,0.1666666666666666,0.1974033575175874,0.2225126210920099,0.0,0.0,0.0744053478967963,0.0,0.2777907974298601,0.0,0.0858160397243417,0.5139152874037949,0.7660060402963289,0,0,0,0,0,0.4461873156712788,0.32280021889708527,0.5764986553215857
Bacteroides_caccae,0.4061764705882353,0.6801778171226851,0.0,0.195254662168494,0.0707084120537236,0.0,0.0,0.0766258289045354,0.0,0.1858838862581709,0.0681448258698413,0.0822215002215892,0.5026011758367882,0.7350115102636793,0,0,0,0,0,0.4431388725335402,0.3212859313570696,0.5540834437063087
Gordonibacter_pamelaeae,0.6206896551724138,0.6129936556336989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3653624028678488,0.7822701666406112,0,1,1,1,0,0.4418370047727024,0.25563010822097826,0.5186145545478856
Bacteroides_sp_CAG_144,0.6,0.639272774963524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7950108917152695,0.1439644042047701,0,1,1,1,0,0.4415026291704722,0.2615026291704722,0.24318467378953407
Parabacteroides_distasonis,0.5115384615384616,0.3779734094001541,0.0,0.1803237328999853,0.0296344275091176,0.0,0.0,0.0002527623394925,0.0,0.0006406335161433,0.0134044017053436,0.0002729079181776,0.6564977515045416,0.8118780824984806,0,0,0,0,0,0.4387306940030082,0.2852691555414697,0.5710164271283794
Prevotella_sp_CAG_279,0.4615384615384615,0.5875178281611174,0.0,0.1747369900714677,0.0096690791388913,0.0,0.0,0.0511146311213192,0.0,0.0429562526120055,0.1343427879798339,0.0498686188445437,1.0,0.0,0,0,0,0,0,0.4331425605183712,0.2946810220568328,0.213833436251455
Prevotella_sp_CAG_5226,0.6666666666666666,0.4146789291627731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0.4329357858325546,0.23293578583255461,0.16743689911925896
Bacteroides_massiliensis,0.4583333333333333,0.6640108854243512,0.0,0.1222462872813183,0.0346107993855657,0.0,0.0,0.0255972144927461,0.0,0.0810369351762304,0.0549133176168728,0.0286301388780537,0.4873279865273827,0.6599557690884942,0,0,0,0,0,0.4311949750035814,0.2936949750035814,0.49725616406892426
Turicimonas_muris,0.6666666666666666,0.4146789291627731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6445906432748538,0.488886118906929,0,1,1,1,0,0.4285129942144756,0.2285129942144756,0.3775596767346737
Parasutterella_excrementihominis,0.3283582089552239,0.7080607878817686,0.0,0.0853760067867165,0.0299860867834208,0.0,0.0,0.0,0.0,0.104213126246664,0.0,0.0064022768053783,0.6262586168794599,0.7609737548822092,0,0,0,0,0,0.4259607979794103,0.32745333529284326,0.5653079297370887
Ruminococcus_gnavus,0.3221794871794874,0.7899473761864948,1.0,0.2332607065879486,0.0717365132546851,0.0,0.0,0.1303040056524512,0.0510314607732029,0.005231345511375,0.3034033662204523,0.1248653860386386,0.3566643448067426,0.7493515804917981,0,0,0,0,0,0.4252408884749972,0.328587042321151,0.5623290353988105
Coprococcus_catus,0.673469387755102,0.3461586801969431,0.0,0.0415945331419637,0.0019402324880748,0.0,0.0,0.009709506566539,0.0,0.0199264860719683,0.0001197697733435,0.0101957010008567,0.4608433607569024,0.779381365600754,0,0,0,0,0,0.4247703962596321,0.22272957993310144,0.5040692826925808
Dialister_succinatiphilus,0.5625,0.4405973868424072,0.0,0.0745901747152061,0.0091161316550287,0.0,0.0,0.0035677669044776,0.1533245921178692,0.0,8.376485693393976e-05,0.0157468405568087,1.0,0.0,0,0,0,0,0,0.4189696167412652,0.25021961674126525,0.18223880345246482
Eubacterium_sp_CAG_251,0.4347826086956521,0.5357628813587108,0.0,0.1026863880956256,0.0136497961547099,0.0577547433586513,0.0,0.0790365994387899,0.0,0.0001729371200546,0.0,0.0911589419287521,1.0,0.105768278734745,0,0,0,0,0,0.4149321245837272,0.2844973419750315,0.2524267108976168
Alistipes_onderdonkii,0.5555555555555556,0.4146789291627731,0.0,0.4867077026273866,0.0162437296661237,0.0,0.0,0.0472048927889702,0.0,0.8683442071336607,0.1567571900022464,0.0969633037997363,0.085236308055159,0.7763632784530036,0,0,0,0,0,0.4146547549135158,0.24798808824684918,0.5318611546352268
Roseburia_hominis,0.3809523809523809,0.6484696470433942,0.0,0.0338684366712865,0.0097013118061,0.0566307870313959,0.0,0.0077537311900649,0.0,0.0010961270670418,0.060308106047589,0.024998087601008,0.6356477308089987,0.6824107266853806,0,0,0,0,0,0.4136182726655839,0.2993325583798697,0.5093725896153707
Holdemanella_biformis,0.4705882352941176,0.498713093657273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080702823698825,0.5070229503995117,0,1,1,1,0,0.4128319267151235,0.2716554561268882,0.4161765429483709
Oscillibacter_sp_CAG_241,0.3962264150943396,0.5291234282529221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7418311167917704,0.7647556634125865,0,1,1,1,0,0.4124428440389105,0.29357491951060866,0.5449474628298027
Gemmiger_formicilis,0.5859375,0.5403394591168161,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3136538703233383,0.8125487163449632,0,1,1,1,0,0.4121520940063602,0.2363708440063603,0.5197036890637226
Eubacterium_siraeum,0.145,0.8223577435695667,1.0,0.2530678326403583,0.1018467736498854,0.4201657146810659,0.0,0.0701596625207435,0.0,0.0020484128035248,0.4558285874058494,0.1967683506202129,0.5625736294340848,0.692990021856065,0,0,0,0,0,0.4098014475756748,0.36630144757567484,0.5675494370492121
Streptococcus_salivarius,0.4166666666666664,0.5516910113280545,0.0,0.1380988315602049,0.0345951321252184,0.0,0.0,0.0381764057406085,0.0,0.0028326076631775,0.0728843702920028,0.0354487987678079,0.4619407832051839,0.7794829079286981,0,0,0,0,0,0.4067519484858108,0.28175194848581087,0.5453583015505334
Alistipes_indistinctus,0.25,0.4146789291627731,0.0,0.6946470759411884,0.0241345335781453,0.0,0.0,0.2082669421472708,0.0,1.0,0.0,0.2538719120081903,0.6698912099297756,0.393835328779591,0,0,0,0,0,0.4044135149489728,0.32941351494897286,0.43527801471268307
Dorea_sp_CAG_317,0.5555555555555556,0.4146789291627731,0.0,0.0296770884196716,0.0010399344450552,0.0,0.0,0.0274758512208719,0.0,0.0,0.0,0.0253875283005676,0.917215937038859,0.1265560567962018,0,0,0,0,0,0.4043960054421266,0.23772933877545988,0.22736976344494259
Clostridium_innocuum,0.6666666666666666,0.4146789291627731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4290286783490954,0.5680039932258051,0,1,1,1,0,0.4040904869074994,0.20409048690749945,0.39265307098958036
Prevotella_sp_885,0.5555555555555556,0.4146789291627731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9426030496802754,0.1282145768958195,0,1,1,1,0,0.4038143676408446,0.2371477009741779,0.22682862461889292
Bacteroides_thetaiotaomicron,0.2692375886524825,0.4284742372825784,0.0,0.233047511948271,0.0817964601595596,0.0,0.0182179679874818,0.0765581519009191,0.0,0.0363113030320694,0.1056172464238268,0.0856421980224262,0.7670971655478042,0.7886012688761664,0,0,0,0,0,0.4035275985802443,0.32275632198449955,0.5910756399883709
Dielma_fastidiosa,0.6666666666666666,0.4146789291627731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6332649218922264,0.2455712814835146,0,1,1,1,0,0.40248265226474,0.20248265226474005,0.25046229289557864
Asaccharobacter_celatus,0.3387096774193548,0.6418465876489778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6795246179966044,0.7012510408289936,0,1,1,1,0,0.402036017537992,0.3004231143121856,0.5176613389468958
Eubacterium_eligens,0.235,0.6953365355716215,0.1666666666666666,0.0950455697969865,0.1353455915851361,0.0,0.0,0.0352774089770515,0.0,0.0090035468840504,0.0445564649961791,0.0331492507521371,0.6135702574192492,0.7170182400948576,0,0,0,0,0,0.401096064364759,0.3305960643647591,0.5518125659321904
Erysipelatoclostridium_ramosum,0.5,0.5258282922670864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6311743669399992,0.495581426491244,0,1,1,1,0,0.3993999561435415,0.24939995614354155,0.39222081655992175
Bifidobacterium_longum,0.4957711442786066,0.4406083159833221,0.1666666666666666,0.1973163759952782,0.0321228062585511,0.0,0.0,0.0076167109725857,0.0191691072890542,0.0049230017269319,0.0050481481432435,0.008896806481616,0.3529247057476294,0.7629333053579764,0,0,0,0,0,0.3988947799033353,0.2501634366197533,0.5193479589347942
Bacteroides_eggerthii,0.2666666666666664,0.8625551238544894,1.0,0.1093094170624762,0.0596506918662963,0.0,0.0430070015355212,0.022922582253139,0.0,0.1760595567283654,0.0633543747351981,0.0619114732052683,0.5052666713512753,0.4795598689003767,0,0,0,0,0,0.3986184941096278,0.31861849410962795,0.4297302123813986
Bacteroides_ovatus,0.4907407407407407,0.2977125308065159,0.1666666666666666,0.2327302888464719,0.0482770245066346,0.0,0.0283869492466547,0.038354963537623,0.0,0.0213790605628051,0.0521024390202616,0.0564987064294042,0.4834266588354764,0.7796144385476167,0,0,0,0,0,0.3969774168412427,0.24975519461902054,0.5339413646997773
Ruminococcus_bicirculans,0.3629032258064516,0.5386044579965792,0.0,0.1192958343129244,0.1041702092350678,0.0,0.0,0.0407343878633502,0.1090402559120835,0.0001004545263321,0.1603655588211131,0.0464987844899384,0.5246566739188921,0.7061145088068499,0,0,0,0,0,0.3942132073802156,0.2853422396382801,0.5178238714305835
Alistipes_finegoldii,0.2894736842105263,0.6927763843123111,0.8333333333333334,0.1267783071679762,0.0444301645479465,0.0,0.0,0.0150239067586356,0.1332553510817095,0.1113052926281508,0.0417170897772055,0.0315405679857646,0.4635223572951069,0.7420636720552961,0,0,0,0,0,0.3925918654554069,0.305749760192249,0.541821456755184
Ruminococcus_torques,0.4264462809917355,0.3250790996573714,0.0,0.1451298567851547,0.1230112618432894,0.0,0.0,0.0989610734674167,0.0,0.0078370738663747,0.212911184460725,0.0919209283644607,0.5628072361589331,0.8114346077130458,0,0,0,0,0,0.3925848551262416,0.26465097082872097,0.5579140798872613
Bacteroides_finegoldii,0.4140151515151517,0.5510254266463385,0.0,0.066861242225609,0.0063930409561134,0.0,0.0300833352690611,0.0075225821027522,0.0,0.0089064814157615,0.0402514633908951,0.0284234977243644,0.6392428523710509,0.5134870369640172,0,0,0,0,0,0.3923132527653253,0.26810870731077974,0.41575195180296576
Phascolarctobacterium_sp_CAG_266,0.4210526315789473,0.5285168609321464,0.0,0.0641267034609295,0.0067104660089807,0.0,0.0,0.0,0.0,0.0132328960982248,0.0001816204142699,0.0008129557840642,1.0,0.0,0,0,0,0,0,0.3923092137801509,0.2659934243064668,0.19059581128200573
Megamonas_funiformis_CAG_377,0.65,0.1641174445482712,0.0,0.0770036679178031,0.0013520257630431,0.0,0.0,0.0045921243972248,0.0,0.00098532425191,0.0,0.0043036293581951,1.0,0.0,0,0,0,0,0,0.389509241673629,0.194509241673629,0.14993989084374915
Bacteroides_plebeius,0.1135135135135135,0.7885866981425925,1.0,0.2645852753897676,0.0402311807240313,0.0,0.0,0.157174043135498,0.0,0.0690747893773663,0.149934952921543,0.1494714828916397,0.8528283325135269,0.245574845159343,0,0,0,0,0,0.3879640374564042,0.35390998340235014,0.3625387730807793
Methanobrevibacter_smithii,0.4285714285714285,0.5016311742815456,0.0,0.047756092508471,0.0060426896962085,0.0,0.0,0.0,0.0,0.047139422162396,0.000100306259749,0.0028959847957627,0.7565754339118824,0.3678204617389586,0,0,0,0,0,0.3869337075343074,0.25836227896287883,0.3459988376926529
Catenibacterium_mitsuokai,0.5,0.4146789291627731,0.0,0.3362192908473038,0.0206201724423818,0.0663652297417069,0.0,0.2533784856662568,0.0,0.0,0.0932138382736809,0.2549405186932935,0.4875272292881735,0.2707065350423941,0,0,0,0,0,0.3856304346013537,0.2356304346013538,0.297175460492189
Coprobacter_secundus,0.5,0.4146789291627731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0.3829357858325546,0.23293578583255461,0.16743689911925896
Firmicutes_bacterium_CAG_145,0.5,0.4146789291627731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,0,0.3829357858325546,0.23293578583255461,0.16743689911925896
Bifidobacterium_catenulatum,0.4039473684210526,0.4075804521385596,0.0,0.1788630893370621,0.0270628072588225,0.0,0.0,0.1249509090053121,0.1237579755022998,0.0,0.0291220207984145,0.1255033001089368,1.0,0.0,0,0,0,0,0,0.3822360450804692,0.2610518345541535,0.19548525041616185
Firmicutes_bacterium_CAG_83,0.509090909090909,0.2074788111280512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7931385012414179,0.6489372715272216,0,1,1,1,0,0.3780875372918178,0.2253602645645451,0.45417388488175414
Clostridium_spiroforme,0.2681818181818182,0.6825521729864423,0.0,0.0067632885982175,0.0002402636032867,0.0,0.0,0.0053642602062293,0.0,0.0003652163627387,0.0067040664437876,0.0049789824078048,0.9505198704140306,0.1417359497744033,0,0,0,0,0,0.3747550752414401,0.2943005297868947,0.26663883688279416
Butyrivibrio_crossotus,0.125,0.4146789291627731,0.0,0.6039903402729484,0.1105115996722616,1.0,0.0,0.1246976267190267,0.0,0.0,1.0,0.4289422579225089,1.0,0.0,0,0,0,0,0,0.372085496840723,0.33458549684072303,0.26687260350995434
Desulfovibrio_piger,0.4878787878787881,0.2714142854800898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9521692080668962,0.2316208674900169,0,1,1,1,0,0.3666339614186905,0.2202703250550541,0.2649056900799793
Megamonas_hypermegale,0.4074074074074074,0.3755799275397957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.144374226925038,0,1,1,1,0,0.3617756304226852,0.23955340820046295,0.237542829876479
Coprococcus_eutactus,0.1768987341772152,0.6164363350218856,0.0,0.2171917000823678,0.0733679913463802,0.4013146537864082,0.0,0.0129682320942708,0.0,0.0,0.2919458007849124,0.1378839556504327,0.761256252958264,0.3117172811335688,0,0,0,0,0,0.3616326074616314,0.30856298720846675,0.3624089054887768
Clostridium_sp_CAG_58,0.24,0.4334825161068214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8839573151376668,0.6988441929190146,0,1,1,1,0,0.3611745197839158,0.2891745197839158,0.5168721885905427
Eisenbergiella_massiliensis,0.5,0.4146789291627731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6746802754549925,0.2469374652079174,0,1,1,1,0,0.3588315736715952,0.20883157367159524,0.256124008803516
