Name	Acidaminococcus_intestini	Adlercreutzia_equolifaciens	Agathobaculum_butyriciproducens	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_putredinis	Alistipes_shahii	Alistipes_sp_An31A	Anaerostipes_hadrus	Anaerotruncus_colihominis	Asaccharobacter_celatus	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_salyersiae	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_longum	Bifidobacterium_pseudocatenulatum	Bilophila_wadsworthia	Blautia_hydrogenotrophica	Blautia_obeum	Blautia_sp_CAG_257	Blautia_wexlerae	Butyricimonas_synergistica	Butyricimonas_virosa	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_innocuum	Clostridium_lavalense	Clostridium_leptum	Clostridium_sp_CAG_299	Clostridium_sp_CAG_58	Clostridium_symbiosum	Collinsella_aerofaciens	Collinsella_intestinalis	Collinsella_stercoris	Coprobacter_fastidiosus	Coprococcus_catus	Coprococcus_comes	Coprococcus_eutactus	Dielma_fastidiosa	Dorea_formicigenerans	Dorea_longicatena	Dorea_sp_CAG_317	Eggerthella_lenta	Eisenbergiella_massiliensis	Eisenbergiella_tayi	Erysipelatoclostridium_ramosum	Escherichia_coli	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_sp_CAG_180	Eubacterium_sp_CAG_38	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Firmicutes_bacterium_CAG_110	Firmicutes_bacterium_CAG_83	Flavonifractor_plautii	Fusicatenibacter_saccharivorans	Gemmiger_formicilis	Gordonibacter_pamelaeae	Haemophilus_parainfluenzae	Holdemanella_biformis	Holdemania_filiformis	Hungatella_hathewayi	Intestinimonas_butyriciproducens	Lachnospira_pectinoschiza	Lawsonibacter_asaccharolyticus	Methanobrevibacter_smithii	Monoglobus_pectinilyticus	Odoribacter_splanchnicus	Oscillibacter_sp_57_20	Oscillibacter_sp_CAG_241	Parabacteroides_distasonis	Parabacteroides_johnsonii	Parabacteroides_merdae	Paraprevotella_xylaniphila	Parasutterella_excrementihominis	Phascolarctobacterium_faecium	Prevotella_copri	Proteobacteria_bacterium_CAG_139	Roseburia_faecis	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Ruminococcus_bicirculans	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_torques	Ruthenibacterium_lactatiformans	Slackia_isoflavoniconvertens	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Turicimonas_muris	Veillonella_parvula	[Collinsella]_massiliensis
PT_19_0010D132	0	100	5	1895	21	0	631	21	4	18	49	83	58	373	166	0	121	15	8	0	91	0	654	43	934	46	38	320	0	0	23	17	8	6	348	88	2	10	4	0	1	0	5	105	1	37	18	113	0	2	0	0	178	0	4	38	312	262	0	102	74	0	3	0	12	19	180	686	0	0	0	6	0	0	36	41	0	2	0	0	0	5	18	0	8	440	0	27	0	4	86	0	68	70	12	0	22	1	0	5	336	0	0	0	19	0	0	402	5	24	11	0	0	0	0
PT_19_0010D139	0	25	12	1345	29	0	569	13	0	34	2	22	1073	82	145	0	53	28	10	0	52	0	1003	21	902	163	50	405	0	0	0	2	27	4	139	368	0	0	12	0	1	0	0	17	132	0	9	559	0	8	0	0	90	0	0	34	439	84	1	78	15	0	39	0	8	19	91	0	4	0	0	9	0	0	54	53	0	8	0	0	3	11	0	0	0	727	0	7	0	8	212	0	104	75	35	3	25	22	0	5	70	0	0	0	44	0	0	199	25	42	31	0	3	0	4
PT_19_0010D14	0	2	6	2617	14	0	586	19	0	0	3	2	1266	90	147	0	93	19	18	0	234	0	1296	74	976	651	31	370	0	0	0	10	8	0	16	83	4	17	4	0	13	0	0	0	12	0	23	137	0	1	0	0	14	0	19	0	55	10	1	4	1	0	193	0	0	0	5	0	0	0	0	1	0	0	33	1	0	4	0	0	0	3	0	0	0	0	0	26	0	0	256	0	305	8	144	0	5	16	0	0	2	0	0	0	2	0	0	23	23	3	0	0	3	0	0
PT_19_0010D146	0	2	18	2952	11	0	627	23	4	5	13	2	251	85	352	0	215	22	29	0	83	0	399	123	3125	40	68	155	0	0	0	10	0	0	17	34	0	4	3	0	3	0	1	19	23	30	8	9	0	0	0	0	53	0	0	21	74	7	0	17	1	0	30	0	0	170	113	7	0	0	0	3	0	0	33	16	0	0	0	0	0	2	3	0	2	68	1	3	0	0	217	0	119	14	30	0	12	3	0	20	130	0	0	0	9	0	0	55	0	2	0	0	0	0	0
PT_19_0010D172	0	19	8	2894	13	0	330	40	1	22	26	15	329	81	202	3	236	16	55	1	55	0	591	63	2785	132	39	253	0	0	2	19	1	0	25	20	1	11	0	0	2	1	5	6	2	46	17	60	0	0	0	0	69	0	4	7	47	98	1	185	49	0	23	0	2	38	83	21	0	0	0	6	0	0	102	6	0	1	0	0	1	16	29	0	22	41	0	6	0	1	214	0	78	5	25	0	6	2	1	24	24	0	1	0	3	0	0	323	3	4	0	0	0	0	0
PT_19_0010D187	0	85	7	2487	11	0	298	11	0	22	74	74	116	86	67	2	54	13	2	0	190	0	147	10	777	29	119	154	0	1	0	5	3	1	371	183	0	7	6	0	2	2	9	138	147	14	27	81	0	1	0	0	176	0	2	103	450	168	4	574	81	0	91	0	7	119	7	31	1	0	0	5	0	0	37	25	0	4	0	0	5	24	8	0	5	983	0	9	0	0	56	0	10	25	9	0	22	0	0	4	73	0	2	0	235	0	0	739	3	40	30	0	0	0	0
PT_19_0010D19	0	5	3	692	34	0	1287	51	0	1	0	3	353	673	534	0	269	103	66	0	191	0	1481	36	1648	133	134	732	0	0	0	2	0	0	10	11	1	3	4	0	0	0	0	1	12	4	0	19	0	0	0	0	19	0	0	0	28	1	0	2	4	0	12	0	0	6	10	0	3	0	0	4	0	0	9	9	0	0	0	0	0	0	0	0	0	56	0	25	0	2	649	0	301	68	191	1	9	28	0	0	13	0	0	0	9	0	0	30	0	1	0	0	14	0	0
PT_19_0010D41	0	2	2	303	20	0	1309	50	1	62	0	3	342	300	629	0	122	261	44	0	85	0	2411	43	1721	330	164	534	0	0	0	1	0	0	13	15	33	177	1	0	0	0	0	3	6	4	0	12	0	0	0	0	15	0	0	19	25	0	0	1	0	0	0	0	1	9	57	1	0	0	0	3	0	0	14	25	0	0	0	0	1	0	0	6	4	0	0	110	0	0	340	0	120	43	59	0	8	8	0	3	83	0	0	0	24	0	0	14	0	0	0	0	2	0	0
PT_19_0010D47	0	5	0	141	28	0	1011	99	0	1	12	4	500	563	444	4	206	61	22	0	74	0	2871	90	1165	279	60	911	0	0	0	3	0	0	24	17	10	98	0	0	0	0	0	0	0	9	3	21	0	0	0	0	26	0	0	1	16	1	0	6	5	0	70	0	0	0	36	70	0	0	0	8	0	0	42	4	0	0	0	0	0	27	5	0	5	9	0	78	0	2	501	0	193	18	60	0	4	8	0	0	3	0	1	0	10	0	0	54	1	0	0	0	1	0	0
PT_19_0010D55	0	9	2	1019	33	0	1368	133	0	36	2	8	125	201	750	0	64	96	14	0	75	0	2594	28	1113	432	92	352	0	0	0	1	0	0	14	13	22	96	0	0	0	0	0	4	11	19	0	12	0	0	0	0	30	0	0	5	36	0	0	0	0	0	6	0	0	4	31	1	0	0	0	1	0	0	42	10	0	0	0	0	0	2	1	2	11	0	0	62	0	0	502	0	253	21	82	0	2	12	0	0	20	0	0	0	88	0	0	27	3	0	0	0	6	0	0
PT_19_0010D62	0	14	1	1413	20	0	798	48	0	5	1	11	527	242	254	0	69	163	36	0	139	0	3048	29	837	284	134	720	0	0	0	3	0	0	53	20	24	87	0	0	0	0	0	42	4	10	0	22	0	0	0	0	34	0	0	4	45	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	48	6	0	0	0	0	0	7	0	0	8	0	0	39	0	0	425	0	139	17	92	0	4	8	0	0	1	0	0	0	27	0	0	32	0	0	0	0	0	0	0
PT_19_0010D68	0	1	1	181	23	0	1055	54	2	0	0	1	508	177	745	0	90	78	35	0	147	1	3355	29	1221	493	105	614	0	0	0	0	0	0	14	3	15	74	1	0	0	0	1	2	2	1	0	9	0	0	0	0	16	0	0	0	13	0	0	0	0	0	11	0	0	0	3	7	0	0	0	1	0	0	30	1	0	0	0	0	0	16	1	0	6	1	0	48	0	0	483	0	146	34	75	0	3	8	0	0	29	0	0	0	21	0	0	11	0	0	0	0	1	0	0
PT_19_0010D7	0	9	2	293	35	0	1977	53	0	39	0	7	160	191	235	0	75	60	18	0	81	0	2585	11	1442	234	223	570	0	0	0	2	1	1	106	66	38	118	0	0	0	0	0	1	16	11	0	11	0	0	0	0	37	0	0	7	132	0	0	1	0	0	0	0	0	8	2	0	0	0	0	0	0	0	27	43	0	0	0	0	0	0	0	0	7	0	0	77	0	0	577	0	173	11	89	0	5	8	0	0	19	0	0	0	86	0	0	17	0	0	0	0	3	0	0
PT_19_0010D78	0	5	0	335	24	0	792	61	0	6	2	4	109	260	596	0	80	50	9	0	56	0	4195	40	1701	261	98	379	0	0	0	2	2	0	23	15	11	59	3	0	0	0	0	4	15	3	5	12	0	0	0	0	7	0	0	0	22	1	1	1	7	0	0	0	0	1	1	0	0	0	0	1	0	0	25	1	0	1	0	0	0	0	0	0	2	47	0	21	0	0	405	0	92	49	58	0	6	5	0	2	3	0	0	0	9	0	0	14	1	0	0	0	4	0	0
PT_19_0010D89	0	8	2	719	19	0	1397	49	0	21	1	6	238	419	455	0	121	114	14	1	147	1	2529	32	1239	162	215	671	0	0	0	0	0	0	91	34	47	148	0	0	0	0	0	5	12	13	1	8	0	0	0	0	50	0	0	18	135	0	0	1	0	0	2	0	0	0	3	1	0	0	0	4	0	0	45	16	0	0	0	0	0	7	0	3	4	0	0	111	0	0	273	0	112	24	85	0	3	8	0	5	29	0	0	0	83	0	0	34	0	0	0	0	4	0	0
PT_19_0010D97	0	3	9	5452	10	0	345	11	0	26	18	1	57	132	233	1	54	34	29	0	67	0	298	4	1102	64	108	104	0	0	0	9	0	0	74	68	0	3	10	0	2	0	0	5	21	21	54	26	0	0	0	0	107	0	2	15	84	4	0	21	28	0	21	0	0	20	6	21	0	0	0	0	0	0	42	5	0	0	0	0	5	0	3	0	3	342	0	3	0	0	76	0	57	52	10	0	11	2	0	38	15	0	0	0	76	0	0	465	1	4	3	0	0	0	0
PT_19_0013D103	238	0	0	172	312	0	1001	32	1	2	1	0	5	388	0	0	0	0	1040	196	608	0	5	236	1498	2502	27	602	0	1	0	14	0	0	0	9	0	0	0	0	0	0	0	9	0	11	3	0	0	0	0	0	7	0	0	3	28	0	0	1	0	1	43	0	0	1	16	0	0	0	0	74	0	0	0	2	0	0	0	12	0	31	0	4	0	92	0	122	0	2	1	0	353	0	50	35	6	4	12	2	13	93	20	0	13	0	0	36	0	4	0	0	1	0	0
PT_19_0013D12	3	0	41	112	335	0	814	68	0	0	0	0	9	368	11	0	0	0	0	262	627	1	6	16	1186	1252	175	1097	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	19	0	0	1	7	0	0	40	0	0	1	0	0	2	187	29	0	0	0	1779	0	2	0	55	4	0	44	271	0	0	0	45	1	0	21	292	0	14	11	0	230	0	67	9	15	7	0	48	159	31	75	0	0	0	0	11	0	97	11	0	3	5	0
PT_19_0013D19	32	2	0	3047	196	0	361	42	1	15	0	2	6	376	9	1	2	1	1566	17	150	0	2	30	346	378	11	156	0	6	4	4	0	0	0	87	0	0	1	0	2	3	0	1	0	17	13	0	0	0	0	0	16	0	3	9	14	0	2	8	1	13	283	0	40	13	56	67	0	0	0	161	0	16	0	29	1	5	3	36	0	520	0	14	2	71	184	39	0	39	1	0	355	0	41	156	7	9	0	48	141	0	558	1	2	0	0	16	0	71	58	0	0	0	0
PT_19_0013D27	567	0	2	45	595	0	752	21	0	0	5	0	3	441	0	0	0	0	42	198	461	0	2	194	1545	2007	9	100	0	0	12	16	0	0	0	12	0	0	3	0	0	0	0	5	0	2	0	0	0	0	0	0	18	0	0	0	36	0	2	1	0	0	0	0	0	4	117	135	0	0	0	324	0	0	1	5	2	0	24	92	0	1	0	92	4	32	5	177	0	6	2	0	653	0	343	59	0	40	0	33	151	67	395	0	0	0	0	42	0	20	5	39	14	19	0
PT_19_0013D33	10	0	0	385	334	0	1125	86	0	2	0	0	4	817	2	0	0	0	82	54	588	0	8	336	1596	1801	14	607	0	0	2	21	0	0	0	5	0	0	3	0	0	0	0	4	0	3	13	1	0	0	0	0	8	0	2	1	5	0	3	18	0	0	59	0	0	0	54	0	2	0	0	336	0	0	4	4	2	0	79	8	0	13	5	9	3	46	15	54	0	3	1	0	445	0	128	77	25	18	1	80	15	12	429	1	3	0	0	91	0	19	9	0	8	1	0
PT_19_0013D40	63	0	0	1750	506	0	913	50	2	0	1	0	2	160	2	0	0	0	2387	63	91	0	5	35	369	1055	9	376	0	2	0	8	0	0	0	26	0	0	1	0	8	0	0	0	0	12	15	0	0	0	0	0	24	0	18	2	13	0	7	31	0	0	425	0	0	5	15	2	0	0	0	219	0	2	7	8	1	2	0	3	0	135	21	1	1	109	116	71	0	28	2	0	439	0	16	187	6	1	0	1	11	9	58	0	2	0	0	71	0	8	14	0	0	0	0
PT_19_0013D47	70	1	0	579	1588	0	1017	224	0	5	3	1	2	394	0	0	0	0	1229	60	152	0	2	45	486	281	20	706	0	5	17	18	0	0	0	177	0	0	0	0	0	0	0	4	0	38	8	1	0	0	0	0	5	0	3	0	24	0	9	11	0	0	41	0	4	10	51	13	0	0	0	145	0	0	1	43	1	3	0	1	0	374	10	7	1	141	50	163	0	56	0	0	1148	0	14	137	4	1	0	13	105	1	195	0	1	0	0	67	0	3	12	0	0	0	0
PT_19_0013D55	112	0	5	599	1221	1	1590	140	3	18	23	1	3	1537	2	0	0	0	3	23	381	0	6	189	1006	523	73	564	0	5	12	19	0	0	0	37	0	0	0	0	1	0	0	6	0	46	8	0	0	0	0	0	23	0	0	7	10	0	3	21	0	0	1	0	17	3	36	24	0	2	0	207	0	1	6	38	3	6	1	11	0	5	32	6	16	44	465	80	0	16	2	0	311	0	17	98	12	1	7	9	5	1	147	1	0	0	0	82	0	25	39	1	0	1	0
PT_19_0013D61	108	0	2	642	1683	0	1183	116	0	3	7	0	2	365	0	0	0	0	270	36	149	0	3	108	922	649	5	541	0	2	6	32	0	0	0	43	0	0	1	0	2	0	0	3	0	30	9	0	0	0	0	0	5	0	0	2	10	0	0	27	2	0	1	0	1	2	18	28	0	1	0	112	0	0	1	37	0	2	1	22	0	86	4	5	4	994	270	223	0	70	1	0	725	0	41	154	1	6	9	2	11	0	56	0	0	0	0	33	0	27	84	0	1	0	0
PT_19_0013D68	351	0	0	541	2522	0	889	176	0	1	16	0	3	335	10	0	0	0	309	31	130	0	5	7	917	358	2	383	0	21	10	17	0	0	0	35	0	0	0	0	1	0	0	0	0	17	4	1	1	1	0	0	4	0	0	1	35	0	2	38	0	0	5	0	3	4	69	38	2	0	0	129	0	0	0	55	2	16	0	7	0	99	8	10	2	276	212	190	0	50	1	0	1204	0	10	51	7	7	24	6	90	2	47	0	0	0	0	77	0	22	100	0	2	0	0
PT_19_0013D75	38	3	1	857	1641	0	976	100	1	13	31	3	1	215	0	2	0	0	372	51	100	0	0	24	780	332	6	356	0	60	8	26	0	0	0	81	0	0	2	0	0	2	0	16	0	7	6	0	0	0	0	0	14	0	48	4	31	0	3	13	4	0	33	0	16	14	63	16	1	1	0	326	0	0	3	44	1	4	0	62	0	48	48	11	16	953	804	94	0	29	3	0	431	0	3	35	12	0	7	43	76	12	270	0	4	0	0	142	0	63	79	8	0	0	0
PT_19_0013D83	715	1	0	686	2109	0	918	113	5	2	7	2	3	233	4	0	0	1	213	23	59	0	6	23	771	276	2	299	0	30	2	40	0	0	0	14	0	0	0	0	1	0	0	18	0	14	10	0	0	0	0	0	37	0	4	7	36	0	1	20	0	0	6	0	3	22	96	243	0	3	0	151	0	0	0	45	5	4	1	235	0	6	2	25	1	210	915	69	0	36	3	0	390	0	34	148	15	3	2	7	3	9	389	0	0	0	0	72	0	90	55	0	0	0	0
PT_19_0013D90	260	1	12	661	56	0	321	16	0	11	0	2	2	342	1	7	1	0	16	211	126	0	10	182	425	1433	18	207	0	1	21	80	0	0	0	16	0	0	0	0	0	0	0	1	0	6	2	1	0	0	0	0	40	0	4	12	24	0	2	11	2	0	26	0	6	4	187	0	0	6	0	1578	0	4	0	19	2	3	213	228	0	2	0	26	2	119	199	16	0	15	1	0	300	0	413	169	7	48	692	45	19	39	407	0	2	0	0	20	0	460	128	0	15	38	0
PT_19_0023D13	30	0	8	9	36	720	2529	157	0	12	1	0	3	46	2	0	0	170	0	50	356	8	13	157	373	478	7	563	1	2	7	11	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	13	0	0	2	15	0	1	0	0	0	1	31	11	2	87	4	0	0	3	284	11	23	2	12	6	1	8	0	1	0	2	13	1	0	1	69	529	1102	99	0	271	44	98	66	976	45	31	51	0	23	1	247	0	0	0	8	0	0	1	1	9	0	0
PT_19_0023D29	0	0	3	3	35	158	1039	52	0	3	0	0	4	7	7	0	0	157	0	77	31	4	63	60	154	547	27	138	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	16	0	0	3	17	0	0	0	0	0	0	43	0	5	51	19	1	0	5	183	55	4	0	36	4	0	1	0	0	0	0	43	0	0	0	227	370	1840	73	0	121	16	78	195	3596	37	50	14	6	50	49	170	8	0	0	3	0	0	2	6	6	0	0
PT_19_0023D35	0	0	20	107	31	415	762	34	0	11	1	0	1	5	0	5	0	47	0	53	72	4	44	51	211	661	29	51	14	4	0	30	0	12	0	3	0	0	0	1	0	0	0	1	0	0	0	26	0	0	0	0	12	0	0	2	19	0	0	0	5	0	4	61	4	14	259	17	0	0	27	1497	42	50	5	37	7	0	3	0	4	1	1	71	6	58	0	12	106	996	76	0	533	30	38	149	1508	14	35	38	20	16	850	416	9	0	0	56	0	4	7	172	3	0	0
PT_19_0023D7	4	0	8	272	346	56	1219	53	0	7	0	0	1	51	2	0	0	434	1	13	183	3	8	76	2373	596	3	181	0	54	221	2	0	2	0	3	0	0	3	2	0	3	0	0	3	7	4	6	0	0	0	0	9	0	0	0	1	0	1	0	1	8	4	46	0	0	234	33	1	0	0	74	0	116	17	3	0	0	1	0	0	4	0	47	1	0	0	161	88	200	6	0	154	2	90	77	752	20	27	42	0	16	766	689	17	0	0	65	0	2	1	0	7	15	0
PT_19_0024D113	6	2	8	23	6	16	1647	70	3	16	4	3	99	331	63	0	2	17	24	0	72	0	42	37	3922	261	14	5	7	11	9	17	0	9	0	64	0	0	1	0	0	0	0	5	0	33	0	132	2	29	0	6	56	59	0	12	37	0	14	11	1	0	182	51	16	0	85	3	310	0	4	276	0	0	11	218	11	53	0	0	2	5	7	47	19	5	5	0	87	1	130	84	74	0	15	106	13	11	150	3	272	2	199	59	94	6	19	146	0	0	2	5	1	0	1
PT_19_0024D118	8	2	3	5	7	36	1374	58	2	31	15	2	1994	220	28	0	0	21	430	1	41	0	37	52	1344	466	16	4	9	6	3	27	0	16	0	65	0	0	0	0	0	6	0	21	4	18	11	68	2	20	0	17	29	28	8	11	49	0	3	25	13	0	102	50	8	0	36	0	495	0	1	363	0	0	20	324	5	15	0	0	0	40	18	80	35	0	0	0	36	2	202	80	124	0	13	152	5	7	206	0	232	4	220	54	51	0	14	343	0	0	0	7	0	0	0
PT_19_0024D13	8	0	6	0	3	5	1928	134	0	24	0	0	205	352	2	0	0	133	32	1	224	0	67	200	1131	2535	90	1	0	9	6	3	0	1	0	8	0	0	0	0	0	0	0	0	0	1	0	27	0	3	0	0	3	1	0	2	23	0	0	0	0	0	121	60	3	0	571	0	293	0	6	440	0	0	10	34	1	0	0	0	0	0	0	13	20	0	1	1	20	0	131	89	67	0	131	100	4	36	79	4	10	3	377	50	145	4	0	4	0	0	0	0	3	0	0
PT_19_0024D20	11	0	10	1	5	28	2309	129	0	17	0	0	188	221	4	0	0	129	20	2	40	0	87	70	1643	1920	9	2	0	17	3	9	0	3	0	86	0	0	0	0	0	0	0	0	1	7	0	18	0	10	0	0	0	15	0	6	18	0	0	0	0	0	268	29	2	0	162	0	704	2	4	197	0	0	7	83	3	0	0	0	0	0	0	5	16	0	7	0	37	0	97	95	67	0	103	207	2	93	138	14	14	0	314	238	27	0	0	22	0	0	0	0	3	0	0
PT_19_0024D28	9	0	73	19	3	8	528	12	0	0	14	0	135	817	12	0	0	33	16	0	244	0	25	158	2808	598	41	1	0	0	0	7	0	9	14	111	0	0	0	2	0	0	0	9	4	26	0	67	2	31	0	0	21	153	0	50	37	0	0	15	0	0	38	19	3	0	380	0	1090	0	7	558	0	0	139	100	15	0	0	0	0	0	18	2	63	0	24	0	76	0	84	31	62	0	14	269	17	39	120	0	265	3	153	86	45	0	106	65	0	0	0	0	0	0	0
PT_19_0024D34	6	0	23	5	0	5	1181	60	0	53	2	0	569	554	67	0	0	31	78	0	75	0	77	46	2390	822	36	2	8	2	13	32	0	27	0	187	0	0	0	0	0	0	0	0	0	38	0	82	2	19	0	0	45	90	0	4	53	0	0	10	0	0	411	35	19	0	101	0	400	0	17	420	0	0	66	208	1	0	0	0	0	0	16	16	36	0	18	0	73	0	67	133	162	0	35	244	3	64	203	7	61	3	176	107	48	6	46	97	0	0	0	7	1	0	0
PT_19_0024D41	6	0	4	4	0	2	764	7	0	0	0	0	265	693	120	0	1	145	47	0	229	0	300	292	2810	1752	597	1	0	0	0	24	0	0	0	2	0	0	0	6	0	0	0	1	2	10	0	180	1	5	0	0	4	5	0	3	37	0	0	1	0	0	155	15	0	0	35	0	56	0	3	37	0	0	32	1	0	0	0	0	0	1	1	7	26	0	1	0	16	0	28	675	13	0	23	257	4	45	4	14	13	1	2	0	147	0	0	45	0	0	0	19	1	1	1
PT_19_0024D48	8	0	112	0	6	1	273	3	0	4	5	0	122	371	40	0	0	71	71	0	4	0	24	15	2020	258	34	0	0	2	0	43	0	3	3	10	0	0	0	0	0	0	0	2	8	77	0	102	3	22	0	0	65	14	0	11	45	0	0	5	0	0	466	7	0	0	442	0	1208	0	115	1515	0	0	94	46	2	2	0	0	0	1	5	12	37	0	25	0	9	0	194	666	45	0	15	101	5	63	421	6	273	19	16	103	13	10	106	98	0	0	2	0	2	0	1
PT_19_0024D56	12	0	6	3	2	19	1699	70	2	21	2	0	150	248	38	0	0	17	33	0	16	0	53	12	4494	523	10	2	1	19	12	15	0	4	0	20	0	0	0	0	0	0	0	1	0	31	0	23	1	6	0	1	13	36	0	10	11	0	1	4	0	0	454	17	16	0	66	0	219	0	2	182	0	0	45	75	6	1	0	0	0	2	5	12	86	1	8	0	47	0	79	123	99	0	17	124	5	31	203	8	11	3	104	116	41	7	10	124	0	0	0	4	0	0	0
PT_19_0024D62	6	1	3	1	0	29	1689	83	1	36	3	0	2445	416	37	0	0	6	658	1	26	0	28	17	1768	583	37	1	3	3	3	16	0	3	0	15	0	0	1	0	0	1	0	1	0	30	0	27	0	7	0	1	23	32	0	12	13	0	3	2	0	0	29	17	21	0	38	0	88	2	1	243	0	0	24	70	4	1	0	0	0	44	13	24	45	0	6	0	42	0	81	66	113	0	18	144	7	9	105	36	84	1	288	100	38	7	2	120	0	0	0	0	0	0	0
PT_19_0024D69	2	2	12	7	5	3	930	31	1	35	30	2	64	299	57	0	0	10	20	0	51	0	99	24	2333	210	11	4	43	22	18	5	1	92	3	361	0	0	1	0	0	0	0	2	2	46	0	118	7	79	0	11	97	112	0	56	106	0	0	56	4	0	0	35	60	0	238	0	868	8	15	435	0	0	54	574	12	1	0	0	4	0	12	94	30	0	26	0	57	3	69	28	23	0	7	185	21	7	373	3	108	2	386	308	234	4	61	163	0	0	0	10	0	0	1
PT_19_0024D7	3	0	8	11	3	22	1276	105	4	11	0	0	161	295	5	0	0	25	27	0	137	0	58	88	4238	1186	185	2	0	11	3	7	0	24	0	24	0	0	0	0	0	0	0	1	0	7	0	6	0	4	0	0	5	12	0	7	46	0	0	0	0	0	88	49	2	0	90	36	136	0	2	748	0	0	3	92	0	0	0	0	0	0	0	8	20	2	8	0	50	0	70	42	123	0	94	122	6	35	41	1	6	4	10	41	31	10	15	6	0	0	0	0	2	0	0
PT_19_0024D77	5	3	9	5	6	11	1025	66	1	36	16	3	37	108	58	0	0	6	18	0	33	0	68	16	2314	319	2	3	115	24	8	10	0	7	0	58	0	0	3	0	0	0	0	40	2	67	0	76	3	35	0	4	74	298	0	38	32	0	4	14	3	0	23	53	38	0	134	1	876	7	7	676	0	0	15	206	19	1	0	0	1	1	4	140	21	0	5	0	41	2	52	64	63	0	16	92	5	21	575	13	542	5	422	361	206	40	20	149	0	0	0	0	0	0	0
PT_19_0024D83	14	3	6	2	9	10	747	44	0	25	4	3	261	175	68	0	0	9	103	0	31	0	56	28	1386	384	9	1	24	15	5	5	0	15	0	178	0	0	0	0	0	0	0	0	1	24	0	47	2	15	0	19	49	101	1	63	93	0	0	26	0	0	50	78	44	0	123	0	1748	0	3	427	0	0	32	810	6	1	0	0	0	44	3	72	26	0	17	0	41	4	138	75	73	0	24	100	14	17	342	4	893	9	139	204	181	27	54	112	0	0	0	4	1	0	0
PT_19_0024D92	2	7	5	5	2	33	661	51	0	54	5	9	290	108	39	6	0	9	82	1	34	0	54	32	1544	350	7	4	131	36	15	7	0	28	0	175	0	0	0	0	0	0	0	2	0	48	0	138	1	16	0	6	43	88	2	29	63	0	33	8	7	0	272	107	98	0	276	0	601	0	0	406	0	0	17	376	11	16	0	0	0	33	3	218	20	1	14	0	11	2	110	58	72	0	12	95	13	5	977	14	505	9	475	272	272	6	47	279	0	0	1	23	0	0	1
PT_19_0026D7	0	1	0	8	11	0	279	46	5	3	0	1	68	4	3	35	0	3	0	5	84	0	36	17	111	100	1	29	0	4	0	30	0	8	0	9	0	0	0	1	0	0	0	4	0	37	0	240	0	2	0	0	145	0	0	20	76	9	0	0	1	0	1	17	6	0	177	66	2641	0	753	1975	23	6	4	39	2	0	66	6	1	0	0	7	6	661	0	4	25	4	119	1	454	60	0	0	661	0	38	70	47	63	1	5	11	19	36	93	18	110	175	13	0	85	0
