	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_senegalensis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_nordii	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Desulfovibrio_desulfuricans	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Pseudoflavonifractor_capillosus	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
MSM9VZL5	0	26	0	135	436	0	15	1	0	0	0	161	0	256	0	0	19	0	0	0	260	1255	112	1874	391	60	129	5	0	11	17	5	0	0	0	0	0	0	0	0	0	9	0	1	4	0	0	38	20	19	0	0	0	0	2	1	783	0	7	1437	2	3	0	0	0	0	16	0	1	2	4	97	13	0	43	521	0	0	0	0	0	6	1406	76	0	18	0	168	1	0	6	25	0	0	0	47	53	0	0	0	0
MSM9VZL7	0	35	0	71	346	4	59	0	0	1	52	51	649	561	0	0	387	0	379	1	0	132	0	790	160	91	210	2	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	2	42	0	0	105	2275	0	2303	0	15	0	0	12	0	0	0	0	2	0	97	4	0	0	105	0	0	0	0	0	68	647	36	0	0	4	12	0	33	1	21	2	1	0	131	74	2	2	6	6
MSM9VZL9	0	26	0	28	357	3	39	4	0	0	17	32	218	603	0	0	898	0	329	0	0	246	0	777	196	75	225	15	0	5	1	0	0	0	0	0	5	0	0	0	0	1	0	7	5	3	0	0	1	48	0	3	0	72	20	1	353	551	0	3198	0	7	0	0	16	0	0	0	7	1	12	61	2	0	0	102	0	3	0	0	0	50	883	61	0	0	8	8	0	40	6	40	0	0	0	55	269	1	0	4	2
MSM9VZLB	0	29	0	31	388	3	43	4	0	1	16	136	480	369	0	0	567	1	462	2	0	344	0	809	230	32	259	2	0	1	9	3	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	24	0	1	0	99	2	0	691	712	0	2949	0	2	0	0	9	0	0	0	8	2	0	98	6	0	0	169	0	0	15	0	0	18	486	87	0	0	31	7	0	28	4	31	0	0	0	108	184	0	0	0	1
MSM9VZLD	0	35	0	119	382	3	53	0	0	3	25	31	536	683	0	0	325	0	435	2	0	130	0	1006	159	53	245	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	154	0	0	266	1191	0	1706	0	30	0	0	10	0	0	0	0	0	7	98	4	0	0	101	0	5	4	0	0	198	1553	42	0	0	2	4	0	8	3	32	0	0	0	195	129	4	3	8	12
MSM9VZLF	0	19	0	47	312	2	22	22	0	2	19	38	261	264	0	0	164	0	401	0	0	78	0	1018	66	26	190	2	0	2	16	4	0	0	0	0	2	0	0	0	0	0	0	0	3	2	0	0	1	16	0	0	0	327	17	0	1876	545	0	2672	0	16	0	0	18	0	0	0	23	1	12	83	5	0	0	160	0	0	0	0	0	155	614	17	0	0	40	37	0	17	7	38	0	0	13	114	185	0	0	5	4
MSM9VZLH	0	30	0	106	295	6	37	4	0	4	61	11	558	534	0	0	233	0	310	1	0	86	1	1152	160	172	180	1	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	8	0	1	0	181	2	0	441	944	0	2108	0	19	0	0	9	0	0	0	6	1	0	94	4	0	0	168	0	2	0	0	0	309	971	57	0	0	23	26	0	19	6	41	0	0	13	335	246	0	3	3	2
MSM9VZLJ	62	9	5	28	469	7	70	14	2	11	31	218	0	0	10	0	0	0	675	0	7	66	30	71	451	1	364	38	0	0	4	0	3	2	0	2	0	2	0	0	0	0	0	15	31	71	2	0	38	48	0	0	5	59	53	12	625	0	165	2604	0	0	17	0	0	0	357	0	7	2	0	99	85	78	0	149	0	5	3	215	0	127	19	392	0	0	0	379	0	0	27	475	0	0	0	1185	0	0	0	0	0
MSM9VZMA	0	333	0	0	490	0	44	0	0	0	0	0	1801	2	0	0	0	846	0	51	0	0	769	184	1935	270	0	0	0	0	65	6	45	0	1	4	0	4	0	7	1	16	0	0	0	0	1	872	0	0	7	18	5	0	0	0	0	0	0	1548	24	0	2	1	0	1	8	0	0	10	0	120	0	55	0	0	233	54	0	0	0	0	2	0	14	0	0	0	15	0	10	14	0	0	0	112	0	0	0	0	0
MSM9VZMA_TR	0	469	0	0	678	0	70	0	0	0	0	0	1946	1	0	0	0	775	0	58	0	0	963	254	1788	314	0	0	0	0	54	4	39	0	0	2	0	9	0	2	0	12	0	0	0	0	0	582	0	0	5	25	5	0	0	0	0	0	0	1305	21	0	1	0	0	0	7	0	0	13	0	102	0	90	0	0	222	41	0	0	0	0	0	0	8	0	0	0	11	0	3	9	0	0	0	114	0	0	0	0	0
MSM9VZMC	0	305	0	0	734	1	119	0	0	0	0	0	910	2	0	0	0	514	0	18	0	0	1321	191	2545	446	0	0	0	0	17	0	26	0	0	1	0	6	0	16	0	0	0	2	0	0	0	357	1	0	1	2	1	0	0	0	0	0	0	1409	16	483	0	0	0	5	3	0	0	6	0	0	14	54	0	0	272	44	8	0	0	0	0	0	5	0	0	0	31	0	20	16	0	0	1	53	0	0	0	23	3
MSM9VZME	0	793	0	0	742	0	108	0	0	0	0	0	2065	1	0	0	0	229	0	34	0	0	1259	302	1633	537	0	0	0	0	107	9	50	0	2	7	0	12	1	25	1	12	0	1	0	0	0	577	1	0	2	1	4	0	0	0	0	0	0	567	64	0	2	0	0	0	2	1	0	23	0	62	32	73	0	0	233	51	0	0	0	0	0	0	2	1	0	0	22	0	10	51	0	0	0	290	0	0	0	0	0
MSM9VZMI	0	418	0	0	785	4	180	0	0	0	0	0	2441	2	0	0	0	1549	0	31	0	0	791	114	2674	296	0	0	0	0	11	1	18	0	0	0	0	2	0	16	2	0	0	1	0	0	0	183	1	0	1	122	0	0	0	0	0	0	0	60	7	0	0	0	0	0	0	6	0	2	0	54	9	44	0	0	127	19	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	27	0	0	0	0	0
MSM9VZMM	0	76	0	125	366	5	115	0	0	0	17	78	1061	550	0	0	513	0	906	70	0	1111	0	2318	676	56	350	0	0	5	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	38	0	0	13	107	0	849	1	19	0	0	0	0	0	0	0	2	3	145	4	0	0	72	0	0	0	0	3	11	88	16	0	0	7	0	0	4	1	16	0	0	0	66	120	0	1	4	2
MSM9VZMO	0	131	0	463	995	18	201	0	0	0	380	53	874	807	0	0	350	0	759	7	0	184	0	1108	222	73	773	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	29	0	0	149	432	0	856	0	102	0	0	0	0	0	0	0	1	0	205	5	0	0	86	0	0	4	0	3	218	93	2	0	0	3	4	0	0	2	14	8	2	17	164	156	8	9	6	16
MSM9VZMS	0	111	0	284	982	11	162	0	0	3	251	62	723	851	0	0	468	0	939	3	0	276	1	1085	254	36	517	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	26	3	0	247	606	0	928	0	19	0	0	0	0	0	0	1	2	1	190	9	0	0	174	0	1	0	0	2	246	201	5	0	0	23	10	0	6	18	10	0	0	4	95	124	3	4	12	4
MSM9VZMU	0	92	0	237	883	11	145	0	0	1	222	50	1020	659	0	0	418	0	665	3	0	387	0	1273	241	51	629	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	23	1	0	178	568	0	1144	0	37	0	0	6	0	0	0	0	2	3	170	6	0	0	173	0	2	0	0	2	130	207	7	0	0	27	8	0	5	1	9	3	0	0	110	178	0	2	5	1
MSM9VZMW	0	267	0	567	1354	20	521	0	0	0	811	34	781	375	0	0	137	0	729	1	0	128	0	956	141	48	700	13	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	34	1	0	176	593	0	543	0	24	0	0	3	0	0	0	0	0	7	200	4	0	0	48	0	1	19	0	1	178	84	2	0	0	5	10	0	0	2	13	3	1	0	57	364	3	3	9	14
MSM9VZNH	0	0	0	0	23	0	3	9	0	2	0	98	0	0	497	0	5	0	0	0	30	36	12	274	385	60	6	420	55	166	7	0	0	13	21	0	39	0	0	0	0	10	0	111	100	47	0	0	18	87	0	42	10	118	67	7	80	0	20	2240	0	1590	19	0	87	0	0	24	39	1	28	0	0	0	0	107	0	24	2	0	0	19	114	230	0	0	4	14	0	0	45	60	9	128	5	1538	0	23	42	186	542
MSM9VZNH_TR	0	0	0	0	28	0	1	7	0	3	0	82	0	0	521	0	3	0	0	0	25	41	17	350	387	35	9	228	36	151	3	0	0	4	18	0	39	0	0	0	0	16	0	43	87	46	0	0	18	64	0	52	0	156	62	5	71	0	30	2462	0	1484	16	0	71	0	0	13	33	0	41	0	0	0	0	118	0	20	26	0	0	34	117	214	0	0	1	10	0	0	39	58	3	114	0	1808	0	24	37	141	478
MSM9VZNL	4	2	0	8	106	0	18	5	0	0	5	258	20	0	672	0	9	2	0	0	29	122	32	1151	283	22	59	512	75	89	12	0	0	0	22	0	12	3	0	0	0	33	0	111	96	64	0	0	19	152	0	3	1	64	151	19	222	3	129	2854	0	19	25	0	25	0	1	11	17	1	0	0	0	7	0	406	0	14	0	0	0	43	21	155	0	0	70	4	0	2	61	157	0	8	1	1456	0	0	1	31	8
MSM9VZOG	874	0	0	1	321	0	82	0	0	1	0	0	0	1111	0	1	0	0	1	0	1	0	2159	4	0	0	0	0	7	0	4	0	0	0	0	0	0	0	1	0	0	145	0	4	0	8	0	9	26	16	0	0	0	69	0	0	62	125	51	746	23	36	1	0	0	3	0	0	1	2	6	0	10	0	0	1	1	0	4	0	1	45	3625	15	0	1	0	0	18	0	0	28	15	4	1	75	0	12	25	26	197
MSM9VZOI	2100	0	0	0	1370	0	71	0	0	0	0	0	0	2174	0	0	0	0	0	0	0	0	2440	0	0	0	0	0	0	0	7	0	0	0	0	0	3	4	3	0	0	72	0	0	1	17	0	156	19	37	0	12	0	15	0	7	48	0	85	334	39	8	0	0	0	14	0	0	2	1	12	0	4	0	0	0	5	0	0	0	0	13	429	158	0	0	0	0	49	0	1	28	5	19	0	20	0	46	10	165	0
MSM9VZOK	265	0	0	0	346	0	57	7	0	4	0	0	0	3665	0	0	0	0	0	0	0	0	659	1	1	0	0	0	15	0	14	0	0	0	0	0	2	0	0	0	0	2	0	0	8	26	0	441	15	5	0	0	0	561	5	1	200	0	45	1860	6	0	0	0	0	3	0	0	13	0	0	0	4	0	0	0	0	0	1	0	0	673	782	93	0	0	0	0	13	0	4	55	6	0	13	46	0	7	0	77	0
MSM9VZOM	557	0	0	0	1954	0	316	0	0	1	0	0	0	2771	0	0	0	0	0	0	0	0	2271	0	1	0	0	0	3	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	117	5	8	0	0	1	137	0	0	569	0	17	692	0	5	0	0	0	0	0	0	2	0	0	0	8	0	0	0	7	0	0	0	0	6	242	160	0	0	23	0	0	0	2	19	0	0	0	89	0	0	0	7	0
MSM9VZOO	0	0	0	0	1271	0	13	15	0	0	0	0	0	1695	0	0	0	0	0	0	0	0	3353	0	1	491	0	0	16	0	20	2	0	0	0	0	1	0	0	0	0	24	0	0	1	15	0	505	3	9	9	14	4	90	0	1	304	0	34	1058	4	211	0	0	5	5	0	0	14	0	7	0	1	0	0	0	2	0	0	0	0	50	39	549	0	2	0	0	20	0	3	0	6	0	0	17	0	28	9	75	5
MSM9VZOQ	0	0	0	0	606	0	80	0	0	0	0	0	0	1757	0	0	0	0	0	0	0	0	2018	0	1	219	0	0	0	0	29	3	0	0	0	0	0	0	0	0	0	181	0	1	0	0	0	995	2	6	0	0	0	322	4	0	151	0	79	1460	6	54	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	4	134	1670	45	0	1	0	0	8	0	4	24	4	0	0	59	0	9	5	45	2
MSM9VZPT	38	9	50	94	821	0	332	8	0	10	224	432	70	56	0	276	0	58	0	0	491	0	15	50	164	1	996	0	0	484	13	2	13	0	0	0	0	0	0	0	0	125	0	0	0	0	14	0	0	0	13	41	7	30	0	0	504	412	0	323	3	0	0	0	33	4	7	2	10	24	0	0	73	421	0	0	0	4	0	0	17	21	0	0	0	8	1588	0	43	0	5	583	0	0	0	979	0	0	0	0	0
MSMA26BB	0	35	0	132	470	4	37	0	0	2	70	39	777	378	0	0	250	0	452	2	0	171	0	1086	138	120	243	5	0	2	7	1	0	42	0	0	2	0	0	0	0	1	0	1	1	1	0	0	1	2	0	0	0	109	9	0	215	1978	0	1571	0	57	0	0	5	0	0	0	1	2	7	130	5	0	0	132	0	1	0	0	1	290	617	30	0	0	11	67	0	4	4	14	3	7	5	113	116	3	3	8	11
MSMA26BD	0	64	0	151	628	13	99	0	0	4	57	27	531	462	0	0	252	0	626	1	0	198	0	745	201	74	340	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	144	817	0	2302	0	11	0	0	35	0	0	0	0	1	6	144	6	0	0	102	0	0	2	0	0	472	877	22	0	0	55	67	0	6	0	32	0	0	0	203	112	0	0	0	1
MSMA26BF	0	42	0	145	341	10	56	0	0	9	61	38	920	722	0	0	230	0	534	2	0	7	0	826	191	217	428	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	34	0	0	642	595	1	2723	0	12	0	0	5	0	0	0	1	1	0	84	5	0	0	131	0	0	2	0	0	272	299	31	0	0	27	30	0	4	2	21	0	0	0	164	121	0	1	3	2
MSMA26BH	0	49	0	260	542	15	75	0	0	3	82	43	1005	525	0	0	288	0	904	6	0	37	0	804	213	346	497	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	73	0	0	92	1647	0	1676	0	3	0	0	0	0	0	0	0	1	0	133	12	0	0	147	0	0	0	0	2	73	87	13	8	0	10	18	0	5	0	5	0	0	38	175	82	0	0	0	0
MSMA26BJ	0	17	0	60	310	2	30	0	0	0	22	25	367	443	0	0	301	0	399	2	0	39	0	750	162	125	218	9	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	1	6	0	1	2	289	0	0	517	1529	2	2334	0	22	0	0	17	0	0	0	0	1	5	61	4	0	0	106	0	0	0	0	1	135	1004	77	0	0	187	44	0	9	3	15	0	1	105	108	110	2	1	3	6
MSMA26BL	0	30	0	22	502	0	42	1	0	0	0	516	142	980	1	0	1167	0	546	5	0	32	0	1046	308	299	148	5	0	34	10	2	0	0	0	0	2	0	0	0	0	0	0	1	2	1	0	0	1	4	0	12	0	114	0	0	573	1	1	2214	0	101	0	0	0	0	0	0	2	0	11	175	0	0	0	164	0	0	0	0	0	1	9	70	0	0	0	0	0	272	1	67	4	2	0	41	249	12	9	0	46
MSMA26BN	520	11	0	0	620	0	118	1	6	0	0	66	620	0	0	0	0	0	0	0	169	0	21	402	639	0	156	13	0	9	0	0	0	0	0	2	1	0	0	0	0	8	1	16	0	73	0	0	27	2	0	0	0	44	3	2	1272	1	16	3582	6	0	1	0	48	0	3	0	3	10	11	32	22	0	0	430	0	4	3	0	1	2	91	13	23	28	0	168	0	14	3	54	0	0	1	381	221	0	0	0	0
MSMA26BR	468	19	0	0	942	0	210	2	0	0	0	204	344	1	0	0	0	0	0	1	338	0	163	590	1238	1	318	15	0	3	0	0	0	0	0	0	0	0	0	0	0	13	1	1	2	68	0	0	15	1	0	0	0	139	4	3	1304	0	49	2053	14	0	4	1	72	0	6	0	10	12	0	74	72	0	0	384	0	0	0	0	0	2	98	20	21	35	0	5	1	29	3	65	0	0	8	349	206	0	0	0	0
MSMA26BT	3	8	0	0	865	0	93	0	13	0	0	300	538	0	0	0	0	0	0	0	713	0	306	592	2123	0	165	1	0	13	0	0	0	0	0	0	0	0	0	0	0	18	0	2	0	65	0	0	18	0	0	0	2	16	0	4	458	29	111	1596	3	0	14	0	1	0	1	0	0	7	9	51	70	0	0	1151	0	0	1	0	2	0	76	22	3	53	0	5	0	10	1	15	0	0	0	191	254	0	0	3	2
MSMA26BV	313	11	0	0	640	0	106	0	0	2	0	89	520	0	0	0	0	0	0	0	52	0	44	324	749	0	137	0	0	4	0	0	0	0	0	0	0	0	0	0	0	17	0	4	1	55	0	0	22	0	0	0	1	117	4	4	2315	0	22	3157	1	0	13	0	43	0	3	0	3	13	0	48	37	0	0	205	13	0	0	0	2	0	61	11	56	24	0	12	1	85	6	112	0	0	2	412	123	0	0	0	0
MSMA26BX	640	13	0	0	1180	0	122	3	4	4	0	174	559	1	0	0	0	0	0	0	128	0	58	1026	1718	0	158	0	0	3	0	0	0	0	0	0	6	0	0	0	0	8	0	9	0	39	0	0	7	0	13	0	0	16	21	1	656	0	12	1122	23	0	0	0	42	0	4	0	4	27	8	57	101	1	0	912	0	2	0	0	1	5	277	5	0	19	0	9	0	5	3	54	0	0	0	368	374	0	0	0	0
MSMA26DG	0	44	1	215	711	1	46	0	0	1	0	89	0	89	0	0	18	0	0	0	24	942	67	1144	608	9	321	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	39	3	0	3	0	0	0	0	1	122	0	0	5012	0	0	0	0	0	0	15	0	0	1	0	67	6	0	0	85	0	0	0	0	0	15	0	1	0	1	0	160	0	0	0	5	0	0	0	31	95	0	0	0	0
MSMA26DI	0	16	0	58	257	0	16	1	0	1	0	101	0	251	0	0	16	0	0	0	37	1014	90	1302	265	11	170	22	0	10	7	1	0	0	0	0	0	0	0	0	0	1	0	5	21	13	0	56	20	32	0	0	1	0	6	20	1812	1	30	3330	0	28	0	0	0	0	30	0	2	2	16	57	15	0	2	141	0	0	0	0	0	190	0	27	0	4	0	242	0	0	21	86	0	1	0	50	92	0	0	0	2
MSMA26DK	0	47	0	376	552	0	33	0	0	0	0	218	0	332	0	0	34	0	0	0	161	1437	159	2059	335	49	563	3	0	10	13	3	0	0	0	0	0	0	0	0	0	8	0	0	3	5	1	127	10	4	0	0	0	0	0	2	362	4	16	1932	0	1	0	0	4	0	13	0	0	5	2	135	0	0	15	588	0	0	0	0	0	1	0	17	1	8	0	150	0	0	2	10	0	0	0	72	118	0	0	0	0
MSMA26DM	0	21	0	130	392	0	18	0	0	0	0	243	0	183	0	0	23	0	0	0	91	2054	89	1448	601	19	165	3	0	15	19	3	0	0	0	0	1	0	0	0	0	10	0	0	2	2	0	244	12	33	0	5	1	0	1	1	960	4	9	1338	1	1	0	0	2	0	14	0	0	2	9	137	12	0	8	584	0	0	0	0	0	0	746	1	0	43	0	140	0	0	2	15	0	0	0	51	88	0	0	2	1
MSMA26DO	0	12	0	33	109	0	5	1	0	0	0	140	0	580	0	0	18	0	0	0	139	837	72	1211	784	32	105	5	0	3	8	1	0	0	0	0	0	0	0	0	0	0	0	2	8	3	0	209	7	20	0	0	0	0	4	15	2495	0	58	2280	0	0	0	0	0	0	29	0	1	1	6	34	5	0	2	194	0	0	0	0	0	3	0	46	0	2	0	157	0	0	6	41	0	0	0	43	234	0	0	0	0
MSMAPC5H	0	61	1	171	797	0	73	0	0	0	0	257	0	1403	0	0	100	0	0	0	341	677	425	2488	559	133	282	3	0	0	30	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	110	0	7	0	0	0	0	0	0	209	0	0	856	0	0	0	0	2	0	15	0	0	5	3	142	12	70	2	492	0	0	0	0	0	37	0	0	0	12	0	27	0	0	2	11	0	0	0	56	122	0	0	0	0
MSMAPC5L	0	52	2	125	451	0	49	1	0	1	0	405	0	1831	0	0	40	0	0	0	107	1104	238	1857	544	43	140	0	0	1	46	9	0	0	0	0	1	0	0	0	0	3	0	0	2	1	0	222	4	7	0	0	0	0	8	2	104	0	0	1326	1	5	0	0	0	0	17	0	1	8	24	151	50	152	2	234	0	0	0	0	0	89	96	3	0	16	0	174	0	0	2	26	0	0	0	82	141	0	0	1	1
MSMAPC6K	0	35	0	99	292	12	46	3	0	1	31	118	510	455	0	0	364	0	407	2	0	55	1	778	199	187	232	6	0	5	6	1	0	0	0	0	4	0	0	0	0	0	0	0	4	9	0	0	1	46	0	6	0	200	9	0	235	1261	0	2802	0	3	0	0	19	0	0	0	4	1	6	84	12	0	0	175	0	0	2	0	2	96	595	50	0	0	41	24	0	96	5	72	4	0	0	123	156	0	0	2	2
MSMAPC6M	0	21	0	52	383	7	34	0	0	2	9	63	381	273	0	0	287	0	329	0	0	40	0	584	189	85	168	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	115	0	1	0	148	0	0	597	1626	0	1920	0	5	0	0	24	0	0	0	0	1	14	81	4	0	0	81	0	2	5	0	0	130	1520	134	0	0	172	63	0	109	4	61	0	0	38	95	127	0	0	0	2
MSMAPC6O	0	39	0	87	356	3	45	2	0	2	38	75	758	412	0	0	360	0	336	1	0	32	0	702	111	247	291	3	0	1	7	2	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	126	0	0	0	78	3	0	810	641	0	2743	0	6	0	0	11	0	0	0	1	1	0	101	3	0	0	93	1	0	4	0	0	111	549	65	0	0	153	13	0	175	9	64	0	0	5	194	112	1	1	5	2
MSMAPC7J	0	6	0	95	222	0	13	0	9	0	6	0	0	320	1002	56	99	0	133	0	164	1	0	825	0	0	70	61	0	59	31	11	0	0	8	5	0	56	0	0	0	2	1	65	0	16	0	0	32	194	0	0	1	0	54	12	2150	11	79	1663	0	3	17	0	0	0	120	1	1	10	0	27	11	102	0	58	0	2	0	0	0	82	0	44	0	0	95	0	0	0	56	93	3	5	0	1588	147	1	0	1	2
MSMAPC7P	0	194	0	0	477	0	31	0	0	0	0	0	1166	1	0	0	0	39	0	4	0	0	153	124	1975	318	0	0	0	0	98	8	62	0	3	9	0	21	0	7	10	21	0	0	0	0	0	911	0	0	7	0	0	0	0	0	0	0	0	2189	15	0	0	1	0	0	4	0	0	11	22	82	0	1389	0	0	275	103	0	0	0	0	0	0	19	0	0	0	51	0	6	28	0	0	0	159	0	0	0	5	0
MSMAPC7R	1	256	0	0	335	0	15	0	3	0	0	0	2090	3	0	0	0	37	0	29	1	0	248	328	2272	273	0	0	0	0	114	10	121	0	6	13	0	10	3	17	2	41	0	0	0	0	0	1744	0	0	26	1	0	0	0	0	2	0	0	877	11	0	1	2	3	0	9	1	0	9	6	166	46	445	0	0	35	149	0	0	0	0	0	0	49	0	0	0	29	0	6	24	0	0	0	132	0	0	0	0	1
MSMAPC7T	0	405	0	0	658	0	77	1	8	4	0	0	2898	2	0	0	0	63	0	17	0	0	364	333	1116	304	0	0	0	0	108	9	41	0	7	4	0	8	2	15	25	189	0	0	0	0	0	515	1	0	3	0	0	0	0	0	0	0	0	1223	79	0	1	1	2	0	5	0	1	36	12	112	82	758	0	0	0	57	0	0	0	0	0	0	6	1	0	0	34	0	7	61	0	0	0	347	0	0	0	0	0
MSMB4LXS	0	0	0	0	0	0	0	27	0	0	0	25	0	12	0	0	104	0	0	0	37	457	34	309	1075	6	0	10	0	45	3	0	0	0	0	0	0	0	0	0	0	1	0	1	1	154	0	0	0	7	0	0	0	0	3	0	27	0	0	5725	0	4	0	0	0	0	86	0	2	0	0	0	0	878	7	2	0	0	0	0	0	1	0	0	1	4	0	0	3	0	5	202	0	0	0	101	456	23	100	11	55
MSMB4LXW	0	9	0	14	308	0	3	67	0	0	0	134	0	147	0	0	16	0	1	0	50	820	27	1291	1487	32	5	9	0	62	33	7	0	0	0	0	4	0	1	0	0	3	0	6	15	8	0	845	45	87	0	14	2	0	18	5	1127	5	2	2196	0	2	2	0	0	0	29	0	19	1	17	27	2	470	1	142	0	0	0	0	0	4	95	12	10	44	0	28	5	0	10	51	0	0	0	66	60	0	0	0	0
MSMB4LZ8	553	5	0	0	913	0	63	11	4	0	0	314	454	0	0	0	0	0	0	0	107	0	188	379	1234	0	77	6	0	8	0	0	0	0	0	0	0	1	1	0	0	3	3	21	10	169	0	0	30	26	0	2	2	99	31	36	1948	1	107	1187	5	0	8	0	15	1	32	0	13	7	0	77	28	1	0	638	0	12	0	0	0	5	184	85	0	4	0	1	1	54	9	361	0	0	0	203	264	0	0	0	0
MSMB4LZC	0	307	0	0	374	0	29	1	1	0	0	0	1107	16	7	2	0	86	2	14	1	0	333	193	1663	263	0	0	0	0	263	27	143	0	16	16	5	40	8	21	3	39	4	0	0	0	0	1949	15	0	12	33	12	0	0	0	5	0	0	478	38	0	6	6	4	0	15	7	2	20	20	227	88	1076	0	0	0	196	0	0	0	0	0	0	11	0	0	0	281	0	9	162	0	0	5	339	0	0	0	0	0
MSMB4LZK	0	99	0	149	0	0	23	1	0	0	0	706	0	416	0	1	0	0	0	0	277	3724	389	1213	434	68	0	3	0	1	33	10	0	0	4	6	0	17	4	2	1	7	8	0	2	3	0	332	2	0	0	10	0	0	7	0	199	0	0	138	6	0	0	0	2	0	3	0	0	2	2	0	53	1116	2	335	0	0	0	0	0	5	0	0	0	7	0	0	0	0	2	13	0	0	0	35	126	0	0	0	0
MSMB4LZV	0	13	0	45	174	1	18	1	0	5	29	34	178	324	0	0	224	0	207	0	0	27	0	494	66	55	105	1	0	1	33	9	0	0	0	0	1	0	0	0	0	0	0	0	18	5	1	0	3	203	0	0	0	202	4	0	426	824	0	3603	0	40	1	0	0	0	0	0	1	0	9	0	1	0	0	95	0	0	7	0	0	118	1524	37	0	0	96	32	0	135	17	113	0	0	25	194	221	0	0	0	0
