	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_senegalensis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_nordii	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Desulfovibrio_desulfuricans	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Pseudoflavonifractor_capillosus	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
MSM6J2PQ_P	0	1	0	12	130	0	23	23	0	0	13	288	1	0	859	0	12	0	0	0	19	211	36	95	607	19	143	1366	90	54	19	0	0	0	8	0	13	3	0	0	0	33	0	27	131	82	0	0	85	427	0	0	0	327	890	51	503	0	141	666	0	11	45	0	32	0	0	38	72	8	67	0	0	8	0	504	0	46	7	0	0	65	146	213	0	0	5	25	0	0	112	140	0	34	12	911	0	0	4	64	21
MSM79H52_P	0	30	60	126	744	0	231	5	2	1	205	681	0	21	0	126	0	0	0	0	135	0	12	49	197	0	954	0	0	216	2	0	0	0	4	0	0	0	0	0	0	58	0	0	0	0	1	0	0	0	3	3	0	14	0	0	166	23	0	32	0	0	0	0	0	0	8	27	8	9	0	0	23	825	0	0	0	0	0	0	0	14	0	0	0	0	4319	0	0	0	1	169	0	3	25	469	0	0	0	0	0
HSM67VG6_P	93	85	0	355	545	0	0	0	11	2	0	410	0	1	1531	0	93	981	0	0	356	740	46	899	317	7	0	0	9	198	17	0	2	1	0	2	1	2	0	0	7	69	3	71	0	27	0	0	34	98	0	220	0	8	11	0	148	0	58	885	15	6	1	0	0	0	28	21	0	22	0	0	41	0	0	492	0	1	0	0	1	86	1	86	0	77	286	0	10	0	55	104	28	5	0	227	0	5	3	46	6
CSM7CZ2F_P	17	142	0	282	665	0	0	0	1	0	0	564	0	1	3664	0	612	32	0	0	173	843	60	629	460	4	0	0	4	6	21	0	0	0	0	1	3	3	0	0	27	41	2	5	0	7	0	0	1	31	0	46	0	20	0	0	381	0	41	394	10	0	0	0	45	0	1	1	0	12	7	0	0	0	0	443	0	0	0	0	0	0	0	0	1	38	98	0	0	0	0	23	0	0	0	138	0	0	0	0	0
PSM7J19X_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	53	0	0	0	0	218	0	0	3163	0	1726	788	0	707	0	0	0	327	0	0	0	0	495	0	0	0	0	0	573	0	4	367	734	0	2	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	63	0	0	0	0	0	0	703	0	0	6	15	14
HSM7CZ2L_P	25	61	0	115	283	0	0	0	9	0	0	736	0	0	1888	0	316	7	0	0	55	96	51	1427	287	0	0	0	55	15	62	0	0	2	0	2	0	12	0	0	23	20	3	6	0	11	1	0	6	87	0	178	5	0	9	0	324	0	35	3048	3	11	0	0	0	0	9	6	0	12	31	0	16	0	0	192	0	0	0	0	0	17	0	1	0	109	40	0	0	0	10	40	37	32	0	160	0	0	0	5	6
HSM7CYYV_P	446	9	0	183	450	0	0	0	1	3	0	258	0	10	93	1	0	0	0	0	19	49	146	237	140	0	0	15	6	19	35	0	2	0	0	0	0	0	0	0	0	43	0	5	0	0	0	912	0	0	3	0	4	22	0	11	0	77	0	1667	0	4	11	0	0	0	0	0	0	14	0	0	38	162	0	0	0	0	0	4539	0	4	0	4	99	0	0	0	0	0	0	19	0	0	0	240	0	0	0	0	3
HSM7CYYR_P	108	9	0	401	516	0	0	0	0	0	0	955	0	26	598	14	0	72	0	0	95	48	1222	267	370	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	407	7	6	0	0	0	1	0	8	0	0	3	142	0	5	0	0	0	0	6	0	0	4	16	163	14	1054	0	0	5	0	0	3383	0	21	0	7	0	0	0	0	0	0	11	4	0	0	0	20	0	0	0	0	0
PSM6XBTZ_P	9	200	8	76	705	2	114	0	0	0	417	252	0	101	0	223	419	2	0	0	75	2669	1	1663	679	0	0	73	6	0	13	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3	0	31	0	2	0	0	0	0	8	0	419	0	0	303	0	0	0	0	0	0	0	0	0	1	0	151	22	406	0	206	0	1	0	0	0	1	6	6	10	0	55	0	0	0	3	3	0	0	0	274	376	0	0	0	0
HSM7CZ2J_P	101	203	0	483	542	0	0	0	2	6	0	306	0	0	4170	0	183	1	0	0	136	314	65	1108	404	0	0	0	8	12	160	3	0	0	0	3	0	8	0	0	4	70	6	17	0	12	0	0	0	5	11	489	0	0	5	0	106	0	6	103	12	0	2	0	0	0	0	22	0	26	12	0	49	0	0	306	12	0	0	0	0	0	0	0	3	52	53	0	0	0	2	9	2	3	42	339	0	0	0	0	0
MSM79HCN_P	1788	0	0	0	1919	0	212	0	0	2	0	0	0	2514	0	0	0	0	0	0	0	0	1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	2	0	0	185	0	0	16	0	12	874	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	94	0	18	0	0	0	0	0	0	0	5	0	0	0	29	0	7	1	11	5
HSMA33J1_P	0	0	0	99	905	0	173	0	3	1	300	0	0	3	0	0	0	0	30	0	119	1520	172	136	1016	80	214	125	0	1	4	49	0	0	0	0	0	17	0	0	0	3	0	0	1	2	1	0	18	17	0	6	0	0	12	0	162	0	52	2493	13	0	0	0	0	10	31	0	0	17	0	199	38	0	0	220	0	0	2	60	0	20	86	25	0	10	0	837	0	0	12	80	0	0	0	170	437	0	0	0	0
HSM5MD8L_P	41	1	0	32	307	0	0	0	0	0	0	138	0	9	85	1	0	1	0	0	4	25	102	118	82	0	0	5	4	1	5	0	36	0	0	0	0	0	0	0	0	15	0	0	0	0	0	182	0	2	3	0	0	12	0	1	0	429	10	1546	0	5	1	0	1	0	12	0	0	2	2	0	15	130	0	0	0	0	0	6505	0	10	0	0	50	0	0	4	9	0	4	2	0	0	0	47	0	0	0	0	0
MSM6J2JF_P	3485	96	9	2	12	0	0	1	1	0	0	327	25	39	5	5	3	139	3	17	759	21	254	973	1153	112	0	199	61	25	1	0	16	12	1	2	1	15	0	3	15	22	4	32	0	0	0	75	8	11	0	131	4	1	13	15	261	9	0	252	65	2	0	2	0	0	6	8	0	16	0	55	100	50	0	276	0	2	1	105	0	6	27	15	0	0	142	0	9	0	10	78	0	1	0	313	1	11	2	55	13
HSM5MD8B_P	326	2	0	81	407	0	0	0	6	0	0	269	0	14	104	1	0	1	0	0	6	105	187	176	119	0	0	75	283	33	22	0	132	0	1	2	0	4	1	1	1	47	2	4	0	0	0	1106	13	14	0	22	0	30	6	17	0	516	28	903	3	7	10	0	3	0	6	0	1	9	0	41	52	150	0	0	0	0	0	4534	0	30	0	0	1	0	0	1	6	0	5	16	0	0	0	57	0	0	0	2	0
HSM5MD6E_P	3	7	0	0	1	0	112	1	0	0	0	1	0	0	0	0	0	0	1465	0	1666	4078	0	2	3	0	0	0	0	0	0	0	10	0	0	0	0	100	0	0	0	51	0	0	0	0	0	1	0	5	0	0	0	77	1	4	326	4	0	1840	3	0	4	0	13	1	4	2	1	2	0	0	11	0	0	0	0	4	0	12	0	15	0	26	4	0	22	0	5	6	1	7	0	0	3	94	0	0	0	0	0
HSM5MD5F_P	66	26	0	49	0	0	0	1	3	1	0	378	0	1	421	0	65	14	4	0	118	49	34	263	181	3	0	162	118	33	201	6	253	309	3	1	3	19	2	0	19	50	32	47	0	53	1	648	3	111	0	1826	11	26	24	0	1110	0	326	1295	5	28	29	0	154	0	13	52	2	13	0	0	0	1	0	192	0	181	1	1	0	5	6	25	0	19	80	1	3	0	14	69	3	1	5	702	0	0	4	11	9
HSM6XRTE_P	405	7	1	351	823	0	0	1	32	0	0	700	7	32	184	5	1	6	9	0	14	137	364	461	253	0	0	84	145	73	49	2	153	0	11	12	0	4	2	0	10	618	3	11	0	0	0	1434	12	23	0	1	1	15	11	48	3	136	14	1325	9	5	3	0	0	2	5	1	3	30	0	92	79	307	0	0	0	5	0	1257	0	31	0	2	0	0	0	1	10	0	7	44	0	2	14	100	0	0	0	0	0
HSM5MD6U_P	8	167	0	981	883	0	0	7	2	0	0	1795	0	3	40	2	3	13	1	0	484	1420	10	1418	168	14	0	31	3	12	2	0	2	0	1	1	1	1	0	0	1	25	5	0	0	7	0	301	6	12	0	14	0	35	29	4	54	4	1	1424	25	0	2	0	0	2	17	7	11	14	9	0	24	7	0	4	199	0	0	37	0	2	0	2	14	0	0	0	3	23	10	20	0	0	2	169	0	0	0	7	1
HSM6XRT2_P	17	116	0	235	27	0	0	0	3	0	0	753	0	6	2387	0	228	540	1	0	294	120	115	1712	650	3	0	1	81	4	93	3	2	1	0	2	2	11	0	0	4	24	9	21	0	17	0	156	3	13	0	572	0	5	30	0	187	0	36	524	14	4	2	0	28	0	1	9	1	25	0	0	21	8	0	460	0	0	2	17	0	0	0	11	1	14	0	0	0	0	11	40	5	9	0	301	0	0	1	2	2
HSM67VG2_P	36	92	0	290	423	0	0	0	13	0	0	684	0	0	193	0	39	6226	1	0	73	170	13	202	155	3	0	7	9	1	11	0	0	0	1	2	0	17	0	0	64	3	28	6	0	0	0	0	0	1	0	741	0	4	1	0	4	0	0	18	4	0	0	0	4	2	0	23	0	10	0	0	14	0	0	162	18	0	0	0	0	0	0	0	0	15	0	0	150	0	2	23	0	1	0	37	0	0	0	1	1
CSM79HGV_P	74	0	8	263	359	6	1	0	0	0	0	711	1248	8	0	0	7	109	2066	0	119	26	528	55	692	49	0	0	0	1	4	0	25	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	3	3	0	0	1	264	1	0	639	18	0	812	0	4	0	0	16	0	185	0	0	1	3	0	7	6	0	4	84	5	2	177	1	7	1003	105	0	0	0	0	0	0	2	33	0	0	0	246	1	0	0	1	1
HSM67VGE_P	25	2	0	19	181	0	2	3	0	0	0	83	2	21	45	9	27	2	63	0	38	202	108	44	206	9	13	121	60	163	137	6	84	0	3	7	1	4	4	13	1	7	4	74	0	1	1	5261	19	69	0	8	4	52	22	7	41	39	42	435	1	4	19	0	4	1	3	12	4	4	11	0	9	285	0	5	0	4	0	1559	0	28	2	165	0	0	0	0	5	5	20	16	0	4	0	26	9	0	0	1	1
HSM67VGI_P	103	6	0	288	879	0	0	0	0	0	0	437	0	33	871	3	0	1	0	0	47	357	433	150	401	0	0	0	7	0	36	0	2	0	0	0	0	7	0	0	5	136	0	0	0	0	0	682	0	8	0	30	21	0	0	0	0	52	14	601	0	0	0	0	0	0	0	3	0	4	0	0	53	1240	0	0	0	0	0	2951	0	11	0	0	49	0	0	0	2	0	0	0	0	0	0	78	0	0	0	0	0
PSM6XBW1_P	4	47	0	48	760	0	155	2	2	0	0	287	0	83	6	86	12	92	15	0	130	43	26	424	246	3	429	0	0	47	7	2	0	0	1	0	1	2	1	0	0	94	2	0	9	9	0	0	9	8	0	0	0	0	26	9	106	10	1	705	2	10	0	1	0	0	15	0	22	2	4	165	0	9	0	2	148	0	0	4759	0	2	10	30	0	0	0	0	42	18	14	30	0	0	0	450	314	0	0	3	0
MSM9VZFJ_P	0	12	0	0	1754	0	141	1	1	0	0	792	533	1	1	0	0	30	0	2	213	52	250	781	1915	9	207	1	0	3	0	0	0	0	2	1	0	0	0	0	3	2	0	4	0	17	0	0	3	2	0	23	3	58	11	5	421	0	36	992	5	0	11	0	0	0	3	0	1	8	13	228	0	3	0	538	0	2	0	3	0	6	197	93	0	18	0	0	0	6	8	20	0	0	0	159	393	0	0	0	0
MSM79H94_P	0	268	0	0	584	0	169	0	0	0	0	3	4952	2	3	1	2	399	0	42	1	2	1079	96	1321	496	0	0	0	0	13	1	5	0	0	0	0	2	0	4	0	0	0	0	0	0	0	116	0	0	1	37	0	0	0	0	0	0	0	91	9	0	0	0	0	0	0	0	0	4	0	43	8	47	1	0	136	5	0	24	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	30	0	0	0	0	0
MSM79H8J_P	0	16	1	202	783	1	75	0	2	0	29	6	0	321	2856	86	325	0	532	0	391	9	2	957	11	0	130	8	0	6	23	8	0	0	3	2	0	59	2	0	1	6	1	12	0	10	0	15	7	12	0	0	0	0	11	3	146	15	13	943	1	11	24	0	0	0	162	1	0	40	9	163	29	97	0	228	0	0	0	17	0	3	0	24	5	0	82	0	0	0	9	11	0	0	0	833	206	0	0	0	0
HSM5MD5Z_P	0	29	0	436	534	0	0	0	0	0	0	982	0	0	0	0	0	0	0	0	693	3751	0	1785	1250	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	8	57	0	0	2	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	25	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSM5MD5B_P	10	37	0	60	0	0	0	0	2	0	0	256	0	1	3707	0	119	0	0	0	91	133	49	799	322	1	0	18	12	30	12	0	65	0	0	0	0	1	0	0	5	14	0	5	0	7	0	215	0	14	0	35	0	8	1	0	303	0	83	2100	4	295	6	0	28	0	15	1	1	6	0	0	7	0	0	359	0	44	0	0	0	54	104	53	0	16	35	6	2	0	3	32	29	20	0	228	0	17	12	8	101
HSM5MD5D_P	89	297	0	163	0	0	0	0	28	0	0	625	0	7	1967	0	104	0	0	0	198	69	99	400	626	2	0	25	11	12	63	1	96	25	0	12	0	20	2	0	12	363	5	29	0	8	0	179	0	28	0	11	0	2	12	0	302	0	235	2290	18	9	12	0	47	0	10	11	0	27	0	0	17	0	0	671	0	59	0	0	1	18	2	5	0	147	282	18	0	0	5	11	0	0	0	199	0	0	2	5	3
HSM5MD6I_P	0	37	0	182	0	0	49	7	1	2	0	0	0	0	0	0	0	0	2266	0	600	4705	0	0	1	0	0	0	0	0	16	0	18	0	1	1	0	43	0	0	1	21	0	0	0	3	0	0	1	8	3	0	1	4	12	1	417	0	0	1429	7	0	2	0	0	0	4	1	2	5	0	0	14	0	0	0	0	10	0	0	0	29	0	17	0	0	31	0	0	0	7	7	0	0	0	34	0	0	0	0	1
HSM6XRSX_P	62	125	0	73	0	0	0	0	6	0	0	613	0	14	1705	0	108	13	0	0	190	207	66	600	767	2	0	230	41	5	146	4	168	594	2	12	0	15	4	0	28	34	9	44	0	22	1	622	6	60	0	598	0	2	18	0	300	0	71	931	14	41	41	0	70	1	20	4	1	29	0	0	47	0	0	222	0	100	4	0	1	1	7	5	11	84	117	1	1	0	8	25	1	1	0	573	0	1	9	24	18
HSM5MD6K_P	0	82	0	316	0	0	81	11	0	0	0	0	0	0	0	0	0	0	2409	0	513	3775	0	0	1	0	0	0	0	0	46	0	18	0	0	0	0	0	0	0	0	15	0	0	0	6	0	11	3	19	0	0	0	3	8	8	414	0	0	2043	7	0	2	0	0	0	2	2	5	3	0	0	9	0	0	0	0	8	0	0	0	8	0	44	0	0	48	0	0	0	12	9	0	0	0	56	0	0	0	0	0
HSM6XRTG_P	37	1	0	80	457	0	0	0	0	0	0	132	0	12	60	2	0	0	0	0	3	51	215	228	106	0	0	3	10	5	13	0	38	0	0	0	0	0	0	0	0	91	0	0	0	0	0	59	0	1	1	0	0	3	1	2	0	227	3	2085	1	16	5	0	0	0	0	0	0	6	0	34	27	133	0	0	0	1	0	5756	0	20	0	5	3	0	0	1	3	0	0	0	0	0	0	63	0	0	0	0	0
HSM67VDT_P	357	44	0	191	1030	0	56	0	0	1	0	310	0	17	1	184	0	0	1	0	228	4382	134	702	978	0	0	0	0	21	0	0	1	0	0	0	0	1	0	0	0	18	0	5	0	0	1	54	1	8	0	7	0	1	0	0	155	26	35	190	1	7	0	0	0	5	0	0	0	0	8	69	14	0	38	522	0	10	0	0	0	6	0	1	0	20	0	0	7	21	10	10	0	1	0	106	0	0	0	2	1
HSM67VGA_P	201	13	0	288	909	0	0	0	6	5	0	1038	0	89	726	1	0	11	0	0	67	23	867	904	713	0	0	11	73	6	30	1	69	0	3	0	0	3	0	1	0	109	1	14	0	0	0	543	8	9	2	7	0	12	5	0	0	112	23	1185	2	0	0	0	48	0	0	4	2	13	15	183	89	1200	0	0	0	4	0	70	0	113	0	13	0	0	65	0	0	0	11	16	0	0	0	61	0	0	0	3	1
MSM6J2M3_P	18	27	1	107	600	7	56	20	0	0	82	129	4	15	5	2	416	0	24	6	141	511	123	625	225	79	263	3	0	0	1	0	18	0	0	0	0	0	0	0	0	2	0	17	12	17	0	35	12	6	0	0	0	50	1	16	784	1031	1	2527	0	30	0	0	0	0	48	0	9	1	0	45	4	56	0	13	32	12	3	0	0	874	0	5	0	0	29	0	0	240	63	53	2	1	4	332	101	4	2	15	3
HSM67VFX_P	23	104	0	216	0	0	0	0	16	1	0	440	0	3	661	0	236	0	1	0	129	199	69	738	699	0	0	20	61	4	177	5	35	49	0	0	7	3	0	0	2	81	0	14	0	15	1	1	2	67	0	146	0	238	19	0	473	0	84	3706	27	10	8	0	0	0	11	0	0	38	0	0	2	0	0	527	0	21	3	2	1	12	52	22	0	50	0	0	0	0	7	54	14	14	0	364	0	2	4	5	4
ESM5GEYU_P	0	0	0	0	0	0	0	0	1	0	0	0	0	6	119	0	0	2314	11	0	2	4	0	1029	402	0	0	0	0	11	0	0	45	0	10	10	6	191	3	4	73	46	228	0	0	1	0	640	0	0	1	619	7	14	0	0	1235	0	0	1815	41	148	0	0	0	2	0	1	1	1	0	0	14	5	0	0	3	18	0	0	0	20	29	17	0	1	1	0	2	0	1	9	3	1	0	11	46	84	29	524	144
ESM5GEZ3_P	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1707	0	0	0	0	0	1465	415	0	0	0	0	0	0	0	6	0	1	4	0	57	0	0	19	36	52	0	0	0	0	80	0	0	2	42	0	26	0	0	1106	0	0	4325	33	24	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	2	3	0	1	6	93	29	0	0	0	35	3	0	0	13	3	10	0	5	293	16	1	42	6
ESM5MEBP_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935	0	0	0	0	6	1267	742	0	0	0	0	0	0	0	7	0	0	2	0	3	0	0	0	0	15	0	0	0	0	253	2	0	3	45	10	43	0	0	2035	0	0	3495	0	173	0	0	0	11	0	0	4	0	7	0	11	0	0	0	0	3	0	0	0	0	2	156	10	0	0	0	13	0	2	37	34	32	0	0	413	27	11	178	13
HSM5MD57_P	114	160	0	386	0	0	0	0	18	0	0	571	0	52	1599	0	83	1	0	0	314	203	63	1143	718	0	0	48	15	19	159	4	78	0	4	11	0	22	3	0	25	217	15	26	0	13	3	353	2	50	0	933	12	1	11	0	77	0	106	677	25	3	9	0	0	1	4	5	0	63	0	0	0	0	0	529	0	44	0	0	2	0	1	21	8	119	417	6	12	0	11	72	7	12	0	300	0	0	4	3	11
HSM5MD8P_P	43	1	0	78	598	0	0	0	0	0	0	437	0	41	6	2	0	5	0	0	14	140	109	44	324	0	0	9	12	12	20	0	85	1	0	3	0	2	0	0	2	295	1	6	0	0	0	777	2	9	0	1	0	30	3	15	0	1	7	878	1	6	5	0	0	3	1	0	2	2	3	0	15	173	0	0	0	0	0	5710	0	0	0	0	9	0	0	0	14	0	6	8	0	0	0	20	0	0	0	2	4
HSM5MD82_P	14	2	0	276	804	0	0	6	6	0	0	400	0	37	56	3	0	12	0	0	7	383	498	32	298	0	0	145	63	94	17	0	40	0	3	4	2	35	2	0	5	294	5	34	0	0	0	1073	12	8	0	58	8	55	40	8	0	5	5	2726	4	3	12	0	0	2	0	11	11	3	0	45	32	154	0	0	0	0	0	2001	0	1	0	0	7	0	0	0	26	0	10	9	0	3	31	56	0	0	0	3	2
HSM5MD8A_P	3	10	0	220	14	0	0	2	0	0	0	1010	0	79	523	0	234	182	0	0	789	98	170	233	308	4	0	0	2	57	38	0	21	0	0	3	1	5	0	0	5	124	0	125	0	26	0	78	64	10	0	145	0	3	5	0	565	0	172	19	7	50	2	0	50	1	515	12	3	11	0	0	25	0	0	648	0	11	0	0	0	858	57	463	0	15	1	0	106	0	6	1514	27	3	0	212	0	5	8	30	13
ESM5ME9H_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	0	0	3	0	0	3218	530	0	0	0	0	0	0	0	4	0	0	22	0	29	1	0	2	8	10	0	0	0	0	153	5	0	0	11	0	17	0	0	380	0	0	3954	13	0	0	0	1	0	0	1	4	0	7	0	48	0	0	0	0	2	0	0	0	89	7	93	0	1	0	0	0	0	1	16	1	0	0	3	604	1	1	14	5
HSM5MD59_P	11	60	0	66	0	0	0	0	2	0	0	327	0	12	1970	0	272	1	0	0	247	165	66	1583	344	1	0	15	4	3	48	0	63	0	0	0	0	2	0	0	1	8	0	13	0	11	0	219	0	21	0	38	10	3	0	0	311	0	70	2502	8	102	3	0	15	0	12	0	0	6	17	0	39	0	0	303	0	38	0	0	0	48	324	308	0	24	47	5	6	0	4	11	37	17	0	102	0	7	12	10	25
HSM5MD8N_P	1073	9	0	338	1244	0	0	1	2	0	0	528	0	33	384	6	0	3	0	0	21	93	925	902	328	0	0	6	11	2	9	0	31	0	0	0	0	1	0	0	0	90	0	2	0	0	0	367	2	4	0	3	0	57	3	2	0	574	18	869	5	0	4	0	0	0	9	1	1	12	0	86	56	375	0	0	0	0	0	1388	0	7	0	0	25	0	0	0	4	0	5	8	0	0	3	71	0	0	0	0	0
CSM6J2H9_P	0	0	0	138	694	0	15	2	0	1	79	141	82	0	0	0	0	42	0	0	10	1754	36	1488	604	181	350	2	0	5	10	2	0	0	0	1	0	1	0	0	0	45	0	0	1	0	0	0	4	9	0	1	0	13	2	1	204	0	50	2313	0	1	5	0	0	1	1	0	13	5	7	0	24	26	4	291	0	0	1	0	0	122	136	102	0	7	79	0	3	248	6	36	0	0	0	602	0	0	0	0	0
