	Akkermansia_muciniphila	Alistipes_onderdonkii	Alistipes_putredinis	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Barnesiella_intestinihominis	Dialister_invisus	Escherichia_coli	Eubacterium_rectale	Eubacterium_siraeum	Faecalibacterium_prausnitzii	Parabacteroides_distasonis	Parabacteroides_merdae	Prevotella_copri	Roseburia_intestinalis	Ruminococcus_torques	Subdoligranulum_unclassified
MSM6J2KE	22	0	0	69	8	41	23	0	41	0	9	199	209	13	0	0	54	2	1069	1	11	7799	0	13	208
MSM6J2KM	13	0	3	229	7	42	77	0	26	1	23	506	346	35	0	6	32	1	1527	0	68	6370	0	11	258
MSM6J2LB	0	97	1035	131	692	0	344	0	154	4548	0	0	856	0	36	5	279	422	1015	206	72	0	0	10	33
MSM6J2LH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	462	0	649	2156	0	0	0	5014	280	2
MSM6J2LJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	244	0	1767	985	0	0	0	6557	77	2
MSM6J2LL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2054	0	168	1511	0	0	0	4620	238	0
MSM6J2LN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1768	649	1232	2246	0	0	0	1947	168	1
MSM6J2LR	0	0	0	0	1	0	0	2	0	0	0	3	0	2	0	167	882	1317	457	0	0	12	6554	61	2
MSM6J2LT	0	219	906	357	4431	103	140	0	89	1	319	150	626	136	173	0	0	27	1368	54	92	0	1	48	95
MSM6J2MB	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	631	2853	1558	1226	0	0	49	2404	443	3
MSM6J2MD	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1133	341	4754	1307	0	0	0	435	548	1
MSM6J2MF	0	0	0	0	0	0	0	0	0	0	0	1	0	1	74	470	4120	816	1073	0	0	5	2421	225	3
MSM6J2MH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	688	5748	674	1302	0	0	0	462	502	1
MSM6J2MJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	198	1238	744	1712	0	0	0	5121	140	2
MSM6J2ML	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6488	889	0	0	0	0	0	9	120	0
MSM6J2PK	50	307	838	0	319	0	0	1968	57	98	308	3490	374	1185	97	0	39	0	265	242	0	0	80	0	52
MSM6J2PM	6	79	1808	0	252	0	0	1278	415	544	525	775	1079	1619	126	1	81	0	536	201	0	0	47	13	157
MSM6J2Q3	0	0	1105	1748	0	0	0	0	1697	583	412	317	1059	0	0	67	940	10	283	0	937	0	0	335	170
MSM6J2Q5	0	0	1688	1382	0	0	0	0	382	817	357	374	583	0	0	1187	131	21	443	0	820	0	13	334	110
MSM6J2Q7	0	0	3146	880	0	0	0	0	946	1991	131	63	279	0	0	0	477	35	549	0	355	0	0	285	72
MSM6J2Q9	0	0	1939	2291	0	0	0	0	1793	2714	46	100	243	0	0	0	77	0	2	0	682	0	1	25	41
MSM6J2QB	0	3	1257	715	0	0	0	0	1155	1981	337	187	490	1	0	0	1485	36	231	2	516	0	0	361	112
MSM6J2QD	0	0	1732	1220	0	0	0	0	1806	2251	249	365	392	0	0	0	106	134	444	0	379	0	0	192	228
MSM6J2QR	155	0	0	0	0	0	251	0	65	0	152	2915	2651	0	228	27	524	0	2174	94	23	0	548	5	45
MSM6J2R2	2	0	2	94	1	29	28	0	15	0	10	224	240	53	0	37	2	0	1144	0	42	7506	21	8	127
MSM6J2R8	4	1	7	153	12	8	53	0	48	8	13	617	468	110	0	1	11	8	959	0	45	6812	4	37	211
MSM6J2RA	38	0	4	232	53	100	30	0	81	1	58	759	631	165	0	29	56	9	577	0	50	6008	12	27	458
MSM6J2RC	8	1	14	583	0	141	21	0	55	1	41	823	914	370	0	63	1	2	814	0	130	4994	2	10	233
MSM79H63	0	0	1459	851	0	0	0	0	2220	1678	693	171	813	0	0	0	249	107	821	0	725	0	9	109	70
MSM79H65	0	0	1077	1005	0	0	0	0	2008	734	208	79	383	0	0	27	2315	13	167	0	876	0	1	420	189
MSM79H67	0	0	466	1043	0	0	0	0	1097	461	388	155	1886	0	20	0	457	131	1585	0	486	0	20	537	50
MSM79H69	0	0	1011	712	0	1	0	0	1138	1653	316	505	492	0	0	10	2437	66	240	0	551	0	10	182	213
MSM79H6B	0	0	1940	626	0	0	0	0	1353	1413	791	322	441	0	0	3	674	642	553	0	951	0	0	61	181
MSM79H98	0	60	1023	450	71	205	1	0	858	437	431	2963	608	774	0	0	0	373	845	212	355	0	5	40	96
MSM79HBN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	366	422	0	0	0	0	0	7723	442	1
MSM79HBP	0	14	0	117	0	0	0	0	691	718	193	0	607	0	4	2021	802	0	1950	614	169	0	752	462	84
MSM79HBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	9016	0	0	0	0	0	0	0	180	0
MSM79HBT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6181	0	0	0	0	0	0	0	401	1
MSM79HBV	0	0	0	1	0	0	0	1	0	0	0	0	2	2	0	3050	0	0	4	0	0	13	0	338	4
MSM79HDK	0	0	120	250	47	2	8	0	193	484	389	1790	279	57	1764	15	0	0	1023	876	1341	0	0	28	84
MSM79HDM	0	1	1006	602	456	9	27	0	131	463	78	2538	487	335	63	0	0	1	609	688	1412	0	0	140	96
MSM79HDO	0	283	1396	458	1071	4	99	0	93	55	175	718	311	1785	0	0	0	0	1194	1184	263	0	0	455	104
MSM79HDQ	0	96	970	608	30	61	28	0	339	439	136	1580	825	1124	0	0	0	94	2266	300	600	0	0	143	98
MSM79HDQ_TR	0	74	1328	578	27	20	43	0	222	382	93	1846	789	977	0	0	0	82	2138	301	516	0	0	105	144
MSM79HDS	0	166	1061	444	157	10	14	0	554	229	555	2107	743	1156	0	31	0	220	774	734	470	0	0	155	109
MSM79HDU	0	62	665	477	54	95	4	0	589	290	765	4077	745	743	0	30	0	97	452	209	389	0	0	53	50
MSM7J16J	0	250	0	3001	49	6	3	0	772	860	56	285	385	325	0	10	0	2417	262	243	152	0	0	386	305
MSM7J16L	0	242	0	3280	19	370	7	0	932	461	76	332	1239	575	0	12	0	236	624	630	249	0	10	341	203
MSM7J16N	0	169	0	729	103	25	0	0	1336	494	22	442	598	197	0	0	0	43	2986	238	136	0	43	709	674
MSM7J16P	0	295	0	2775	301	313	4	0	1885	556	30	496	606	350	0	1	0	309	642	511	294	0	4	337	170
MSM7J16R	0	237	0	3268	29	347	20	0	1070	711	53	333	685	727	0	16	0	16	597	765	351	0	43	334	112
MSM9VZEK	0	27	171	189	150	6	0	0	1051	322	771	4314	702	645	0	0	0	704	155	119	163	0	7	192	198
MSM9VZEK_TR	0	16	185	113	30	2	0	7	299	119	318	1666	298	351	0	0	0	518	148	69	190	0	107	300	2169
MSM9VZEM	0	396	0	0	733	2	0	0	119	177	156	6189	768	53	0	13	0	111	236	0	467	0	0	78	133
MSM9VZEO	0	316	0	233	55	0	0	0	458	395	457	6384	481	328	0	0	0	361	81	132	180	0	0	50	61
MSM9VZEQ	0	283	0	589	54	1	0	0	1403	1223	513	2158	1419	864	0	1	0	21	307	350	373	0	0	233	76
MSM9VZES	0	740	0	700	187	17	1	0	749	1228	143	1499	213	1040	0	0	0	1836	87	259	171	0	0	466	278
MSM9VZIY	0	0	1415	0	281	147	1171	0	280	0	0	2215	32	0	437	3	276	0	3061	0	0	0	61	32	462
MSM9VZJ3	0	0	1251	0	153	290	1137	0	267	0	0	5743	61	0	131	0	343	0	187	0	0	0	21	111	186
MSM9VZJB	134	352	0	694	59	641	9	0	1868	1249	87	1098	1131	484	0	0	0	147	562	685	432	0	61	82	76
MSM9VZPH	0	0	699	0	280	128	679	1	141	0	0	4028	27	0	1241	0	766	2	1283	0	0	0	36	150	353
MSM9VZPL	0	0	609	0	376	108	475	0	245	0	0	1352	32	0	182	0	661	35	5135	0	0	0	70	93	542
MSM9VZPN	0	0	930	0	157	147	904	0	205	0	0	2150	32	0	93	0	946	6	3804	0	0	0	84	39	392
MSMA26AL	547	300	0	670	31	319	0	0	1056	1517	63	322	690	489	0	26	2	797	240	525	402	0	233	675	407
MSMA26AN	534	161	0	2743	44	17	0	0	231	819	40	387	875	88	0	2	0	1507	198	352	163	0	178	970	346
MSMA26AP	349	196	0	3618	12	246	31	0	332	466	210	354	884	702	0	1	2	1040	80	528	125	0	23	113	165
MSMA26AR	83	666	0	1308	612	147	225	0	67	38	178	373	497	1001	0	58	0	3082	320	232	273	0	14	392	196
MSMA26AT	93	263	0	1206	173	381	0	0	813	1684	126	755	953	1365	0	0	0	73	520	321	664	0	22	244	140
MSMA26CV	0	0	959	0	689	237	1055	0	423	0	0	4152	53	0	154	0	273	19	1345	0	0	0	9	35	454
MSMA26CX	0	0	761	0	340	216	1178	0	387	0	0	5503	52	0	129	1	331	23	443	0	0	0	40	73	359
MSMAPC6A	0	0	1401	0	203	102	704	0	72	0	0	2780	20	0	336	0	661	4	2219	0	0	0	24	903	419
MSMAPC6C	0	0	1206	0	88	55	401	0	165	0	0	5661	9	0	64	0	222	6	1450	0	0	0	7	92	448
MSMAPC6E	0	0	1206	0	255	178	843	0	299	0	0	4571	34	0	227	3	299	23	1400	0	0	0	46	66	382
MSMAPC6G	0	0	931	0	208	87	462	0	138	0	0	3306	23	0	482	2	1159	7	2442	0	0	0	7	195	408
MSMB4LXY	0	0	1397	0	358	130	1611	0	274	0	0	1733	21	0	1186	1	597	1	1143	0	0	0	87	783	246
MSMB4LYB	0	0	1106	0	77	89	823	0	131	0	0	3294	25	0	1129	21	938	3	1367	0	0	0	150	105	484
PSM6XBQS	1	133	577	1079	67	1097	0	999	72	2	42	1454	2640	0	0	0	525	0	622	36	0	0	0	111	239
PSM6XBQU	0	261	626	223	295	598	0	1949	11	0	192	2253	642	0	25	0	260	0	1755	41	0	0	0	184	161
PSM6XBQY	0	57	870	626	63	927	0	710	173	0	94	1719	1684	0	37	0	393	0	1916	38	0	0	0	152	371
PSM6XBQY_TR	0	102	1140	672	70	793	0	754	180	0	71	1703	1777	0	31	0	279	0	1809	45	0	0	0	75	271
PSM6XBR1	0	355	923	372	74	358	0	2147	1188	2	283	979	660	0	5	0	0	0	1312	38	0	0	0	119	334
PSM6XBRK	0	0	2	326	0	201	0	2616	659	1877	10	119	1083	102	0	0	467	0	727	887	129	0	0	37	13
PSM6XBRK_TR	0	0	2	307	0	156	0	2243	443	1706	26	1052	989	116	0	0	398	0	647	668	95	0	0	11	22
PSM6XBS4	0	0	5	0	0	4	0	70	68	851	0	471	1376	20	0	0	1885	0	4459	32	6	0	701	39	10
PSM6XBS8	0	0	166	39	0	71	0	1251	471	3604	1	29	1207	204	0	0	355	0	1644	274	55	0	1	29	18
PSM6XBSA	0	0	91	27	0	69	0	881	300	3314	0	44	486	353	0	0	565	0	2540	244	292	1	651	22	36
PSM6XBSI	0	35	663	0	245	165	821	0	226	0	0	4277	801	0	30	16	330	0	856	12	0	1	0	18	29
PSM6XBSK	29	74	365	0	177	38	427	0	29	0	0	1117	1086	0	201	12	4135	19	1633	11	0	0	5	63	28
PSM6XBSM	0	46	498	0	358	60	471	0	56	0	0	1339	860	0	51	2	1308	91	2513	15	0	0	258	31	56
PSM6XBSO	0	27	556	1	175	30	530	26	128	27	0	1502	1327	0	42	11	531	0	2289	37	0	0	1021	54	29
PSM6XBSS	0	388	601	291	241	109	0	1073	902	1	43	3777	529	0	28	0	31	0	1415	49	0	0	0	16	219
PSM6XBSU	0	363	937	550	140	195	0	686	577	1	120	2974	1661	0	45	0	142	0	1027	47	0	0	0	11	170
PSM6XBT1	0	162	761	445	85	118	0	1035	1022	0	67	1679	1194	349	18	0	71	0	2314	98	0	0	0	16	177
PSM6XBTL	0	0	87	8	0	75	0	1723	243	1988	2	125	1013	298	0	0	430	0	2049	344	199	0	602	21	28
PSM6XBTP	0	0	70	13	0	122	0	2185	377	1352	0	721	821	92	0	0	771	0	2138	242	288	0	510	4	49
PSM6XBUG	0	1	31	0	68	42	800	0	213	0	0	1244	806	0	2	0	751	0	4978	2	0	0	0	49	11
PSM6XBUI	0	21	58	0	114	194	2037	0	135	0	0	1310	1511	0	18	0	1042	0	2908	2	0	2	0	0	37
PSM6XBUK	0	50	585	0	289	53	514	0	304	0	0	2779	460	0	63	0	891	8	1639	34	0	0	0	37	14
PSM6XBUM	0	182	1429	0	131	105	734	0	292	0	0	1811	680	0	48	17	1106	12	1360	25	0	1	293	10	32
PSM6XBUO	0	13	389	0	153	95	691	0	240	0	0	1764	670	0	38	2	858	4	4185	37	0	0	45	12	10
PSM6XBUQ	0	8	248	0	122	118	940	0	219	0	0	2056	957	0	47	0	979	5	3433	82	0	0	0	8	11
PSM6XBV2	86	13	446	0	207	38	382	0	50	0	0	1410	2415	0	25	0	3208	16	547	49	0	0	0	73	68
PSM6XBV4	0	0	1	0	12	21	342	0	153	0	0	2390	5943	0	0	3	105	0	824	0	0	0	0	0	22
PSM7J12J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	1	7800	0	0	0	8	0
PSM7J12R	0	0	0	0	0	0	0	0	4073	0	0	0	1	0	0	94	0	0	1	2816	0	1	0	8	1
PSM7J136	0	200	475	152	10	217	0	761	1317	0	4	3060	826	228	0	0	158	0	1607	151	0	0	21	17	69
PSM7J13E	0	140	566	310	0	221	0	1874	617	0	12	918	881	208	0	0	890	0	2172	71	0	0	2	76	220
PSM7J13I	0	158	485	934	0	2180	245	0	0	0	1261	3200	0	0	0	2	61	0	373	93	0	0	0	47	196
PSM7J13K	0	6	334	1180	0	2448	141	0	0	0	2664	1469	0	0	0	0	58	0	136	188	0	0	0	20	204
PSM7J13M	0	25	759	930	0	2536	22	0	0	0	631	3056	0	0	121	0	140	0	500	95	0	1	5	3	103
PSM7J13Q	0	6	591	1156	0	2096	20	0	0	0	490	3908	0	0	6	0	249	0	276	88	0	0	0	3	116
PSM7J13Y	0	0	0	782	0	55	0	3173	1293	1524	247	147	0	0	1	0	127	0	1062	777	127	0	208	5	4
PSM7J141	0	0	4	103	0	117	0	2856	1183	3748	56	128	0	0	0	1	33	0	436	325	35	0	0	27	3
PSM7J14L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9997	0	0	0	0	0	1	0	0	2
PSM7J14N	0	1	9	0	4	9	40	0	6	0	0	74	561	0	43	0	6383	0	2664	8	0	0	0	115	3
PSM7J14P	0	20	77	0	53	90	754	0	106	0	0	1385	1211	0	148	16	3109	0	1920	104	0	0	0	64	28
PSM7J14R	0	25	252	0	61	80	312	0	215	0	0	941	1246	0	207	0	2116	4	3232	113	0	1	350	33	68
PSM7J14T	0	13	207	0	152	22	220	0	80	0	0	732	934	0	2126	5	2849	90	978	55	0	0	526	86	265
PSM7J158	1	275	1091	510	0	104	78	0	279	2809	12	2294	407	0	34	1	25	206	139	0	580	0	0	60	259
PSM7J15A	0	0	394	350	0	0	25	0	97	2216	0	3367	0	0	0	0	0	257	1097	0	187	0	1	56	594
PSM7J15G	0	0	89	6474	0	0	618	0	6	574	0	868	0	0	0	52	461	68	54	0	109	0	0	25	126
PSM7J15I	0	0	0	503	0	5	523	0	25	1512	0	3186	0	0	0	0	2169	268	550	0	386	0	1	63	246
PSM7J15W	0	640	0	0	0	0	348	0	905	1133	512	951	2412	0	0	1	0	0	1942	15	0	3	26	108	76
PSM7J161	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	9993	0	0	1	0	0	3	1	0	1
PSM7J163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9999	0	0	0	0	0	0	0	0	0
PSM7J177	0	0	0	0	0	0	0	0	0	0	0	0	5830	0	0	0	0	0	1458	0	0	0	0	0	2711
PSM7J179	173	37	363	215	0	73	75	0	36	0	15	735	410	210	0	0	260	212	931	14	0	5639	133	0	234
PSM7J17B	0	0	0	0	0	0	0	0	0	0	0	0	8349	0	0	0	0	0	0	0	0	1651	0	0	0
PSM7J17D	0	0	3575	124	0	0	0	0	0	1175	0	660	4072	0	0	0	0	0	0	0	0	0	0	0	0
PSM7J17F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9891	0	0	0	0	0	0	0	0	109
PSM7J17L	0	0	1030	971	0	0	121	0	259	3724	69	534	0	0	0	3	0	12	1878	128	405	0	1	67	95
PSM7J17T	0	0	614	362	0	0	37	0	116	2954	0	2405	0	0	0	0	0	214	1587	0	237	0	0	40	448
PSM7J18E	0	6	24	0	18	74	712	0	89	0	0	1442	622	0	49	0	1949	4	4016	17	0	0	603	20	4
PSM7J18G	0	0	47	0	31	75	662	0	315	0	0	822	929	0	43	0	1197	0	5250	62	0	0	1	41	4
PSM7J18I	0	0	28	0	8	36	592	0	91	0	0	549	811	0	41	0	2136	0	3193	42	0	0	2007	43	13
PSM7J18K	0	1	35	0	16	34	337	0	244	0	0	1208	2712	0	31	0	412	0	4465	57	0	0	0	2	1
PSM7J18M	0	25	175	0	285	71	807	0	478	0	0	1448	1401	0	79	0	1723	0	2296	84	0	1	0	41	9
PSM7J199	29	0	859	979	0	0	81	0	1297	2827	138	882	0	0	0	10	0	3	1584	146	535	1	1	25	52
PSM7J19B	116	0	1108	660	0	0	3	0	749	2839	663	731	1	0	0	3	0	10	1139	123	325	1	0	288	213
PSM7J19F	0	0	1868	105	0	0	992	0	239	3315	53	567	3	0	0	40	3	0	1199	154	112	1	0	82	122
PSM7J19H	0	0	1408	247	0	0	67	0	372	4228	41	972	60	0	0	38	0	6	1577	102	303	0	0	79	63
PSM7J19J	0	0	1425	611	0	1	47	0	503	4637	75	1089	0	0	0	10	0	17	352	78	192	0	0	132	118
PSM7J1BJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8658	0	0	0	0	0	0	0	0	0
PSM7J1BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0
PSM7J1BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0
PSM7J1BR	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1075	0	0	0	7057	0	5	0	0	3
PSM7J1C8	0	436	858	282	2	240	0	773	378	1	48	3192	1877	517	28	0	193	0	753	49	0	0	0	2	119
PSM7J1CC	0	238	513	257	125	225	0	1856	645	0	97	1752	1387	152	26	7	484	0	1573	67	0	0	211	32	101
PSM7J1CG	0	47	53	2	143	459	0	1569	1246	1	40	2839	1467	13	0	0	0	0	1491	121	0	1	0	35	78
PSM7J1CI	0	198	710	359	2	231	0	453	859	0	3	1951	1067	655	2	0	435	0	2052	145	0	0	2	78	78
PSM7J1CU	0	0	0	0	0	2283	0	2103	257	460	0	107	1	0	0	13	0	0	2101	0	127	0	2073	45	6
PSM7J4EF	0	0	215	0	0	3659	900	0	515	0	0	246	10	15	1083	556	1131	0	1012	0	0	0	0	84	460
PSMA263M	0	0	0	0	0	0	0	0	1737	0	0	0	0	0	0	345	0	0	0	5316	0	0	0	9	1
PSMA263S	0	0	0	0	0	0	0	0	2738	0	0	0	0	0	0	592	0	0	0	3971	0	0	0	0	0
PSMA263U	0	0	0	0	0	0	0	0	2004	0	0	0	0	0	0	2024	0	0	1	3718	0	0	0	3	0
PSMA263W	0	0	0	0	0	0	0	0	3424	0	0	0	1	0	0	339	0	0	0	3266	0	1	0	23	0
PSMA2653	0	62	508	538	0	1927	166	0	0	0	531	3111	0	0	270	0	94	0	1421	77	0	0	0	41	434
PSMA2659	0	70	591	384	0	2348	264	0	0	0	854	3049	0	0	168	17	21	0	979	129	0	0	0	30	205
PSMA265B	8	72	726	333	0	2215	173	0	0	0	692	3526	0	0	29	26	69	0	911	69	0	0	1	16	154
PSMA265N	0	0	0	335	0	0	143	0	15	1240	0	4219	0	0	0	0	1155	452	1013	0	758	2	0	35	154
PSMA265T	0	0	0	3410	0	0	221	0	42	1644	0	818	1	0	0	0	1334	193	56	0	162	0	0	584	878
PSMA2668	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	9995	0	0	2	0	0	0	0	0	0
PSMA266I	0	244	1321	0	0	4180	250	0	228	1	0	1082	1	532	3	12	125	0	803	1	0	0	0	359	607
PSMA266M	0	37	1672	0	0	3502	594	0	192	0	0	718	2	532	0	23	68	0	953	0	0	1	1	701	692
PSMA266O	0	24	709	0	0	4930	466	0	757	0	0	899	0	108	0	2	93	0	1030	0	0	0	0	171	351
PSMA266Q	0	62	719	0	0	4061	866	0	180	0	0	720	6	190	0	145	402	0	1597	0	0	0	0	134	641
PSMA267D	0	14	295	570	0	3062	251	0	0	0	503	2692	0	0	68	100	98	0	805	107	0	0	0	30	160
PSMA267F	0	214	906	216	0	2734	85	0	0	0	248	3443	0	0	100	73	28	0	330	109	0	0	0	318	128
PSMA267H	0	74	710	344	0	2837	105	0	0	0	428	2691	2	0	103	9	5	0	596	89	0	1	0	180	135
PSMA269G	0	118	547	0	0	2291	3966	0	129	0	0	320	2	157	0	157	29	0	718	0	0	0	0	583	616
PSMA269O	0	55	840	0	0	4918	288	0	301	0	0	985	0	117	0	0	56	0	1804	0	0	0	0	82	269
PSMB4MBS	0	132	598	0	0	2998	2209	0	296	0	0	716	2	145	0	1	23	0	1230	0	0	0	0	335	945
MSM5FZ9N_P	0	5	66	0	0	50	90	0	0	0	0	42	239	0	8	7	0	0	6083	31	0	624	0	77	38
CSM5FZ3N_P	0	0	0	630	0	2	149	0	0	0	1382	5808	660	0	257	2	0	0	848	0	0	0	0	158	23
CSM5FZ3R_P	0	1	13	360	3	0	123	0	7	201	2019	6037	450	0	453	1	1	12	151	12	6	0	0	86	41
MSM5FZA2_P	690	0	0	0	0	0	0	0	0	0	0	0	0	0	1034	121	598	0	0	0	0	0	6680	14	620
CSM5YRY7_P	114	0	0	714	0	0	1604	0	0	0	2512	4393	428	0	29	16	0	0	125	0	0	0	0	29	7
MSM5LLI2_P	2	41	623	166	678	0	824	0	237	5434	0	0	0	0	17	0	17	118	923	422	284	0	0	2	6
HSM5MEE5_P	32	0	3	2	0	1	0	0	844	3	1	49	3051	11	279	84	434	0	3291	1084	1	0	339	9	3
CSM5FZ3V_P	164	0	8	457	0	32	789	0	24	0	1668	5800	372	0	297	5	0	0	355	0	0	0	0	14	7
MSM633FF_P	0	0	0	0	0	13	0	0	0	0	0	11	0	0	314	105	2659	0	476	0	0	0	4936	52	1431
ESM5GEYX_P	6	444	1065	292	140	187	0	1008	566	1	2	288	348	528	551	0	313	353	2304	74	0	0	30	3	775
HSM5FZBR_P	0	58	613	0	0	309	595	0	0	0	0	497	489	0	361	13	20	0	59	680	0	5690	5	10	4
MSM5LLI8_P	0	49	556	139	487	1	719	0	298	5891	0	1	1	0	21	5	68	140	620	585	249	17	0	2	9
CSM5FZ3X_P	0	0	3	0	0	0	3618	0	0	35	920	17	4367	0	2	666	71	0	74	1	21	0	7	0	30
MSM5LLGN_P	0	0	1979	765	0	0	0	0	1525	1342	321	892	605	0	0	0	49	6	450	0	1680	0	0	55	83
CSM5FZ3Z_P	8	0	0	0	0	0	4298	0	0	0	1819	84	2466	0	549	261	52	0	0	0	0	0	0	0	0
HSM5MD7W_P	0	44	188	0	0	158	283	0	5	0	0	145	174	0	76	47	342	0	180	194	0	7955	3	26	3
MSM5LLIM_P	0	21	1626	236	163	145	443	0	1024	42	624	176	1497	300	0	0	64	7	2066	28	574	0	0	86	75
CSM5MCVB_P	0	0	34	227	0	8109	0	0	10	0	6	11	26	0	0	1330	4	0	25	0	13	0	11	0	0
MSM5LLI4_P	2	36	493	107	364	0	462	0	90	4060	0	10	3	0	35	13	94	135	3368	353	292	0	0	3	11
CSM5MCVD_P	301	0	34	622	0	1	479	0	7	561	1291	4459	897	0	540	3	0	0	163	116	16	281	0	90	38
CSM5FZ42_P	0	0	5	0	0	1	1742	0	1	1	1085	1	5775	4	591	0	373	0	12	0	0	0	0	4	4
MSM5LLE3_P	0	0	28	1	0	20	0	0	5	0	4	21	7	0	0	472	35	0	39	0	5	0	7508	438	10
MSM5LLGR_P	0	21	3528	1118	0	129	0	0	493	882	192	857	323	0	0	104	308	17	590	0	575	0	0	220	353
HSM5MD8J_P	684	0	191	0	0	9	153	0	92	4078	484	359	108	0	0	1	0	0	214	960	142	1977	0	19	100
MSM5LLE9_P	0	0	0	0	0	43	0	0	0	21	2	11	0	0	0	7	0	0	7	0	1	0	7157	448	17
CSM5MCVF_P	578	0	0	150	0	0	135	0	0	0	2218	5972	405	0	320	16	0	0	55	0	0	0	0	51	77
CSM5FZ44_P	0	0	0	0	0	0	2854	0	0	0	2024	32	3352	0	444	2	714	0	178	0	0	0	1	0	0
HSM5MD5H_P	0	266	1097	0	0	228	1256	0	0	4	0	486	248	0	521	44	9	0	261	391	0	4623	0	27	20
HSM5MD4W_P	33	0	0	0	0	0	2	0	0	0	3	9540	2	0	100	78	0	0	1	0	0	0	126	20	41
HSM5MD7Z_P	0	0	1006	888	0	0	648	0	1159	0	0	1417	3020	0	56	24	26	0	1057	138	65	0	4	10	84
MSM5LLGF_P	6	0	0	0	0	3557	0	0	0	0	5	1854	208	0	86	9	540	0	3383	0	0	2	314	5	30
CSM5MCWK_P	0	70	1244	529	1055	0	0	0	3	154	1144	907	2727	122	0	1	92	283	761	254	85	0	108	20	284
HSM5MD4P_P	0	0	203	1681	0	0	397	0	630	0	0	1004	2474	0	105	0	357	16	2311	257	390	0	0	26	18
CSM5MCVZ_P	0	0	0	0	0	9652	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	5	29
HSM5MD3L_P	0	748	726	562	4	6	93	3	17	0	310	520	1698	0	556	47	960	2	2270	0	14	0	0	499	201
MSM5LLD6_P	0	36	432	248	113	0	653	0	182	4863	0	2	29	0	270	3	51	287	2089	397	272	0	0	0	8
CSM5MCV5_P	0	0	1385	184	0	1270	0	35	600	0	381	1898	764	0	37	1	303	0	1108	0	871	0	255	5	36
MSM5LLGJ_P	7	0	0	0	0	1081	0	0	0	0	60	1316	510	0	63	1	621	0	3191	0	0	0	3114	4	28
HSM5MD8F_P	0	0	0	0	0	462	0	514	724	655	0	51	1152	0	0	504	142	3	3200	1	0	0	0	852	303
CSM5MCW4_P	0	0	0	0	0	9777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	32
CSM5MCXF_P	0	166	488	118	0	0	372	0	847	144	240	1797	943	0	0	97	2345	0	1214	309	471	0	0	4	250
ESM5MEDP_P	44	102	672	266	0	13	2	0	169	5874	9	1194	1	0	16	2	65	0	554	0	443	0	66	2	313
ESM5MEB9_P	0	6	0	414	0	235	0	25	964	24	391	52	1842	0	0	213	148	0	1417	0	59	2193	0	1405	108
CSM5MCXZ_P	0	147	2008	149	886	0	0	0	3	96	601	1791	514	22	0	0	25	2138	470	510	119	0	9	9	323
CSM67U9V_P	0	927	935	560	0	128	555	0	510	0	273	3182	436	0	27	40	30	0	505	11	0	0	6	8	248
CSM67UB5_P	0	17	701	533	1	4	0	875	279	3692	259	694	635	0	0	0	393	78	397	134	67	0	0	62	29
HSM67VCX_P	338	100	0	0	0	0	816	0	593	4938	199	737	0	0	35	0	19	0	12	0	0	0	22	10	39
CSM67UB7_P	0	275	1190	316	5	0	0	1014	98	1204	470	1617	1062	0	0	0	355	78	318	485	148	0	0	7	81
CSM67UCU_P	0	1192	2677	0	0	712	200	0	19	0	41	2637	1256	0	0	36	199	37	521	330	0	1	0	2	85
CSM79HJ2_P	0	94	211	672	1	0	0	1	153	2518	284	454	2497	0	0	0	0	36	1008	179	109	0	0	25	25
