	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_unclassified	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
MSM79HBZ	0	0	0	0	0	0	0	0	0	0	0	3543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	1805	80	0	0	0	0	0	0	1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	11	8	20	87	2479
MSM79HDA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	139	34	0	70	471	0	176	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	5790	12	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	83	3	6	0	71	24	293	454
MSM79HDC	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	36	86	115	0	214	93	0	234	0	0	0	0	0	0	2	169	0	0	0	0	1148	0	0	6127	43	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1231	0	0	0	0	60	0	51	0	0	2	4	7	14	166
MSM79HDE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	6	18	46	58	0	90	40	0	101	0	0	0	0	0	0	3	37	0	1602	16	0	317	0	0	7061	38	70	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	190	132	0	0	0	0	46	3	28	2	0	2	11	15	6	46
MSM79HDG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	9	4	8	42	0	64	13	0	57	0	0	0	0	0	0	0	35	0	524	54	0	532	0	0	7876	35	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	109	0	0	0	0	29	4	17	0	0	0	8	6	6	15
MSM79HDG_TR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	3	26	0	42	7	0	35	0	0	0	0	0	0	0	41	0	529	20	0	422	0	0	8288	40	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	71	0	0	0	0	17	6	6	0	0	1	13	12	2	34
MSM79HDI	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	13	1	27	0	47	17	0	33	0	0	0	0	0	0	0	12	3	1043	33	0	2281	0	0	4456	12	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	486	1107	0	0	0	0	66	10	42	2	0	0	19	13	11	188
MSM79HEA	0	0	0	0	0	1	0	0	0	0	0	132	0	0	0	0	4382	2401	291	0	0	0	0	0	0	0	0	0	4	0	3	0	0	20	0	2	0	0	0	173	2	23	42	12	11	0	0	0	0	0	60	2151	19	0	1	2	1	2	9	0	3	11	4	0	0	0	0	2	0	0	0	91	45	5	0	0	0	15	22	28	0	0	31	0	0	0	0
MSM79HF3	357	39	379	9	76	0	5	224	0	214	0	0	453	38	9	20	569	49	0	108	0	15	0	23	0	3	0	0	0	0	0	0	0	0	19	0	79	8	41	0	1	17	0	1574	49	41	10	0	1809	611	12	868	0	0	0	0	0	0	0	4	2	1	28	50	5	373	121	0	6	6	0	25	25	44	0	0	145	0	8	121	1	1	279	0	0	0	0
MSM79HF5	544	143	915	15	234	0	27	1087	0	342	1	0	199	198	73	148	390	145	15	181	0	8	0	23	0	4	0	0	0	0	0	0	0	96	2	38	8	3	38	0	8	10	0	753	0	15	6	0	320	378	3	938	0	0	0	0	0	0	0	38	0	3	0	327	14	519	173	0	8	0	0	5	42	4	0	0	57	0	10	195	7	5	503	0	0	0	0
MSM79HF7	352	14	123	1	16	4	6	196	0	445	0	0	786	45	46	46	537	154	1	54	0	1	0	108	1	84	292	0	0	0	1	0	0	0	4	0	17	9	35	0	6	36	0	2882	0	38	45	0	252	83	4	574	0	0	14	0	0	0	0	97	6	0	0	160	7	239	107	11	126	9	0	35	53	415	0	0	246	0	19	61	4	2	515	0	0	0	1
MSM79HF9	1522	14	205	0	28	3	78	288	0	196	0	0	40	23	6	140	508	94	0	95	0	18	0	67	0	12	11	18	0	0	9	0	0	216	50	82	176	64	381	0	30	75	0	584	0	85	59	9	1412	11	31	582	0	0	2	0	0	0	0	60	8	0	0	0	11	581	228	0	17	9	0	0	8	3	14	0	445	0	75	327	104	121	524	0	0	0	0
MSM79HF9_TR	1734	21	255	0	27	3	41	315	0	115	0	0	30	20	7	137	481	117	0	102	0	14	0	84	0	9	16	16	0	0	5	0	0	203	41	76	156	48	387	0	36	95	0	541	25	101	43	15	1536	15	27	527	0	0	0	0	0	0	0	64	9	2	0	0	6	544	217	0	24	0	0	0	2	2	10	0	397	0	74	293	115	75	487	0	0	0	0
MSM79HFB	1177	50	471	12	233	2	79	156	0	249	0	0	189	23	57	38	708	157	0	142	0	0	0	0	0	0	0	1	1	0	1	0	0	0	24	0	150	10	101	0	20	61	0	29	0	215	10	2	533	569	89	1041	0	0	0	0	0	0	0	3	0	5	32	0	41	377	443	0	0	0	0	13	5	56	0	1	191	0	58	41	3	1	1466	0	0	0	0
MSM9VZEU	0	0	0	0	0	0	1	0	0	0	0	2407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	33	4	35	0	58	12	0	81	0	0	0	0	0	0	0	2	0	218	77	0	1434	0	0	4133	43	47	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	9	0	231	831	0	0	0	0	7	4	21	2	0	225	3	4	1	38
MSM9VZEW	0	0	0	0	0	0	1	0	0	0	0	3778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	31	3	29	0	42	18	0	37	0	0	0	0	0	0	0	10	0	308	44	0	458	0	0	3644	19	19	0	0	2	0	0	0	0	0	3	0	0	0	0	2	0	0	0	25	495	0	0	0	0	26	5	20	0	0	947	2	4	3	9
MSM9VZEY	0	0	0	0	0	0	1	0	0	0	0	4764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	22	14	52	0	82	13	0	36	0	0	0	0	0	0	0	2	2	751	178	0	252	0	0	2486	38	4	2	3	1	0	0	0	0	0	6	0	0	0	0	1	0	0	0	82	333	0	0	0	0	57	2	35	0	0	730	2	8	3	19
MSM9VZF1	0	0	0	0	0	0	0	0	0	0	0	1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	4	14	0	0	17	0	7	0	0	0	0	0	0	0	9	0	250	158	0	557	0	0	5155	35	66	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	809	0	0	0	0	0	5	32	0	0	1138	18	16	6	206
MSM9VZF3	0	0	0	0	0	0	2	0	0	0	0	4534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	16	9	38	2	66	7	0	9	0	0	0	0	2	0	0	8	0	573	28	0	958	0	0	1407	27	104	7	8	0	0	0	0	0	0	2	0	0	0	0	1	0	8	0	55	1503	0	0	0	0	10	4	23	9	1	488	3	8	4	63
MSM9VZF5	0	0	0	0	0	0	2	0	0	0	0	2321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14	0	22	1	0	19	0	3	0	0	0	46	0	0	0	23	0	553	64	0	502	0	0	4246	161	46	6	9	5	4	0	0	0	0	0	0	0	0	0	2	0	4	0	11	543	0	0	0	0	32	5	31	0	0	1245	12	5	1	53
MSM9VZIM	0	0	0	0	0	6	4	0	0	2	48	700	0	0	0	19	0	1029	0	0	0	0	0	0	0	80	1	36	71	1	263	0	8	3	0	213	0	0	0	1211	50	0	0	18	0	8	0	0	0	0	0	338	81	0	0	0	5	1	0	0	11	0	0	0	2633	0	0	3	132	5	0	0	2558	0	0	0	0	43	3	281	2	8	93	1	1	3	4
MSM9VZIO	0	0	0	0	0	1	5	0	0	0	68	1474	0	0	0	17	0	1460	0	0	0	0	0	0	0	93	2	40	74	0	160	0	8	0	0	312	0	0	0	614	9	0	0	371	21	32	0	0	0	0	0	1803	84	0	0	0	4	0	0	0	7	0	8	0	1806	0	0	0	152	5	0	0	1049	0	0	0	0	18	2	195	0	0	90	0	0	0	0
MSM9VZIQ	0	0	0	0	0	0	3	0	0	0	49	270	0	0	0	18	0	4623	0	0	0	0	0	0	0	27	0	14	15	0	50	0	3	2	0	72	0	0	0	285	17	0	0	6	0	96	0	0	0	0	0	964	41	0	0	0	3	0	0	0	1	0	23	0	1239	0	0	3	57	2	0	0	1685	0	0	7	0	11	35	335	2	5	1	2	0	2	3
MSM9VZIS	0	0	0	0	0	1	2	0	0	0	51	320	0	0	0	19	0	5091	0	0	0	0	0	0	0	20	0	12	11	3	50	0	1	1	0	28	0	0	0	260	24	0	0	0	1	8	0	1	0	0	0	467	52	0	0	0	0	0	0	0	2	0	3	0	994	0	0	4	41	0	0	0	2249	0	0	23	0	12	26	185	0	4	1	0	0	0	1
MSM9VZIU	0	0	0	0	0	4	0	0	0	0	98	963	0	0	0	32	2	1435	0	0	0	0	0	0	0	127	2	23	31	28	85	0	3	2	0	68	0	0	0	333	77	0	0	0	0	41	0	15	0	0	0	1139	98	0	0	0	2	2	0	0	9	0	9	0	1677	0	0	0	287	0	0	0	3112	0	0	33	0	21	88	61	1	2	2	1	1	6	3
MSM9VZIW	0	0	0	0	0	1	0	0	0	0	147	452	0	0	0	42	0	4296	0	0	0	0	0	0	0	47	0	8	12	0	29	0	0	0	0	15	0	0	0	195	41	0	0	0	0	22	0	4	0	0	0	856	42	0	0	0	0	1	0	0	1	0	0	0	1305	0	0	2	95	3	0	0	2246	0	0	59	0	3	23	20	1	0	2	0	0	1	2
MSM9VZLL	500	60	427	75	100	0	11	568	0	339	1	0	21	546	33	214	297	130	3	86	0	19	0	86	0	0	0	7	0	0	2	0	0	583	11	49	30	11	10	0	4	31	0	3524	0	8	2	0	87	104	17	56	0	5	1	0	0	0	0	40	0	0	0	181	8	677	100	0	0	0	0	12	4	0	0	0	100	0	8	191	5	9	290	0	0	0	0
MSM9VZLN	1773	62	505	43	401	0	97	385	0	525	1	0	58	104	28	115	468	478	1	537	0	25	0	37	0	0	0	2	1	0	0	0	0	193	18	2	60	15	34	0	19	21	0	659	0	24	5	0	307	283	43	437	0	0	2	0	0	0	0	6	0	2	0	53	24	433	219	0	0	0	0	3	5	1	0	1	186	0	23	32	12	28	435	0	0	0	0
MSM9VZLP	1142	37	443	12	181	0	47	468	0	501	2	0	142	138	68	94	453	325	11	191	0	21	0	52	0	0	0	4	0	0	1	0	0	95	31	2	168	9	36	0	20	82	0	1679	0	20	5	0	511	224	81	368	0	2	4	0	0	0	0	7	0	2	0	44	17	535	203	0	0	0	0	21	6	12	0	0	256	0	23	103	6	31	434	0	0	0	0
MSM9VZLR	903	56	583	12	229	0	66	186	0	171	2	0	29	222	31	268	238	235	0	77	0	125	0	185	1	0	0	0	0	0	0	0	0	113	62	8	419	23	62	0	33	82	0	2336	0	59	15	0	1026	199	24	398	0	37	1	0	0	0	0	17	0	2	0	53	5	381	85	0	0	0	0	25	12	1	0	0	189	0	39	117	3	12	331	0	0	0	0
MSM9VZLT	420	5	36	2	9	45	26	97	0	224	1	3	175	48	107	12	148	33	0	16	0	98	0	108	0	0	0	0	0	47	0	0	0	0	28	0	197	94	114	0	62	157	0	1176	0	88	369	3	646	417	10	1391	0	0	32	0	36	2	0	2	32	4	0	48	3	182	126	0	0	59	0	14	151	283	0	0	491	0	53	183	2	9	1262	0	8	43	8
MSM9VZLV	843	13	83	71	33	4	18	146	0	86	0	0	96	40	120	19	214	165	10	39	9	46	0	238	2	0	0	3	0	3	1	0	0	2	17	1	199	53	94	0	35	146	0	1670	0	87	55	2	1015	152	42	1415	0	0	39	0	0	0	0	7	4	11	0	46	6	155	125	0	0	9	18	109	95	121	0	0	205	0	40	95	19	4	889	0	0	1	5
MSM9VZLZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6922	21
MSM9VZNR	0	0	0	0	0	10	0	0	0	1	788	0	0	0	0	242	0	6923	0	0	0	0	0	0	0	0	0	19	0	27	92	0	3	0	0	163	0	0	0	173	31	0	0	99	31	39	0	0	0	0	0	638	112	19	0	0	5	0	0	0	8	0	0	0	141	0	0	11	0	0	0	0	290	0	0	4	0	31	0	61	0	0	8	0	1	11	10
MSM9VZNX	0	0	0	0	0	6	0	0	0	1	341	2220	0	0	0	104	0	2212	0	0	0	0	0	0	0	110	0	18	0	3	15	0	6	0	0	285	0	0	0	228	40	0	0	979	0	14	0	0	0	0	0	174	65	0	0	0	1	4	0	0	5	0	12	0	386	0	0	4	215	5	0	0	2358	0	0	1	0	72	2	27	1	0	75	0	1	2	3
MSM9VZNZ	0	0	0	0	0	23	5	0	0	0	202	806	0	0	0	58	0	2731	0	0	0	0	0	0	0	97	0	11	0	0	14	0	0	0	0	58	0	0	0	316	25	0	0	1	1	1	0	0	0	0	0	575	57	0	0	0	7	5	0	0	23	0	0	0	816	0	0	2	186	0	0	0	3544	0	0	1	0	67	10	273	2	1	77	1	0	1	5
MSM9VZO2	0	0	0	0	0	0	0	0	0	0	103	1072	0	0	0	33	0	6225	0	0	0	0	0	0	0	40	0	29	14	2	26	0	4	3	0	24	0	0	0	406	1	0	0	6	0	13	0	0	0	0	0	392	52	0	0	0	0	3	0	0	0	0	0	0	476	0	0	3	70	0	0	0	761	0	0	2	0	31	0	122	3	10	45	1	0	6	2
MSM9VZOS	0	0	0	0	0	0	4	0	0	0	0	4738	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	27	0	93	1	159	24	0	5	0	0	0	0	0	0	0	38	0	0	31	0	0	0	0	1725	74	23	1	2	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2299	0	0	0	0	22	9	28	0	0	592	9	9	1	34
MSM9VZOU	0	0	0	0	0	3	0	0	0	2	0	4103	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	5	11	0	47	0	0	9	0	4	0	0	0	65	0	0	16	18	0	0	28	0	0	0	0	3065	21	9	0	1	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	1238	0	0	0	0	65	0	17	1	0	876	9	42	5	162
MSM9VZOW	0	0	0	0	0	0	1	0	0	0	0	6150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	5	105	1	196	3	0	4	0	0	0	0	0	0	0	32	0	0	95	0	0	0	0	1991	22	17	6	6	0	0	0	0	0	0	9	0	0	0	0	1	0	4	0	0	461	0	0	0	0	16	3	15	0	1	788	10	8	0	16
MSM9VZOY	0	0	0	0	0	6	1	0	0	0	0	2502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	10	0	0	1	0	1	0	0	0	56	1	0	1	24	4	138	108	0	438	0	0	3159	20	5	1	3	2	1	27	0	3	0	0	0	0	0	0	2	0	12	0	1	887	0	0	0	0	8	5	28	0	0	2511	1	1	0	2
MSM9VZP1	0	0	0	0	0	2	1	0	0	1	0	4285	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	6	0	37	0	63	7	0	0	0	0	0	2	0	0	0	17	0	0	41	0	1	0	0	1735	23	3	0	1	2	0	58	0	1	0	3	0	0	0	0	2	0	0	0	0	3341	0	0	0	0	7	1	20	0	0	289	7	5	0	12
MSM9VZP3	0	0	0	0	0	2	0	0	0	0	0	5752	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	6	0	36	0	55	5	0	0	0	0	0	0	0	0	0	39	0	0	64	0	0	0	0	1147	50	73	1	5	2	0	183	0	0	0	7	0	0	0	0	2	0	0	0	0	2313	0	0	0	0	20	7	27	0	0	103	10	7	5	14
MSMA267V	17	93	104	286	150	16	0	114	7	70	0	0	425	115	302	42	127	181	12	139	70	0	45	0	0	6	0	0	0	0	0	0	0	0	13	0	40	2	29	0	39	486	0	0	0	26	32	43	72	3217	16	1787	1	4	0	0	0	0	44	0	6	10	20	77	60	4	75	60	11	0	0	22	226	46	37	5	93	0	52	103	0	1	648	0	0	0	0
MSMA267X	12	120	33	310	175	7	0	141	67	295	0	0	591	239	531	113	104	188	13	115	4	0	12	0	0	10	1	0	0	0	0	0	0	0	7	0	9	13	30	0	8	265	0	0	2	66	11	30	22	4077	0	752	1	0	0	0	0	0	72	0	7	8	10	150	58	7	94	96	18	0	0	6	30	1	128	1	30	0	21	54	0	0	632	0	0	0	0
MSMA2684	0	20	20	72	30	5	0	29	13	162	0	0	635	23	589	36	651	281	7	44	19	0	140	0	0	10	0	0	0	0	0	0	0	0	17	0	17	1	27	0	14	0	0	1	0	118	2	0	15	3200	2	2921	0	0	0	0	0	0	3	0	3	4	5	40	66	3	155	0	10	0	0	27	3	0	10	6	68	0	19	11	0	0	304	0	0	0	0
MSMA2688	0	31	72	10	30	1	0	682	0	122	2	0	109	197	36	45	128	40	0	238	0	14	0	52	0	0	0	0	0	1	1	0	0	0	8	0	16	11	3	0	1	3	2	6391	0	1	1	0	240	31	0	371	0	0	8	0	0	0	0	6	0	0	0	0	0	335	215	0	0	20	0	0	3	1	6	0	219	0	5	40	0	0	139	0	0	0	0
MSMA26AV	0	0	108	528	0	94	3	436	147	72	0	0	794	79	0	0	1016	1164	1	0	0	0	45	0	0	79	0	0	0	9	15	5	0	7	0	1	72	0	41	0	0	0	3	0	0	655	9	0	100	0	0	3300	13	16	3	6	0	37	4	2	110	27	0	0	154	26	81	0	77	0	0	0	116	0	0	0	0	12	86	197	1	0	80	0	0	0	2
MSMA26AX	0	0	126	260	0	9	0	177	92	64	0	0	763	386	0	0	1081	2506	6	0	0	0	60	0	0	22	0	0	3	0	5	0	0	3	0	1	17	0	20	0	0	0	0	0	0	121	0	0	42	0	0	2062	16	1	0	3	0	12	0	0	21	19	149	0	161	25	98	15	16	5	0	0	1257	0	0	0	0	11	29	15	0	0	11	0	0	0	0
MSMA26AZ	0	0	108	645	0	11	0	397	91	190	0	0	1398	323	0	0	552	2531	4	0	0	0	6	0	0	25	0	0	0	0	4	1	0	4	0	0	15	0	12	0	0	0	0	0	0	78	2	0	6	0	0	2135	33	5	0	1	0	4	0	0	14	32	71	0	19	36	88	0	26	3	0	0	591	0	0	0	0	12	25	24	0	0	24	0	1	2	4
MSMA26AZ_TR	0	0	156	821	0	7	0	385	98	58	0	0	1202	289	0	0	924	2158	3	0	0	0	4	0	0	25	0	0	1	0	2	0	0	2	0	0	14	0	10	0	0	0	4	0	0	85	0	0	3	0	0	2412	36	3	0	0	2	3	0	0	3	39	12	0	104	30	92	0	31	0	0	0	521	0	14	0	0	10	10	11	0	0	27	0	0	0	6
MSMA26EH	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0	0	1654	417	0	0	0	0	0	0	46	0	181	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2397	0	441	0	0	91	173	860	13	2657
MSMA26EJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	91	0	22	212	0	0	36	0	36	0	0	0	0	0	0	2	0	12	1053	0	0	0	0	0	2855	0	35	0	0	0	3	0	0	0	0	267	0	0	0	0	0	0	0	0	0	4191	554	0	0	0	249	0	54	0	0	4	7	18	4	46
MSMA26EL	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	14	29	0	0	0	0	0	0	0	0	3	47	2	20	74	5	0	18	0	20	0	114	8	0	78	0	0	20	25	1284	0	0	13	0	0	3872	269	651	0	0	0	0	0	0	4	0	111	0	0	0	0	0	0	7	0	0	1728	492	0	0	0	201	21	401	4	7	13	54	74	11	230
MSMA26EN	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	17	6	243	8	0	49	0	38	0	93	14	0	41	0	0	8	12	644	0	0	76	0	502	5864	916	56	0	0	0	0	0	0	3	0	40	0	0	0	0	0	0	3	0	0	576	466	0	0	0	54	42	85	1	5	2	13	10	10	27
MSMA26EP	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4663	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	1101	0	3813
MSMA26ER	8	0	12	0	0	5	0	243	0	300	3	0	644	31	73	119	408	161	0	0	0	0	0	38	0	0	0	0	0	281	0	0	0	0	0	0	64	50	42	0	36	37	37	1520	0	329	55	4	303	449	0	339	0	0	0	0	31	1	0	0	0	0	291	95	0	582	123	0	0	163	2	0	13	68	0	0	1440	0	71	101	16	5	661	25	8	349	38
MSMA26ET	0	26	120	10	41	1	4	357	0	106	2	0	141	89	27	34	116	45	0	83	0	44	0	12	0	0	0	0	0	7	0	0	0	0	39	2	47	16	17	0	1	30	0	5981	0	10	2	0	42	1	0	386	0	0	0	6	0	0	0	2	0	0	72	27	0	12	113	94	0	56	0	0	2	3	1	2	1531	0	17	36	0	0	107	0	0	2	1
MSMA26EZ	0	8	58	2	24	7	4	162	0	169	1	0	248	81	95	102	346	60	0	20	0	0	0	22	0	0	0	0	0	4	2	0	0	0	14	0	5	4	5	0	0	1	16	550	0	0	26	0	3183	6	14	2805	0	0	0	0	0	0	0	0	3	0	16	0	6	183	91	614	0	0	0	0	7	17	0	0	210	0	68	125	0	0	514	0	0	0	1
MSMAPC55	282	56	295	614	0	2	0	183	0	381	0	24	0	355	0	156	312	191	0	0	117	0	32	11	0	10	0	1	0	2	12	0	0	0	18	5	0	12	23	271	3	0	1	3	0	63	120	0	2175	177	36	456	0	0	0	0	12	0	72	97	11	10	19	137	77	0	293	0	3	0	0	26	121	40	0	0	0	0	21	76	0	0	429	0	0	0	0
MSMAPC57	0	0	0	0	0	3	0	0	0	0	28	244	0	0	0	13	0	2668	0	0	0	0	0	0	0	22	0	9	29	4	30	0	0	0	0	11	0	0	0	195	43	0	0	9	8	34	0	2	0	0	0	641	43	0	0	0	0	3	0	0	2	0	0	0	766	0	0	1	59	0	0	0	4877	0	0	112	0	34	26	42	10	5	6	4	1	1	4
MSMAPC59	0	0	0	0	0	18	0	0	0	2	43	874	0	0	0	17	3	1732	0	0	0	0	0	0	0	95	0	9	55	7	47	0	3	0	0	62	0	0	0	794	81	0	0	57	0	235	0	19	0	0	0	1651	36	5	0	0	0	8	0	0	18	0	3	0	330	0	0	1	188	0	0	0	3316	0	0	76	0	38	80	41	3	5	8	2	4	10	7
MSMAPC5B	0	0	0	0	0	2	0	0	0	1	139	1241	0	0	0	33	0	1006	0	0	0	0	0	0	0	22	9	5	6	0	22	0	0	0	0	6	0	0	0	77	41	0	0	10	0	89	0	0	0	0	0	812	50	0	0	0	3	0	0	0	3	0	0	0	769	0	0	4	56	0	0	0	5246	0	0	212	0	6	19	39	1	0	14	0	3	3	11
MSMAPC5D	0	0	0	0	0	4	0	0	0	1	129	251	0	0	0	36	0	3029	0	0	0	0	0	0	0	117	0	8	46	9	35	0	3	0	0	67	0	0	0	414	39	0	0	0	0	302	0	17	0	0	0	1198	93	0	0	0	0	0	0	0	4	0	0	0	333	0	0	1	211	0	0	0	3293	0	0	197	0	13	63	26	5	7	12	3	0	5	2
MSMAPC5Z	0	20	16	216	88	2	0	2620	8	261	0	0	312	803	336	244	123	120	161	38	31	0	47	0	0	8	0	11	16	0	4	0	0	0	21	0	112	30	34	0	9	17	0	270	0	1	44	0	0	71	1	937	37	0	3	2	3	0	5	0	1	27	12	181	143	2	147	0	13	0	0	16	9	64	0	14	92	0	52	22	0	0	1843	0	0	0	0
MSMAPC64	0	13	5	121	163	99	0	219	24	99	0	0	573	325	182	38	118	154	31	37	118	0	630	0	0	15	0	10	0	39	4	0	0	0	17	0	153	263	92	22	14	451	0	2	10	2	336	1	43	1748	8	414	0	0	7	14	0	0	11	4	25	23	52	40	29	22	149	0	24	5	0	3	50	3	120	3	274	0	453	193	0	0	1786	0	0	0	2
MSMAPC66	0	39	18	151	150	32	8	292	3	46	0	0	598	140	551	217	270	193	38	78	145	0	39	0	0	8	3	0	0	0	0	0	0	0	16	0	26	11	34	0	16	280	0	38	7	12	194	7	215	2303	6	916	4	0	0	4	0	0	65	0	7	20	112	65	55	15	189	40	12	4	0	46	164	3	157	2	263	0	89	87	0	2	1278	0	0	0	0
MSMB4LYH	0	12	5	157	67	25	3	250	2	101	0	0	925	102	709	100	192	242	9	33	250	0	68	0	0	42	0	0	0	2	0	0	0	0	2	0	56	21	68	0	54	460	0	0	0	71	315	28	187	1115	69	2312	2	0	0	3	0	0	61	0	24	9	45	85	28	6	107	31	59	0	0	14	18	27	202	1	58	0	132	130	0	0	568	0	0	0	0
MSMB4LZ4	0	0	71	279	0	16	0	118	18	89	0	0	321	304	0	0	296	974	1	0	0	0	8	0	0	6	0	0	0	0	1	0	0	1	12	0	25	0	6	0	8	0	0	0	0	521	2	0	1091	0	138	3935	10	0	0	1	0	137	0	0	17	10	0	0	53	27	78	0	9	0	0	4	979	143	0	0	0	8	42	43	0	0	10	0	0	0	1
