	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_unclassified	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
CSM5MCUG_P	0	0	89	662	24	7	0	476	11	23	16	216	0	501	1454	5	370	2077	7	617	2	0	4	8	0	1	0	0	0	0	0	0	0	0	0	0	5	0	8	0	76	22	0	0	1	69	1	7	495	0	0	1656	3	62	21	0	2	0	32	0	0	2	32	68	51	0	34	0	7	5	0	9	1	81	0	4	0	0	19	34	0	0	557	2	2	6	9
CSM5MCU8_P	1692	81	1	25	0	22	0	310	47	13	6	24	0	188	1206	0	790	1455	14	0	2	0	48	476	74	158	0	5	7	0	815	7	63	2	29	2	48	0	0	5	7	14	0	1	2	23	14	0	133	28	0	207	62	0	3	0	0	5	0	2	9	51	0	0	518	73	264	0	2	0	0	0	0	7	0	1	0	33	3	114	0	0	728	0	0	0	0
CSM5FZ4K_P	0	5	236	1053	0	0	16	0	0	966	0	0	0	1388	0	137	3314	0	33	0	0	0	0	3	0	0	1	7	2	0	1	0	6	0	30	3	0	0	43	0	17	66	0	1	1	0	240	0	0	37	0	1541	1	0	23	0	0	1	2	2	0	40	0	0	136	5	0	0	0	0	0	0	0	0	0	1	69	3	113	34	0	0	418	0	0	0	0
CSM5MCUK_P	0	0	83	1391	138	13	0	139	9	36	27	129	0	301	471	5	229	1814	18	1525	7	0	0	14	1	1	0	0	2	0	4	0	0	0	0	0	7	0	3	0	21	7	0	1	0	398	1	2	606	0	0	1644	2	2	23	0	0	0	86	0	3	3	25	107	59	0	35	0	13	3	0	83	0	9	0	2	0	0	11	9	0	0	441	0	0	1	2
MSM5LLFU_P	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	2638	4590	157	0	0	0	0	0	0	0	101	0	0	0	52	0	0	4	0	0	0	0	0	171	0	80	0	6	3	0	0	0	0	0	98	472	2	35	4	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	3	947	6	0	0	0	88	19	64	0	0	15	0	0	5	4
CSM5MCUC_P	492	308	0	2	0	0	0	437	156	35	12	1	0	427	3184	1	1598	1037	0	0	1	0	24	73	9	37	0	2	7	0	149	2	58	1	89	0	3	0	0	0	1	1	0	0	1	2	2	0	280	0	0	74	36	0	0	0	0	5	0	0	0	34	0	0	540	51	439	0	0	0	0	0	0	19	0	0	0	28	0	19	0	0	273	0	0	0	0
HSM5MD87_P	0	0	0	0	53	0	0	709	0	163	0	40	0	1225	882	0	1088	1	0	0	0	7	126	11	0	60	0	0	0	3	4	0	0	0	2	0	14	0	14	99	3	18	0	147	0	0	0	0	364	45	344	2840	32	12	9	0	1	0	0	1	0	23	4	0	34	120	882	0	16	0	7	8	0	8	67	111	0	3	1	10	20	30	231	7	2	33	24
ESM5MEA7_P	0	0	1	32	0	0	0	0	0	108	0	0	0	723	1886	3	144	729	21	0	0	0	7	0	0	0	0	0	0	0	0	3	25	0	0	0	0	0	0	0	0	60	45	1517	0	0	0	0	0	4	0	1117	0	182	0	0	0	1	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	786	0	103	1	14	1332	40	15	133	795
CSM5MCWM_P	0	1	59	738	0	0	0	0	0	2264	0	18	0	1554	0	400	3657	0	0	0	0	0	0	7	2	0	0	2	0	0	0	0	0	0	1	0	0	0	8	0	6	13	0	2	0	0	38	0	0	13	0	934	0	0	2	0	0	0	0	0	0	6	1	29	29	6	0	0	0	0	0	0	0	0	0	0	37	46	10	5	0	0	113	0	0	0	0
CSM5MCUY_P	3	0	85	387	0	0	0	0	84	0	692	15	0	0	1706	132	1622	3	0	0	0	0	1	76	14	41	0	1	5	0	6	0	1	1	1	0	5	0	0	0	5	8	0	2068	0	20	0	2	110	1	0	319	5	0	2	4	19	0	0	0	0	10	0	0	89	48	921	0	5	0	0	3	334	115	0	14	27	0	2	7	0	0	940	0	0	0	0
CSM5MCUE_P	3067	91	0	7	6	3	0	525	7	14	10	0	16	447	1206	2	1303	1692	2	5	0	0	13	72	9	49	0	2	1	0	158	2	2	0	8	0	19	0	2	19	1	10	0	1	3	9	0	0	102	0	4	61	19	1	1	0	0	1	1	3	2	14	0	0	138	31	183	0	2	0	0	1	2	24	0	0	0	12	1	5	2	8	315	0	0	0	0
CSM5MCUW_P	11	0	151	326	0	0	5	0	47	0	924	7	0	0	1598	37	941	3	0	0	0	0	1	164	22	78	3	1	21	0	8	0	9	1	7	0	1	0	0	0	1	4	0	1375	194	35	0	1	39	11	0	843	5	0	7	10	0	0	0	0	0	8	0	0	135	43	1199	0	10	0	0	23	103	157	0	8	23	0	1	60	0	0	1321	0	0	0	0
