	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_senegalensis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_nordii	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Desulfovibrio_desulfuricans	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Pseudoflavonifractor_capillosus	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_thermophilus	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
MSM9VZGS	14	9	0	4	283	5	27	5	0	17	18	75	1	0	12	0	5	0	417	0	7	38	12	225	171	0	121	85	0	0	54	0	0	0	0	0	0	6	0	0	0	1	0	54	65	80	31	0	59	154	0	318	55	325	72	49	595	0	116	1518	0	0	22	2	0	0	371	0	1	2	0	75	108	30	0	24	27	1	0	442	0	160	18	162	0	0	43	431	0	0	51	272	0	0	0	2655	0	0	0	0	0
MSM9VZGU	113	8	0	1	187	3	35	2	0	43	3	134	2	0	35	0	2	0	532	0	14	16	24	276	436	3	184	2	0	0	28	1	0	0	0	6	0	0	0	0	0	2	0	13	112	22	23	0	58	124	0	15	30	195	18	25	1612	0	73	1184	0	0	17	3	0	0	422	0	2	3	0	115	106	41	0	47	27	0	0	878	0	53	15	53	174	0	0	223	0	0	50	281	0	0	0	1895	0	0	0	0	0
MSM9VZGW	0	4	0	26	141	0	7	0	1	0	1	0	0	200	264	27	83	0	167	0	55	0	0	344	1	0	27	225	0	121	62	9	0	0	14	3	4	163	5	0	0	7	7	136	0	36	1	0	44	270	0	0	31	0	99	1	325	1	11	2286	0	0	44	0	0	0	111	6	2	23	25	0	7	43	0	29	0	0	7	0	0	1	0	8	55	0	139	0	0	0	42	53	0	0	0	4056	138	0	0	0	3
MSM9VZGY	0	7	0	84	308	0	10	0	2	3	3	0	0	472	1239	251	194	0	439	0	312	1	0	1248	3	0	58	10	0	3	80	16	0	0	3	0	0	105	0	0	0	2	0	28	0	6	0	0	37	94	0	0	8	0	12	5	911	25	34	1108	0	0	24	0	0	0	178	0	0	30	0	46	4	293	0	128	0	0	0	0	0	4	0	6	10	0	24	0	0	0	8	87	0	0	0	1932	103	0	0	0	0
MSM9VZH7	0	3	0	26	271	0	8	0	0	0	7	0	0	233	612	66	166	0	292	0	143	0	0	668	0	0	42	2	0	7	76	14	0	0	5	3	0	3	0	0	0	8	0	17	0	13	0	0	46	241	0	0	0	0	6	8	558	12	41	2395	0	0	17	0	0	0	64	0	0	8	3	0	17	118	0	58	0	0	0	0	0	5	0	56	0	0	68	0	0	0	8	37	0	0	0	3423	129	0	0	0	0
MSM9VZHB	118	0	0	0	13	0	0	64	0	0	0	127	0	0	3	0	1	0	429	0	0	64	12	84	703	0	38	0	0	0	53	3	1	0	1	0	0	388	2	0	0	1	0	15	66	64	13	0	36	160	0	903	0	1	130	87	8	0	51	46	0	0	32	0	0	0	305	0	15	0	0	0	1	11	0	10	0	2	0	2071	0	38	20	2551	0	0	0	10	11	0	23	682	0	2	0	532	0	0	0	0	0
MSM9VZHF	1152	0	2	6	155	0	8	30	0	10	0	135	28	0	9	0	9	17	370	0	18	232	24	255	183	44	205	0	0	0	305	26	1	0	11	20	0	30	3	0	0	0	0	49	202	88	74	0	63	199	0	0	0	52	107	33	183	0	91	1192	0	0	17	18	0	0	330	11	0	4	0	0	3	38	0	40	0	10	0	442	0	156	94	554	0	0	0	153	12	2	172	777	0	0	0	1546	0	0	0	0	0
MSM9VZHJ	0	0	0	0	733	0	24	0	0	0	0	0	0	1482	0	0	0	0	0	0	0	0	1383	0	0	462	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	12	0	1	2	0	0	150	11	4	0	0	2	2	0	0	529	0	186	3326	2	247	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	1091	0	73	0	0	9	0	0	0	9	12	0	0	0	138	0	26	4	44	7
MSM9VZHL	0	0	0	0	397	0	114	0	0	0	0	0	0	820	0	0	0	0	0	0	0	0	469	6	0	266	0	0	0	0	19	0	0	10	0	2	0	0	5	0	0	66	0	0	0	7	0	641	27	0	25	0	0	224	0	0	427	0	109	4278	0	0	0	0	0	0	0	0	0	0	25	0	76	0	0	0	0	0	0	0	0	1100	2	89	0	0	10	0	0	0	6	121	12	0	0	477	0	30	4	105	32
MSM9VZHN	0	0	0	0	779	0	238	0	0	0	0	0	0	1978	4	0	0	0	2	0	1	0	731	4	0	647	0	0	0	0	3	0	0	46	0	0	0	0	0	0	0	8	0	0	1	2	0	119	1	4	13	3	1	14	1	0	876	0	56	3427	1	15	0	0	0	0	0	0	1	0	44	0	16	0	0	0	2	0	3	0	0	653	3	54	0	0	42	0	0	0	8	28	18	0	0	97	0	13	5	32	4
MSM9VZHP	0	0	0	0	516	0	55	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0	436	0	0	299	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	52	0	0	0	7	0	350	52	4	0	0	0	23	2	0	1217	0	59	4785	1	25	0	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	1	1054	3	62	0	0	19	0	0	0	3	7	6	2	0	196	0	9	0	24	2
MSM9VZHR	0	0	0	0	507	0	77	1	0	0	0	0	0	940	0	0	0	0	0	0	0	0	485	0	1	406	0	0	3	0	23	0	0	123	0	0	10	0	0	0	0	20	0	5	4	11	0	150	16	8	9	20	0	7	1	0	2896	0	173	3291	2	15	0	0	0	1	0	0	1	0	0	0	65	0	0	0	0	0	9	0	4	5	1	95	267	0	31	0	10	0	6	29	30	17	0	119	0	4	4	86	10
MSM9VZHT	0	0	0	0	516	0	34	5	1	20	0	0	0	858	0	0	0	0	0	0	0	0	648	0	2	287	0	0	0	0	104	4	0	2	0	0	11	0	2	0	0	12	0	2	1	13	0	862	59	47	0	0	0	48	0	2	1100	0	294	4089	3	7	2	0	0	11	0	0	8	0	0	0	25	0	0	0	0	0	0	0	1	106	2	225	0	0	301	0	73	0	2	20	1	0	0	162	0	0	0	24	6
MSM9VZHX	0	519	0	0	916	1	132	0	2	0	0	0	847	2	0	0	0	490	0	44	0	0	1156	273	2865	484	0	0	0	0	122	7	45	0	0	8	0	13	1	15	3	53	0	1	0	0	0	336	0	0	36	14	14	0	0	0	0	0	0	220	117	0	1	4	0	0	4	0	0	29	0	87	72	64	0	0	433	68	0	0	0	0	0	0	15	1	0	0	28	0	2	14	0	0	0	440	0	0	0	0	0
MSM9VZHZ	0	522	0	0	577	0	34	3	35	0	0	0	1901	1	0	0	0	435	0	40	0	0	207	125	953	430	0	0	0	0	887	47	146	0	16	19	0	76	18	33	18	41	8	6	0	0	0	1253	2	0	30	28	0	0	0	0	0	0	0	18	113	0	0	2	0	0	13	6	6	45	44	111	0	65	0	0	335	126	0	0	0	0	0	0	2	1	0	0	123	0	9	262	0	0	0	832	0	0	0	0	0
MSM9VZI2	0	508	0	0	1018	2	137	1	0	0	0	0	2894	2	0	0	0	226	0	26	0	0	565	237	1922	548	0	0	0	0	67	3	20	0	1	1	0	7	0	8	0	0	0	3	0	0	0	479	1	0	5	16	0	0	0	0	0	0	0	342	20	0	0	0	0	0	3	0	1	10	0	96	7	79	0	0	439	27	0	0	0	0	0	0	6	0	0	0	14	0	6	16	0	0	0	235	0	0	0	0	0
MSM9VZI6	0	5	0	12	136	3	138	1	1	0	1	11	47	177	0	0	29	3	43	1	0	4	464	94	2532	19	21	0	0	0	698	49	0	0	1	41	0	54	5	2	6	184	2	0	0	0	0	0	1	0	13	0	0	19	0	0	21	125	0	2133	128	0	1	3	25	0	4	0	1	59	49	0	382	75	4	16	528	0	7	0	0	10	70	1	0	2	3	0	361	7	5	129	0	0	0	1019	16	0	0	0	0
MSM9VZJZ	0	10	0	154	392	0	29	0	3	0	6	0	0	268	2904	213	264	1	429	0	457	2	0	946	0	0	98	41	0	165	49	9	0	0	2	3	0	44	3	0	0	5	0	10	0	14	0	0	40	81	0	0	0	0	15	3	428	7	14	548	0	2	14	0	0	0	201	0	0	14	34	137	0	364	0	174	0	0	0	0	0	3	0	17	0	0	35	0	0	0	13	44	0	0	0	1204	88	0	0	1	2
MSM9VZKC	0	19	0	0	1078	0	168	3	15	0	0	925	295	1	0	0	0	0	0	0	117	0	42	473	718	0	166	2	0	3	0	0	0	0	0	3	0	0	0	0	0	28	0	9	0	61	0	0	13	1	0	8	0	46	14	0	1046	0	23	2454	4	0	1	0	18	0	17	0	5	11	0	60	120	0	0	494	0	1	0	0	1	3	21	6	33	48	0	201	0	11	2	227	0	0	8	858	120	0	0	0	0
MSM9VZKE	0	12	0	0	1082	0	106	1	4	0	0	436	549	0	0	0	0	0	0	0	426	0	169	691	1893	0	86	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	22	0	0	8	0	0	0	7	28	12	5	397	0	26	1280	9	0	1	0	0	0	9	0	3	9	0	94	91	1	0	863	0	1	0	0	1	2	594	52	0	9	0	206	1	3	4	61	0	0	0	589	150	0	0	0	0
MSM9VZKI	86	19	0	0	901	0	205	2	1	2	0	232	596	1	0	0	0	1	0	0	199	0	251	858	1688	0	182	1	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	4	1	45	0	0	15	1	0	0	0	73	9	3	684	0	480	1439	6	0	6	0	0	0	3	0	6	7	0	57	77	1	0	610	0	0	0	0	0	0	42	127	0	10	0	213	1	25	3	62	0	0	2	570	181	0	0	0	0
MSM9VZL5	0	26	0	134	432	0	15	1	0	0	0	160	0	254	0	0	19	0	0	0	258	1245	111	1859	388	60	128	5	0	11	34	5	0	0	0	0	0	0	0	0	0	9	0	1	4	0	0	38	19	19	0	0	0	0	2	1	777	0	7	1426	2	3	0	0	0	0	16	0	1	2	4	96	26	0	43	517	0	0	0	0	0	6	1395	76	0	18	0	167	1	0	6	25	0	0	0	94	53	0	0	0	0
MSM9VZL7	0	34	0	70	341	4	58	0	0	2	52	51	639	553	0	0	381	0	374	1	0	130	0	779	158	90	207	2	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	3	41	0	0	104	2242	0	2270	0	15	0	0	12	0	0	0	0	2	0	96	9	0	0	103	0	0	0	0	0	67	638	35	0	0	4	12	0	33	1	21	2	1	0	259	72	2	2	6	11
MSM9VZL9	0	26	0	28	355	3	39	4	0	0	17	32	217	600	0	0	892	0	327	0	0	245	0	772	195	74	224	15	0	5	2	0	0	0	0	0	5	0	0	0	0	1	0	7	5	3	0	0	1	48	0	3	0	72	19	1	350	548	0	3179	0	7	0	0	16	0	0	0	7	1	12	61	4	0	0	101	0	3	0	0	0	50	878	60	0	0	8	8	0	40	6	40	0	0	0	109	267	1	0	4	5
MSM9VZLB	0	28	0	31	383	3	42	4	0	2	16	134	473	364	0	0	559	1	456	2	0	339	0	798	227	32	256	2	0	1	17	3	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	23	0	1	1	98	2	0	681	703	0	2909	0	2	0	0	8	0	0	0	8	2	0	96	11	0	0	167	0	0	30	0	0	18	480	86	0	0	31	7	0	27	4	30	0	0	0	213	182	0	0	0	2
MSM9VZLD	0	34	0	116	374	3	52	0	0	6	24	30	525	668	0	0	318	0	425	2	0	128	0	984	155	52	240	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	151	0	0	260	1166	0	1669	0	29	0	0	10	0	0	0	0	0	7	96	7	0	0	99	0	5	8	0	0	193	1520	41	0	0	2	4	0	7	3	31	0	0	0	382	126	4	3	7	24
MSM9VZLF	0	19	0	46	307	2	22	21	0	4	18	38	257	260	0	0	161	0	395	0	0	77	0	1004	65	26	187	2	0	2	31	4	0	1	0	0	2	0	0	0	0	0	0	0	3	1	0	0	1	16	0	0	0	322	17	0	1850	538	0	2635	0	16	0	0	17	0	0	0	23	1	12	82	10	0	0	158	0	0	0	0	0	153	606	17	0	0	40	37	0	17	7	38	0	0	12	224	182	0	0	5	8
MSM9VZLH	0	28	0	102	285	6	35	3	0	8	59	11	539	516	0	0	225	0	300	1	0	83	1	1112	154	166	174	1	0	3	18	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	8	0	1	0	175	2	0	426	912	0	2036	0	19	0	1	9	0	0	0	5	1	0	91	7	0	0	162	0	2	0	0	0	298	938	55	0	0	23	25	0	18	6	40	0	0	12	646	237	0	3	3	4
MSM9VZLJ	55	8	5	25	415	6	62	13	1	19	28	193	0	0	9	0	0	0	598	0	6	59	27	63	399	1	322	33	0	0	7	0	2	4	0	2	0	2	0	0	0	0	0	13	28	63	2	0	33	43	0	0	9	52	47	11	553	0	146	2305	0	0	15	0	0	0	316	0	6	2	0	88	151	69	0	131	0	4	5	190	0	112	17	347	0	0	0	336	0	0	24	420	0	0	0	2099	0	0	0	0	0
MSM9VZMA	0	319	0	0	470	0	42	0	0	0	0	0	1725	2	0	0	0	811	0	49	0	0	736	177	1854	259	0	0	0	0	124	6	43	0	1	4	0	4	0	6	1	15	0	0	0	0	1	836	0	0	13	17	10	0	0	0	0	0	0	1483	23	0	2	2	0	1	8	0	0	10	0	115	0	53	0	0	446	52	0	0	0	0	2	0	27	0	0	0	14	0	9	14	0	0	0	215	0	0	0	0	0
MSM9VZMA_TR	0	451	0	0	652	0	67	0	0	0	0	0	1870	1	0	0	0	744	0	56	0	0	925	244	1718	302	0	0	0	0	104	4	37	0	0	2	0	9	0	1	0	11	0	0	0	0	0	560	0	0	9	24	9	0	0	0	0	0	0	1253	20	0	0	0	0	0	7	0	0	12	0	98	0	87	0	0	426	39	0	0	0	0	0	0	15	0	0	0	11	0	3	9	0	0	0	220	0	0	0	0	0
MSM9VZMC	0	294	0	0	708	1	115	0	0	0	0	0	877	2	0	0	0	496	0	17	0	0	1273	185	2453	430	0	0	0	0	32	0	25	1	0	1	0	6	0	15	0	0	0	2	0	0	0	344	1	0	2	2	1	0	0	0	0	0	0	1358	15	466	0	0	0	5	3	0	0	5	0	0	26	52	0	0	524	42	15	0	0	0	0	0	10	0	0	0	30	0	19	16	0	0	1	103	0	0	0	22	5
MSM9VZME	0	743	0	0	696	0	102	0	0	0	0	0	1936	1	0	0	0	215	0	32	0	0	1180	283	1530	503	0	0	0	0	201	8	47	0	2	7	0	12	1	24	1	11	0	1	0	0	0	540	1	0	3	1	7	0	0	0	0	0	0	531	60	0	1	0	0	0	2	1	0	21	0	58	59	68	0	0	436	48	0	0	0	0	0	0	4	1	0	0	21	0	9	48	0	0	0	544	0	0	0	0	0
MSM9VZMI	0	411	0	0	772	4	176	0	0	0	0	0	2399	2	0	0	0	1522	0	31	0	0	777	112	2628	291	0	0	0	0	22	1	17	0	0	0	0	2	0	15	2	0	0	1	0	0	0	180	1	0	3	120	0	0	0	0	0	0	0	59	7	0	0	0	0	0	0	6	0	2	0	53	18	43	0	0	249	18	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	53	0	0	0	0	1
MSM9VZMM	0	75	0	124	363	5	114	0	0	0	17	77	1053	546	0	0	508	0	899	70	0	1103	0	2300	671	55	347	0	0	5	13	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	37	0	0	13	107	0	842	1	19	0	0	0	0	0	0	0	1	3	144	9	0	0	72	0	0	0	0	3	10	87	15	0	0	7	0	0	4	1	16	0	0	0	131	119	0	1	4	5
MSM9VZMO	0	128	0	454	976	18	198	0	0	0	373	52	857	792	0	0	344	0	745	7	0	180	0	1087	217	71	758	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	28	0	0	146	424	0	840	0	100	0	0	0	0	0	0	0	1	0	201	9	0	0	84	0	0	9	0	3	213	91	2	0	0	3	4	0	0	2	14	7	2	17	323	153	8	9	5	31
MSM9VZMS	0	110	0	281	971	11	160	0	0	6	248	61	715	841	0	0	463	0	928	3	0	273	1	1073	252	36	511	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	26	3	0	244	599	0	918	0	19	0	0	0	0	0	0	1	2	1	188	17	0	0	173	0	1	0	0	2	243	198	4	0	0	22	9	0	6	18	10	0	0	4	188	123	3	4	12	8
MSM9VZMU	0	91	0	234	873	11	143	0	0	1	219	49	1008	651	0	0	413	0	657	3	0	382	0	1258	238	51	622	1	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	23	1	0	176	561	0	1130	0	37	0	0	6	0	0	0	0	2	3	168	12	0	0	171	0	2	0	0	2	128	204	7	0	0	26	7	0	5	1	9	3	0	0	216	176	0	2	5	3
MSM9VZMW	0	264	0	561	1341	20	516	0	0	0	804	34	774	371	0	0	136	0	722	1	0	126	0	947	139	47	693	13	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	1	33	1	0	175	587	0	538	0	24	0	0	3	0	0	0	0	0	7	198	8	0	0	47	0	1	37	0	1	177	84	2	0	0	5	10	0	0	2	13	3	1	0	114	360	3	3	9	27
MSM9VZNH	0	0	0	0	19	0	2	8	0	3	0	81	0	0	410	0	4	0	0	0	25	30	10	226	318	49	5	347	46	137	12	0	0	22	17	0	32	0	0	0	0	8	0	92	82	39	0	0	15	72	0	35	16	97	55	6	66	0	16	1849	0	1313	16	0	72	0	0	20	32	1	23	0	0	0	0	89	0	20	4	0	0	16	94	190	0	0	3	12	0	0	37	50	7	106	4	2538	0	19	35	154	895
MSM9VZNH_TR	0	0	0	0	23	0	1	5	0	4	0	66	0	0	423	0	2	0	0	0	20	34	14	284	314	28	8	185	29	123	6	0	0	6	15	0	32	0	0	0	0	13	0	35	71	37	0	0	15	52	0	43	0	127	51	4	58	0	24	1998	0	1204	13	0	57	0	0	10	27	0	34	0	0	0	0	95	0	16	42	0	0	28	95	174	0	0	0	8	0	0	32	47	2	92	0	2935	0	19	30	114	776
MSM9VZNL	4	2	0	7	92	0	16	4	0	0	5	224	18	0	585	0	8	2	0	0	26	106	28	1003	247	19	51	446	65	77	20	0	0	0	19	0	10	3	0	0	0	29	0	97	84	56	0	0	16	133	0	3	2	56	131	17	193	2	113	2487	0	17	21	1	22	0	1	10	15	1	0	0	1	6	0	354	0	12	0	0	0	37	19	135	0	0	61	3	0	2	53	137	0	7	1	2537	0	0	1	27	15
MSM9VZOG	849	0	0	1	311	0	80	0	0	2	0	0	0	1079	0	1	0	0	1	0	1	0	2097	4	0	0	0	0	7	0	7	0	0	0	0	0	0	0	1	0	0	141	0	4	0	8	0	9	26	15	0	0	1	67	0	0	60	122	49	725	22	35	1	0	0	2	0	0	1	1	6	0	20	0	0	1	3	0	8	0	1	44	3521	14	0	1	0	0	17	0	0	27	15	4	1	146	0	11	24	25	382
MSM9VZOI	2092	0	0	0	1365	0	71	0	0	0	0	0	0	2167	0	0	0	0	0	0	0	0	2431	0	0	0	0	0	0	0	13	0	0	0	0	0	3	4	3	0	0	72	0	0	1	17	0	156	18	37	0	11	0	15	0	7	47	0	84	333	39	8	0	0	0	14	0	0	2	1	12	0	8	0	0	0	10	0	0	0	0	13	428	158	0	0	0	0	49	0	1	28	5	18	0	39	0	46	9	164	0
MSM9VZOK	263	0	0	0	343	0	57	7	0	9	0	0	0	3639	0	0	0	0	0	0	0	0	655	1	1	0	0	0	15	0	28	0	0	0	0	0	2	0	0	0	0	2	0	0	8	26	0	438	14	5	0	0	0	558	5	1	199	0	45	1848	6	0	0	0	0	3	0	0	13	0	0	0	7	0	0	0	0	0	3	0	0	668	777	92	0	0	0	0	13	0	4	55	6	0	13	91	0	7	0	76	0
MSM9VZOM	550	0	0	0	1931	0	312	0	0	3	0	0	0	2739	0	0	0	0	0	0	0	0	2245	0	1	0	0	0	3	0	18	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	115	5	8	0	0	2	135	0	0	563	0	17	684	0	5	0	0	0	0	0	0	2	0	0	0	15	0	0	0	15	0	0	0	0	6	239	158	0	0	23	0	0	0	2	18	0	0	0	175	0	0	0	7	0
MSM9VZOO	0	0	0	0	1264	0	13	15	0	0	0	0	0	1685	0	0	0	0	0	0	0	0	3334	0	1	488	0	0	16	0	39	2	0	0	0	0	1	0	0	0	0	24	0	0	1	15	0	502	3	9	18	14	9	90	0	1	303	0	34	1052	4	210	0	0	5	5	0	0	14	0	7	0	3	0	0	0	4	0	0	0	0	49	39	545	0	2	0	0	20	0	3	0	6	0	0	34	0	28	9	74	9
MSM9VZOQ	0	0	0	0	600	0	79	0	0	0	0	0	0	1739	0	0	0	0	0	0	0	0	1998	0	1	217	0	0	0	0	58	3	0	0	0	0	0	0	0	0	0	180	0	1	0	0	0	985	2	6	0	0	0	319	4	0	149	0	78	1445	6	54	0	0	0	0	0	0	0	0	0	0	21	0	0	0	3	0	0	0	4	133	1653	44	0	1	0	0	8	0	4	23	4	0	0	117	0	9	5	45	4
MSM9VZPT	34	9	45	85	740	0	299	7	0	17	202	389	63	51	0	249	0	52	0	0	443	0	13	45	148	1	898	0	0	436	23	2	12	0	0	0	0	0	0	0	0	112	0	0	0	0	12	0	0	0	23	37	13	27	0	0	455	371	0	291	3	0	0	0	29	4	6	2	9	22	0	0	131	380	0	0	0	4	0	0	15	19	0	0	0	7	1431	0	39	0	4	526	0	0	0	1765	0	0	0	0	0
MSMA26BB	0	34	0	130	462	4	36	0	0	4	69	38	763	371	0	0	245	0	444	2	0	168	0	1067	136	118	239	5	0	1	14	1	0	82	0	0	2	0	0	0	0	1	0	1	1	1	0	0	1	2	0	0	1	107	9	0	211	1943	0	1543	0	56	0	0	5	0	0	0	1	2	7	128	10	0	0	130	0	1	0	0	1	285	606	30	0	0	11	65	0	3	4	14	3	7	5	223	114	3	3	8	21
MSMA26BD	0	63	0	147	615	13	97	0	0	8	55	26	520	452	0	0	247	0	613	1	0	193	0	730	197	73	333	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	141	799	0	2253	0	11	0	0	34	0	0	0	0	1	6	141	12	0	0	100	0	0	3	0	0	462	858	21	0	0	54	65	0	6	0	32	0	0	0	398	110	0	0	0	2
MSMA26BF	0	41	0	142	335	9	55	0	0	18	60	38	903	708	0	0	226	0	524	2	0	7	0	811	188	213	420	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	33	0	0	630	584	1	2673	0	12	0	0	5	0	0	0	1	1	0	82	9	0	0	129	0	0	3	0	0	267	293	30	0	0	26	30	0	4	2	20	0	0	0	323	119	0	1	3	4
MSMA26BH	0	48	0	255	531	14	73	0	0	6	80	42	985	515	0	0	282	0	886	5	0	36	0	788	209	340	487	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	72	0	0	91	1615	0	1644	0	3	0	0	0	0	0	0	0	1	0	130	24	0	0	144	0	0	0	0	2	72	85	13	15	0	10	18	0	5	0	5	0	0	38	343	80	0	0	0	1
MSMA26BJ	0	17	0	59	306	2	30	0	0	0	21	25	362	438	0	0	297	0	394	2	0	39	0	741	160	124	215	9	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	1	6	0	1	3	286	0	0	511	1510	2	2306	0	21	0	0	16	0	0	0	0	1	5	60	7	0	0	104	0	0	0	0	1	133	992	76	0	0	185	44	0	9	3	14	0	1	104	214	109	2	1	2	12
MSMA26BL	0	30	0	22	497	0	42	1	0	0	0	511	140	971	1	0	1155	0	541	5	0	32	0	1036	305	296	146	5	0	34	20	2	0	0	0	0	2	0	0	0	0	0	0	1	2	1	0	0	1	4	1	12	0	113	0	0	567	1	1	2192	0	100	0	0	0	0	0	0	2	0	11	173	0	0	0	162	0	0	0	0	0	1	9	69	0	0	0	0	0	270	1	66	4	2	0	81	247	12	8	0	92
MSMA26BN	499	11	0	0	595	0	113	1	5	0	0	63	595	0	0	0	0	0	0	0	162	0	20	386	613	0	150	13	0	8	0	0	0	1	0	2	1	0	0	0	0	7	1	16	0	70	0	0	26	2	0	0	0	42	3	2	1220	1	15	3435	5	0	1	0	46	0	3	0	3	9	10	31	41	0	0	413	0	3	6	0	1	2	87	13	44	27	0	161	0	13	3	52	0	0	1	730	212	0	0	0	0
MSMA26BR	448	18	0	0	902	0	202	2	0	0	0	195	330	1	0	0	0	0	0	1	324	0	156	565	1185	1	305	14	0	3	0	0	0	0	0	0	0	0	0	0	0	13	1	0	2	65	0	0	15	0	0	0	0	134	4	3	1248	0	47	1965	13	0	4	3	69	0	5	0	9	12	0	70	138	0	0	368	0	0	0	0	0	1	94	19	40	34	0	5	1	28	3	62	0	0	7	668	197	0	0	0	0
MSMA26BT	3	8	0	0	842	0	90	0	13	0	0	292	524	0	0	0	0	0	0	0	695	0	298	577	2067	0	161	1	0	13	0	0	0	0	0	0	0	0	0	0	0	18	0	2	0	63	0	0	18	0	0	0	3	16	0	4	446	28	108	1554	3	0	13	0	1	0	1	0	0	7	9	50	137	0	0	1121	0	0	3	0	2	0	74	21	6	52	0	5	0	10	1	15	0	0	0	372	247	0	0	3	4
MSMA26BV	297	11	0	0	608	0	101	0	0	3	0	85	495	0	0	0	0	0	0	0	50	0	42	308	712	0	130	0	0	4	0	0	0	0	0	0	0	0	0	0	0	16	0	4	1	52	0	0	20	0	0	0	1	111	4	4	2200	0	21	3000	1	0	12	0	41	0	3	0	3	12	0	45	71	0	0	195	25	0	0	0	1	0	58	11	107	22	0	12	1	81	6	107	0	0	2	784	117	0	0	0	0
