	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_unclassified	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
PSM6XBU2	74	89	92	585	37	4	0	774	0	155	181	30	0	36	1893	0	674	1203	0	0	78	26	3	31	0	1	0	0	0	1	0	0	0	1	16	0	27	4	23	47	12	38	0	0	0	0	52	7	1563	0	16	467	4	0	2	0	0	2	7	0	3	6	0	85	82	224	129	0	1	0	0	11	13	15	47	0	107	8	20	34	0	0	139	0	0	0	0
PSM6XBW3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	6	3	0	0	241	0	131	34	0	167	0	0	0	0	0	0	0	2481	0	0	0	0	0	70	0	0	118	31	0	22	0	0	0	0	0	0	0	0	37	0	0	0	0	157	0	0	0	0	0	0	0	2135	0	50	6	6	2672	7	162	899	347
PSM7J14X	271	15	18	173	34	1	10	712	0	265	46	622	0	38	383	0	291	337	0	0	11	1	0	24	0	0	0	0	0	0	0	1	0	9	3	0	0	2	15	112	37	67	0	372	0	33	7	4	1293	0	25	2776	1	10	0	0	0	0	2	0	1	5	29	64	70	324	76	0	0	0	1	213	23	7	0	0	63	0	11	44	0	0	285	0	0	0	4
PSM7J154	89	59	46	391	42	0	2	249	0	403	97	7	0	24	1798	0	419	517	0	0	24	0	1	22	0	3	5	0	0	0	0	0	0	0	1	0	1	0	20	49	1	14	0	0	1	2	2	1	950	0	5	2533	1	0	0	0	2	0	2	0	0	2	11	74	79	340	179	0	1	0	0	13	3	8	62	0	49	0	2	36	0	0	259	0	0	0	0
PSM7J156	39	96	128	320	34	0	0	255	0	302	129	60	0	15	382	0	461	446	0	0	54	0	0	16	0	3	0	0	0	0	0	0	0	0	1	0	1	0	8	42	1	10	0	3	2	3	4	1	345	0	3	4161	0	0	0	0	5	0	2	0	0	3	21	78	59	202	126	0	1	0	0	152	168	23	0	0	33	0	4	33	0	0	503	0	0	0	0
PSM7J15K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	55	0	9	284	0	5	162	0	494	0	0	0	0	14	0	0	384	0	0	0	0	0	0	0	4981	87	76	58	2	24	0	0	0	0	0	19	0	0	0	0	0	0	1	0	96	2171	224	0	0	0	48	0	36	0	0	251	0	52	52	151
PSM7J15M	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	23	0	7	55	0	4	24	0	325	0	0	0	0	8	0	0	280	11	0	0	0	0	0	0	5691	46	300	37	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1970	174	0	0	0	112	0	34	1	1	265	3	46	73	180
PSM7J15O	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	29	0	0	0	1	9	0	0	28	0	14	6	0	31	0	0	0	0	16	0	0	41	0	0	0	0	20	0	0	3374	14	357	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	78	4282	340	0	0	0	62	0	107	1	2	157	6	70	105	804
PSM7J15Q	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	248	0	0	0	0	27	0	37	108	0	2	142	0	213	0	0	0	0	5	0	0	251	3	0	0	0	2220	0	0	1943	105	10	61	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	55	2724	249	0	0	0	203	0	354	2	4	516	1	31	131	257
PSM7J15S	0	0	0	0	0	3	0	1	0	5	0	0	0	0	0	1	8	1	3	0	0	0	636	0	0	0	1	44	0	2	71	0	18	64	0	336	0	0	0	0	23	0	0	468	0	0	0	0	1340	0	0	2190	79	149	24	0	12	2	0	0	1	0	0	0	0	0	0	0	0	0	0	99	3031	288	0	0	0	170	0	192	6	22	187	5	42	130	94
PSM7J15U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	105	0	0	0	0	15	0	24	39	0	14	48	0	186	0	0	0	0	5	0	0	42	13	0	0	0	823	0	0	2854	52	40	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	4499	448	0	0	0	60	0	97	10	12	157	1	60	80	135
PSM7J16U	0	7	7	81	11	5	0	177	0	151	43	95	0	28	0	10	372	308	0	86	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	11	16	0	0	0	4	7	3	199	18	0	241	0	10	0	0	0	0	12	0	57	0	0	0	4	1	0	37	0	11	7136	5	23	176	0	0	0	0	64	96	0	0	136	0	0	0	0
PSM7J16W	105	27	25	229	27	0	1	186	0	51	43	18	0	51	0	6	386	234	0	75	0	0	0	14	2	1	0	0	0	1	0	0	0	0	0	0	0	1	28	0	2	25	0	0	0	23	0	1	172	88	16	1102	0	20	0	1	0	0	7	0	3	1	18	95	21	0	0	64	0	0	6347	9	59	96	0	0	0	0	2	12	0	0	143	0	0	1	2
PSM7J16Y	1099	189	161	973	182	1	3	972	0	201	85	43	0	61	0	33	1510	296	0	643	0	0	9	76	15	2	0	0	0	0	9	0	0	19	2	1	0	6	43	0	10	29	0	0	0	35	7	25	201	222	10	421	0	1	0	1	0	0	16	5	13	1	9	290	28	0	0	196	1	0	483	154	6	6	0	0	0	0	40	47	0	3	734	0	0	0	1
PSM7J171	77	29	26	358	45	0	0	274	0	54	54	37	0	77	0	12	443	108	0	146	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	1	0	120	1166	0	205	0	16	0	0	0	0	2	0	1	0	10	112	6	2	0	88	0	0	6180	17	0	64	0	0	0	0	3	16	0	0	143	0	0	0	1
PSM7J173	250	58	46	422	80	0	0	434	0	115	96	61	0	129	0	17	464	504	0	319	0	0	2	7	0	0	0	0	0	0	0	0	0	0	19	0	0	2	5	0	12	13	0	0	0	21	1	2	17	834	45	257	0	12	0	0	0	0	15	0	7	0	0	119	26	0	0	138	0	9	4624	19	116	52	0	0	0	0	8	17	0	0	395	0	0	0	0
PSM7J17V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	4	33	2	0	27	196	0	95	0	0	0	0	88	0	0	536	4	0	0	0	0	0	0	2	76	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5282	0	0	0	0	151	0	47	34	14	602	2	139	55	1346
PSM7J17X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	1	0	6	31	4	0	10	149	0	102	0	0	0	0	93	0	0	206	94	0	0	0	0	0	0	4	42	788	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	6871	0	0	0	0	287	0	97	12	5	216	9	159	71	476
PSM7J17Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	16	0	0	28	65	0	5	0	0	0	0	18	0	0	185	0	0	0	0	0	0	0	5379	33	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	1201	1037	0	0	0	19	0	22	2	0	196	3	64	91	667
PSM7J182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	23	0	4	63	0	3	24	0	108	0	0	0	0	14	0	3	125	0	0	0	0	0	0	0	2680	15	174	25	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	121	4970	863	0	0	0	34	0	33	6	5	135	2	34	49	350
PSM7J184	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	5	4	0	0	28	0	2	7	0	53	0	0	0	0	9	0	0	10	0	0	0	0	0	0	0	5585	20	63	21	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	130	3273	381	0	0	0	30	0	15	1	1	127	0	42	11	145
PSM7J186	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	12	0	9	51	0	1	4	0	59	0	0	0	0	7	0	0	17	3	0	0	0	0	0	0	6160	46	56	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	97	2453	664	0	0	0	102	0	32	0	0	67	0	15	42	36
PSM7J19N	186	44	47	356	85	0	0	273	0	88	103	52	0	58	0	19	734	115	0	192	0	0	4	15	2	0	0	0	0	1	0	0	0	0	7	0	0	1	9	0	7	49	0	0	0	33	1	2	272	253	0	785	1	18	0	1	0	0	18	0	8	2	2	118	0	0	0	92	0	6	5009	17	146	106	0	0	1	0	11	59	0	0	405	0	0	0	1
PSM7J19P	147	31	29	263	54	0	0	183	0	51	38	27	0	92	0	7	490	238	0	147	0	0	2	13	3	0	0	0	0	0	0	0	0	0	5	0	0	1	4	0	6	36	0	0	0	10	0	1	251	481	0	757	0	39	0	0	0	0	5	0	1	1	3	93	0	0	0	41	0	0	5833	15	47	48	8	0	0	0	3	45	0	0	283	0	0	0	1
PSM7J19R	2115	76	70	336	84	3	1	391	0	128	44	13	0	43	1	9	1133	185	0	245	0	0	85	70	13	2	0	1	0	2	7	0	0	24	6	5	0	18	58	0	30	136	0	0	0	12	3	11	387	120	0	1567	0	21	0	8	2	0	17	4	21	1	10	209	24	0	0	92	1	0	1215	6	4	26	7	0	0	1	26	65	0	1	562	0	0	0	1
PSM7J19T	60	27	32	411	62	1	3	410	0	88	54	103	0	124	0	9	282	420	0	277	0	0	1	6	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	9	0	0	0	18	0	0	379	51	0	477	0	27	0	0	0	0	1	0	9	0	2	132	8	0	0	55	0	16	5720	13	155	22	0	0	0	0	11	12	0	0	283	0	0	1	1
PSM7J19Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	1	115	0	48	370	0	507	137	0	993	0	0	0	0	0	0	0	138	0	0	0	0	0	1215	0	0	357	553	0	17	7	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	841	0	19	3	8	888	22	177	553	1802
PSM7J1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	469	0	0	0	0	67	2	14	308	0	759	194	0	546	0	0	0	0	0	0	0	755	0	0	0	0	0	1544	0	2	138	425	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1784	0	205	5	6	834	38	58	668	716
PSM7J1A4	0	0	0	2	0	0	0	0	0	7	7	0	117	5	62	0	39	134	0	2	0	0	748	0	0	0	13	28	2	26	260	0	111	86	0	290	4	0	13	0	7	21	0	397	0	0	0	7	110	750	16	186	117	1431	0	0	0	0	0	0	0	0	3	0	0	3	11	0	0	5	0	0	50	5	0	0	0	1688	2	65	12	2	1170	13	110	457	1236
PSM7J1A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5901	203	0	0	0	0	0	0	0	131	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	160	0	8	2	0	2	0	509	10	1645
PSM7J1A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	11	44	37	73	0	0	22	0	177	0	0	0	0	0	0	0	1396	0	0	0	0	0	0	0	0	67	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5973	4	0	0	0	146	0	30	9	0	574	0	100	25	948
PSM7J1DF	176	299	287	1004	156	0	0	875	0	71	89	255	0	264	2494	2	559	230	1	0	8	8	0	72	1	0	0	0	0	0	0	2	0	0	0	0	7	0	14	281	2	6	4	8	0	0	21	1	381	0	0	443	1	0	0	0	0	0	0	0	0	2	8	112	57	224	85	0	0	6	0	10	0	18	18	0	51	7	7	0	0	0	226	0	0	0	0
PSM7J1DL	80	135	212	722	120	2	2	525	0	385	203	130	0	130	2169	0	857	369	0	0	28	4	0	23	0	1	0	0	0	0	0	0	0	0	1	0	1	0	12	24	2	3	8	41	21	1	15	0	241	0	3	549	1	0	0	0	0	0	0	0	1	2	0	221	80	624	302	0	0	11	0	16	0	26	12	0	75	0	3	9	0	0	396	0	0	0	0
PSMA265D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	2	0	0	7	0	0	6	0	44	0	0	0	0	2	0	0	29	5	0	0	0	2193	0	0	2936	13	137	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	35	4165	161	0	0	0	13	0	15	0	1	22	2	29	24	76
PSMA265F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	59	0	0	0	0	6	0	1	55	0	1	85	0	192	0	0	0	0	3	0	4	56	0	0	0	0	315	0	0	7353	60	75	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	19	364	686	0	0	0	82	0	28	4	0	317	0	14	43	36
PSMA265H	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	58	0	0	0	0	14	0	8	82	0	12	17	0	114	0	0	0	0	0	0	3	35	10	0	0	0	4076	0	0	3637	33	11	17	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	958	65	0	0	0	345	0	82	28	3	78	0	33	34	90
PSMA265J	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	251	0	0	0	0	3	0	4	7	0	0	37	0	122	0	0	0	0	1	0	2	2	0	0	0	0	1227	0	0	5123	44	6	8	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	37	2259	104	0	0	0	308	0	106	14	12	52	0	40	45	95
PSMA265J_TR	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	251	0	0	0	0	3	0	4	7	0	0	37	0	122	0	0	0	0	1	0	2	2	0	0	0	0	1227	0	0	5123	44	6	8	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	37	2259	104	0	0	0	308	0	106	14	12	52	0	40	45	95
PSMA265L	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	138	0	0	0	0	36	0	56	153	0	20	91	0	436	0	0	0	0	6	0	0	65	0	0	0	0	336	0	0	4360	104	228	78	0	56	2	0	0	1	0	0	0	0	0	0	0	0	0	0	20	1224	839	0	0	0	164	0	88	7	1	586	0	59	100	377
ESM5GEZ1_P	0	0	0	0	0	0	0	0	0	0	0	3086	0	0	0	0	1138	233	0	0	0	0	0	0	0	9	0	4	10	0	98	1	1	66	10	221	0	0	0	574	0	0	1	252	0	12	0	0	1515	0	0	1178	16	64	0	0	0	1	0	0	0	0	0	0	3	0	0	1	5	0	0	6	282	20	0	0	0	2	0	6	0	0	3	69	14	204	129
HSM5MD8H_P	14	34	25	0	78	28	0	203	0	0	0	0	1870	852	2031	0	0	0	0	0	0	0	4	8	0	10	0	0	0	0	0	0	0	0	18	0	0	0	0	28	1	125	0	1	0	19	13	34	2253	0	0	1515	0	7	0	0	21	4	4	0	34	1	0	0	6	0	0	0	4	0	0	26	0	23	0	0	264	33	13	93	0	0	181	4	1	4	8
MSM6J2JH_P	0	12	9	114	81	0	2	128	39	57	102	83	326	49	0	84	159	141	1	402	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	130	0	0	219	72	8	899	0	0	0	0	2	0	8	0	0	8	1	71	7	0	0	97	0	0	5296	27	105	64	0	0	48	0	8	5	0	0	770	0	0	0	0
HSM5MD8D_P	126	1	46	230	0	0	4	155	0	11	1	0	0	3	19	88	157	166	0	0	2	31	3	27	0	76	0	0	0	0	0	0	0	0	16	0	0	0	0	308	0	0	2	0	0	9	1	9	0	242	4	2171	0	8	3	0	0	0	3	0	0	3	0	0	41	134	0	0	0	0	5701	11	0	0	26	0	0	0	6	8	0	0	92	0	0	0	0
HSM6XRQC_P	0	0	0	0	0	0	0	0	0	0	0	5658	0	211	686	87	0	86	0	0	0	0	4	0	0	0	1944	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	80	13	0	0	0	248	0	0	0	0	39	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	150	0	29	0	8	6	30	39	602	0
HSM5MD6O_P	0	20	432	501	0	0	0	307	0	0	0	0	0	355	1894	0	2636	865	36	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	69	0	0	4	0	0	95	0	0	49	0	0	342	2	17	0	0	0	0	0	0	0	3	0	0	10	0	0	2139	0	0	0	8	0	16	20	0	0	0	1	15	0	0	9	2	13	96	34
HSM6XRT6_P	147	80	28	0	0	1	0	489	0	1	0	1	0	107	23	56	259	410	0	0	291	273	20	773	7	262	0	5	3	0	28	7	0	16	72	38	173	0	58	144	2	96	0	1587	0	201	228	0	184	0	34	783	4	132	38	0	0	6	4	16	5	19	0	0	45	0	146	0	168	0	0	11	35	4	2	0	184	0	85	90	13	17	1582	0	1	3	10
HSM6XRTA_P	529	1	73	378	0	5	0	914	0	13	2	2	0	69	84	112	267	388	0	0	30	65	113	64	1	82	0	2	1	0	3	4	0	8	232	1	13	0	0	2660	9	21	0	34	0	117	41	24	0	14	29	1153	5	0	5	0	2	2	5	20	12	15	0	0	71	93	0	2	0	7	1290	136	392	68	0	0	0	14	19	0	0	0	173	0	0	0	1
HSM6XRSZ_P	72	284	620	0	0	0	8	1432	0	28	0	2	0	242	168	171	420	1260	3	0	20	8	2	98	1	69	0	0	4	0	13	0	0	15	14	7	37	0	33	86	4	24	0	104	0	18	1	0	166	0	91	796	21	10	5	0	0	0	1	7	0	30	0	0	148	0	576	62	39	0	0	0	0	12	0	14	346	0	17	51	1	2	488	0	2	4	10
HSM6XRTC_P	140	1	95	473	0	2	0	124	0	17	1	0	0	5	10	388	351	197	0	0	5	53	0	103	1	224	0	0	0	0	2	0	0	0	8	0	3	0	0	1876	6	6	0	3	8	1	8	0	0	113	32	1988	0	0	0	0	0	0	0	0	5	0	3	0	30	185	0	0	2	0	3225	47	0	11	0	0	0	3	2	17	0	0	70	0	0	0	0
HSM5MD6S_P	0	12	254	583	0	0	0	320	0	1	0	0	0	616	1333	0	1753	988	46	0	12	0	5	0	0	0	31	0	0	0	0	0	0	0	59	0	0	0	3	89	0	23	0	12	4	26	7	0	318	3	0	2972	12	2	3	0	0	0	6	2	0	6	10	0	50	0	0	226	0	0	0	7	2	107	0	0	0	0	5	14	0	0	38	3	1	11	11
HSM67VDX_P	0	31	201	701	51	4	0	708	28	536	0	150	0	130	1308	88	41	1	15	0	0	0	406	22	1	5	17	0	0	0	54	2	0	9	78	0	97	1	152	0	30	142	0	60	4	45	34	4	729	0	0	104	4	2	5	0	0	195	193	2	2	3	0	72	59	276	404	0	11	0	0	56	6	10	0	0	0	689	49	1640	0	0	234	0	0	0	0
HSM6XRT4_P	103	284	644	0	0	0	0	1192	0	4	0	801	0	288	38	204	452	894	6	0	4	30	4	125	1	11	0	1	5	0	10	1	1	19	4	42	42	0	38	120	69	53	0	1773	0	5	7	0	53	0	6	296	3	10	4	0	0	0	11	4	0	10	0	0	11	0	413	186	5	0	0	13	0	82	0	24	0	4	12	125	18	4	239	1	3	7	8
HSM67VDR_P	0	0	0	345	32	6	0	36	0	47	50	12	1153	618	915	0	255	1680	86	0	1	20	18	2	0	0	5	0	0	1	0	0	0	0	1	0	6	2	11	24	14	17	0	5	2	4	4	0	220	2	4	717	0	255	0	0	0	0	9	0	3	0	12	0	10	0	232	310	0	6	0	7	797	943	0	0	0	8	11	45	0	0	252	1	3	12	14
CSM79HGR_P	824	0	705	499	3	0	0	361	140	0	0	153	2361	60	0	736	0	1503	1	0	0	0	0	11	0	33	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	130	0	0	113	54	0	406	0	15	1	0	18	0	177	0	0	1	3	0	11	8	0	479	13	0	0	15	229	48	183	0	0	0	1	20	0	0	641	0	0	1	1
MSM6J2PQ_P	0	1	11	118	21	21	0	263	1	0	0	0	0	18	193	33	87	554	17	130	1247	82	49	35	0	0	0	7	0	11	3	0	0	0	30	0	24	119	75	0	78	390	0	0	0	299	813	47	459	0	129	608	0	10	41	0	29	0	0	35	66	7	61	0	1	7	460	0	42	13	0	59	134	194	0	0	4	0	103	128	0	31	1662	0	4	58	38
MSM79H52_P	0	28	120	709	220	5	2	649	0	20	120	0	0	128	0	12	46	187	0	908	0	0	206	5	0	0	0	3	0	0	0	0	0	0	55	0	0	0	0	0	0	0	6	3	0	13	0	0	158	22	0	31	0	0	0	0	0	0	8	25	7	9	0	0	44	786	0	0	0	0	0	13	0	0	0	0	4114	0	1	161	0	3	893	0	0	0	0
HSM67VG6_P	91	83	344	530	0	0	4	398	0	1	0	953	0	346	719	45	873	308	7	0	0	9	193	34	0	2	2	0	1	1	2	0	0	7	67	3	69	0	26	0	33	95	0	214	0	8	10	0	144	0	56	860	15	5	1	0	0	0	27	21	0	21	0	0	79	0	478	0	1	1	0	84	1	83	0	75	278	9	53	101	27	4	441	4	3	45	12
CSM7CZ2F_P	17	139	277	655	0	0	0	555	0	1	0	32	0	171	830	59	619	453	4	0	0	4	6	42	0	0	0	0	1	3	3	0	0	27	40	2	5	0	6	0	1	30	0	45	0	20	0	0	375	0	40	388	10	0	0	0	45	0	1	1	0	12	6	0	0	0	436	0	0	0	0	0	0	0	2	38	97	0	0	23	0	0	271	0	0	0	0
PSM7J19X_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	0	0	0	0	203	0	0	2940	0	1605	732	0	657	0	0	0	0	0	0	0	460	0	0	0	0	0	532	0	4	341	682	0	4	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	1307	0	6	14	26
HSM7CZ2L_P	24	59	113	276	0	0	0	718	0	0	0	6	0	54	93	50	1392	280	0	0	0	54	15	121	0	0	4	0	2	0	11	0	0	22	19	3	5	0	11	0	6	85	0	174	11	0	9	0	316	0	34	2974	3	11	0	0	0	0	9	6	0	12	31	0	31	0	187	0	0	0	0	17	0	1	0	106	39	0	10	39	36	32	312	0	0	5	12
HSM7CYYV_P	428	8	176	431	0	0	6	248	0	9	1	0	0	19	47	140	227	134	0	0	14	6	18	67	0	2	0	0	0	0	0	0	0	0	41	0	4	0	0	874	0	0	6	0	7	21	0	10	0	74	0	1599	0	4	11	0	0	0	0	0	0	13	0	0	73	155	0	0	0	0	4354	4	0	4	190	0	0	0	0	18	0	0	461	0	0	0	5
HSM7CYYR_P	107	9	399	514	0	0	0	950	0	25	14	71	0	94	47	1216	265	368	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	405	7	6	0	0	0	1	0	8	0	0	3	141	0	5	0	0	0	0	6	0	0	4	16	162	28	1049	0	10	0	0	3367	21	0	7	0	0	0	0	11	4	0	0	40	0	0	0	0
PSM6XBTZ_P	9	193	73	683	111	0	0	244	0	97	216	2	0	73	2587	1	1612	658	0	0	71	6	0	25	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3	30	0	2	0	0	0	0	8	0	406	0	0	294	0	0	0	0	0	0	0	0	0	1	0	146	43	394	200	0	1	0	0	1	6	6	19	0	53	0	3	3	0	0	531	0	0	0	0
HSM7CZ2J_P	95	192	456	512	0	0	10	290	0	0	0	1	0	129	296	61	1047	382	0	0	0	8	12	302	3	0	0	0	3	0	8	0	0	4	67	6	16	0	11	0	0	5	20	462	0	0	4	0	100	0	6	98	11	0	2	0	0	0	0	21	0	25	11	0	93	0	289	22	0	0	0	0	0	0	5	49	50	0	2	8	2	3	642	0	0	0	0
MSM79HCN_P	1779	0	0	1910	211	0	3	0	0	2502	0	0	0	0	0	1812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	3	0	0	184	0	0	16	0	12	870	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0	94	0	17	0	0	0	0	0	5	0	0	57	7	1	11	9
HSMA33J1_P	0	0	97	886	169	0	1	0	0	3	0	0	29	117	1488	168	134	995	78	210	122	0	1	7	48	0	1	0	0	0	16	0	0	0	3	0	0	1	2	0	18	16	0	6	0	0	11	0	159	0	51	2441	13	0	0	0	0	9	30	0	0	17	0	195	74	0	216	0	0	4	59	19	84	24	0	10	0	0	12	78	0	0	332	0	0	0	0
HSM5MD8L_P	41	1	32	303	0	0	0	136	0	9	1	1	0	4	25	101	117	81	0	0	5	4	1	9	0	36	0	0	0	0	0	0	0	0	15	0	0	0	0	180	0	2	5	0	0	11	0	1	0	424	10	1528	0	5	1	0	1	0	12	0	0	2	2	0	29	129	0	0	0	0	6428	10	0	0	99	0	0	9	4	2	0	0	94	0	0	0	1
MSM6J2JF_P	3336	92	2	11	0	1	0	313	24	38	5	133	3	727	20	243	932	1104	107	0	190	59	24	1	0	15	22	1	2	1	15	0	3	14	21	4	30	0	0	72	8	11	0	125	7	1	13	14	249	8	0	241	62	2	0	4	0	0	6	8	0	16	0	53	191	48	264	0	2	2	101	6	26	14	0	0	136	8	10	75	0	1	600	11	2	52	25
HSM5MD8B_P	322	2	80	402	0	0	0	265	0	13	1	1	0	6	103	184	173	117	0	0	74	279	32	44	0	131	0	1	2	0	4	1	1	1	46	2	4	0	0	1092	13	14	0	22	0	29	6	16	0	509	28	891	3	6	10	0	3	0	6	0	1	9	0	40	102	148	0	0	0	1	4474	29	0	0	1	0	0	5	5	16	0	0	113	0	0	2	1
