	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiaceae_bacterium_JC118	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprobacillus_unclassified	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Eggerthella_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
HSM67VEI	0	0	0	0	0	0	4	0	0	0	0	0	0	0	281	0	0	0	0	921	1	0	0	0	1	1	0	0	0	4	0	0	0	0	6	0	0	0	14	0	0	0	0	0	68	0	0	0	0	17	9	21	10	0	1062	0	0	4971	2	59	0	0	0	0	1	0	3	6	92	0	27	27	508	0	0	0	0	23	1064	243	0	0	149	0	18	33	2	4	20	302	4	3	2	15
HSM67VEK	0	0	0	0	0	0	3	0	0	0	0	0	0	0	152	0	0	0	0	224	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	32	0	0	0	0	3	0	18	4	0	958	0	0	6350	3	19	0	0	1	0	0	0	2	1	69	0	15	50	308	0	0	1	0	19	349	772	0	0	160	0	3	16	13	19	14	198	25	13	20	143
HSM67VEM	10	0	0	0	0	0	2	1	5	0	0	0	0	0	366	0	0	0	0	1318	0	0	0	0	6	9	0	0	0	0	0	0	0	0	7	0	0	0	13	0	0	0	0	0	251	0	0	0	0	1	0	23	13	0	1008	0	0	5263	8	9	0	0	2	0	0	0	1	10	30	0	44	104	588	0	0	2	0	8	225	175	0	0	76	0	5	11	7	7	29	311	8	3	10	28
HSM67VEM_TR	14	0	0	0	0	0	0	1	3	0	0	0	0	0	292	0	0	0	0	981	0	0	0	0	2	10	0	0	0	4	0	0	0	0	5	0	0	0	15	0	0	0	0	0	476	0	0	0	0	4	0	15	4	0	1157	0	0	5695	10	12	0	0	2	0	0	0	1	9	8	0	28	64	398	0	0	7	0	7	223	178	0	0	73	0	3	12	5	6	38	188	9	3	15	22
HSM67VF9	0	0	0	0	0	0	0	0	0	0	101	1	0	0	4949	103	1	1	13	54	2042	0	0	2	0	77	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2156	228	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	209	48	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
HSM67VFD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6487	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3471	0	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	1	0
HSM67VFF	0	0	0	0	0	0	0	41	1	0	0	0	1	0	4146	0	571	1	0	1209	1834	0	0	0	0	0	279	19	0	0	14	42	0	0	135	19	1	4	2	9	0	4	0	13	0	14	0	0	0	249	124	26	0	0	0	0	0	1	21	0	0	0	0	0	0	7	0	71	0	0	82	0	35	195	0	4	0	2	397	0	0	0	0	197	0	89	2	0	137	0	0	2	0	0
HSM67VFH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2491	0	408	2	0	310	1838	0	0	0	0	69	56	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2127	1074	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	340	1227	0	0	0	0	0	0	0	0	0	0	0	4	13	0	1	0	0	0	0	0
HSM67VFJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3815	0	645	0	0	561	777	0	0	0	0	41	423	28	0	0	0	0	0	0	54	0	0	0	0	0	3	0	0	24	0	0	0	0	0	1591	441	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0	0	8	0	0	50	0	753	685	0	0	0	0	0	0	0	0	0	34	0	35	5	1	20	0	0	0	0	0
HSM67VHB	47	147	0	226	2	0	0	0	0	0	7	0	0	0	3044	6	657	1479	398	962	7	269	1	0	0	0	0	0	40	0	0	0	1	0	151	0	0	1	0	13	0	0	0	3	119	0	2	2	0	1	3	0	5	3	705	0	0	198	0	0	4	0	0	0	46	0	1	7	0	0	21	0	2	805	50	0	7	2	297	57	0	17	0	0	3	48	0	0	134	0	0	0	0	0
HSM67VHD	1455	314	0	634	0	0	2	1	1	0	0	0	0	0	1651	0	442	1312	214	1133	0	132	0	0	0	2	0	0	46	0	0	2	1	8	187	0	0	0	0	26	0	0	0	66	70	0	2	0	0	4	0	0	2	13	278	0	0	260	3	0	3	1	0	1	27	0	2	11	0	0	52	0	0	1080	44	0	0	1	72	53	0	32	0	0	2	118	1	10	229	0	0	0	0	0
HSM67VHF	242	95	0	356	1	0	1	0	0	0	0	0	5	0	1503	0	556	2552	528	1240	0	324	0	0	0	1	0	0	19	0	0	0	0	0	147	0	0	0	0	5	0	0	1	22	44	0	1	2	0	0	2	0	1	1	574	2	0	357	1	0	3	0	0	0	16	0	1	4	0	0	34	0	2	989	23	0	0	3	43	14	0	33	0	0	3	58	0	0	189	0	0	0	0	0
HSM67VHH	1788	72	0	412	0	0	1	0	2	0	0	0	0	0	2825	0	343	1645	186	408	0	71	0	0	0	7	0	0	18	12	2	3	0	0	239	0	6	3	0	17	0	0	12	51	96	0	9	0	1	0	0	0	40	5	631	0	0	97	0	0	4	0	0	0	19	0	2	12	0	0	55	0	0	446	25	0	0	5	20	8	0	66	0	0	9	130	0	0	197	0	0	0	0	0
HSM67VHJ	27	103	0	224	2	1	2	0	0	0	5	0	1	1	3569	0	1191	1367	481	548	1	269	0	0	0	1	0	0	17	0	0	0	0	0	57	0	0	0	0	1	0	0	1	33	16	0	3	0	0	0	1	0	26	3	243	2	0	182	0	0	0	0	0	0	61	0	3	1	0	0	12	0	1	863	19	0	0	6	473	42	0	16	0	0	6	20	0	0	102	0	0	0	0	0
HSM67VHK	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	2076	15	0	5	3706	0	0	0	0	0	0	0	0	0	0	31	0	0	52	0	0	440	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	102	9	0	0	19	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	9	0	2535	7	0	0	0	0	0	0	321	0	64	0	0	30	0	71	97	9	0
HSM67VHQ	0	22	0	0	428	41	0	0	3	0	1994	0	0	0	66	0	693	1	0	1175	2179	30	0	0	0	10	27	4	33	0	0	0	0	3	0	0	0	0	0	0	1	0	0	41	273	19	18	0	0	0	0	4	0	4	480	2	0	944	2	2	1	0	0	0	4	0	0	4	0	110	16	324	530	261	1	3	1	88	0	0	0	0	0	40	9	74	0	0	33	0	0	0	0	0
HSM67VHS	0	55	0	0	870	115	0	0	0	0	2698	0	0	0	5	0	693	3	0	609	2519	38	0	0	0	10	31	5	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	46	4	0	14	0	0	0	6	0	8	247	21	0	1085	0	24	0	0	0	0	1	0	0	3	0	177	11	106	446	0	0	0	1	71	0	10	0	0	0	4	6	15	0	0	18	0	0	0	3	3
HSM67VHW	0	95	0	0	708	75	0	0	0	0	1524	0	0	0	20	0	639	0	0	629	2393	23	0	0	0	12	56	10	23	181	0	0	0	3	0	0	0	0	0	0	0	0	0	10	167	2	1	0	0	2	0	10	0	2	76	6	0	1575	1	336	5	0	0	0	1	0	0	5	0	203	7	79	916	0	0	2	0	38	0	0	0	0	0	3	2	40	0	0	66	0	19	0	20	13
HSM67VI1	0	54	0	1	808	105	0	0	0	0	1261	0	0	0	182	139	839	70	5	1331	2412	7	3	27	10	5	78	15	37	0	1	2	1	1	79	0	0	0	0	1	30	0	5	24	6	11	19	0	0	16	12	18	1	6	325	3	3	677	0	72	1	1	0	0	3	0	2	8	0	118	0	148	681	0	2	2	4	2	6	27	0	0	0	28	11	43	30	19	118	32	0	0	3	6
HSM67VID	0	0	0	33	271	14	0	0	0	8	356	0	45	7	46	0	5	1	179	329	273	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	4	7	0	72	20	2	0	8	1	1274	0	635	0	27	0	0	0	0	5	0	0	3	0	47	9	0	201	0	0	12	5643	21	0	0	83	0	0	0	5	14	0	0	312	0	0	0	0	0
HSM67VIF	2	0	0	62	396	15	0	0	0	34	559	0	31	7	32	0	4	0	187	419	214	5	0	0	0	0	36	5	0	0	0	0	0	0	0	0	0	0	12	0	2	0	1	0	0	12	3	0	0	37	0	40	0	28	11	208	1	1139	4	23	0	0	0	0	29	0	0	9	10	61	38	0	270	0	0	0	5325	28	0	0	21	0	1	0	4	53	0	0	625	0	0	0	0	0
HSM67VIL	0	0	0	0	2	0	0	0	0	0	103	0	46	0	0	1	9	7	78	213	355	1	0	0	0	0	18	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	3	1	0	14	0	0	0	10	23	0	2	742	0	0	0	0	0	0	2	0	0	1	0	0	3	0	505	0	0	0	7682	0	1	0	3	0	0	0	1	2	0	0	156	0	0	0	0	0
HSM6XRQB	0	0	0	0	0	0	12	42	21	0	634	0	0	0	0	388	2657	0	0	581	247	37	0	0	0	0	0	0	0	0	0	31	3	0	424	3	14	430	0	364	0	1	0	2	0	13	18	0	0	0	0	0	140	469	3	0	0	11	13	0	0	0	0	0	34	30	13	112	0	0	33	1	0	2	0	0	0	38	0	481	0	0	0	1601	11	315	0	0	770	0	0	0	0	0
HSM6XRQI	0	0	0	0	0	0	0	75	0	0	433	0	0	0	0	95	1547	0	0	2462	1722	1	0	0	0	38	0	0	0	0	0	14	37	0	152	18	11	80	0	869	0	0	0	0	88	5	0	0	0	0	59	2	0	4	0	0	0	0	0	0	0	0	0	0	12	105	0	185	44	0	152	0	0	445	0	0	0	0	103	0	0	0	0	177	0	91	2	16	531	0	22	395	6	0
HSM6XRQK	10	0	0	0	0	0	0	20	0	0	694	0	0	0	0	365	1429	0	0	3002	1285	6	0	0	0	0	0	0	0	0	0	21	16	0	52	4	16	21	1166	360	0	0	0	0	0	11	0	0	0	0	2	6	0	3	6	0	0	4	0	0	0	0	0	0	0	10	0	128	5	0	0	0	0	20	0	0	0	52	196	0	0	0	0	472	0	109	0	3	415	0	10	48	33	0
HSM6XRQM	1	0	0	0	1691	0	0	3	0	0	831	1	366	0	100	452	1435	2	0	1975	1696	67	0	0	0	2	0	0	0	0	0	1	9	0	19	0	0	0	181	0	0	0	0	0	0	7	13	0	0	0	16	1	0	0	38	0	0	26	0	0	0	0	4	0	1	0	0	47	0	0	108	0	0	378	0	7	0	6	244	68	0	0	0	65	0	18	0	1	102	0	0	17	0	0
HSM6XRQO	0	0	0	0	745	0	0	0	0	0	572	0	1	0	420	903	1576	3	0	1545	1800	18	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	55	0	1	0	0	0	0	25	20	0	0	77	41	0	1	0	432	0	0	227	0	1	0	0	2	0	0	0	0	14	2	0	52	0	0	308	0	4	0	50	734	32	0	0	94	38	0	4	1	0	64	0	2	116	0	0
HSM6XRR3	176	118	0	42	1	0	0	0	0	0	0	0	0	0	2478	0	653	2603	719	220	0	592	0	0	0	0	0	0	20	0	0	0	1	0	156	0	3	0	0	24	0	0	0	3	63	0	4	1	0	6	0	0	0	11	47	0	0	333	0	0	2	0	0	0	8	0	0	0	5	0	21	0	0	1246	37	0	0	21	1	32	0	1	0	0	2	36	0	0	312	0	0	0	0	2
HSM6XRRV	0	0	0	68	406	0	42	0	0	5	236	0	0	0	97	0	21	0	99	700	1027	90	0	0	0	53	252	54	38	0	0	2	0	0	114	1	0	0	5	0	0	0	0	21	1624	73	25	0	10	530	0	0	7	16	1088	0	0	1797	6	12	0	0	105	2	501	2	18	9	0	55	14	0	138	0	41	0	0	0	0	24	0	0	323	6	16	67	0	0	144	0	0	3	4	10
HSM6XRS2	0	0	0	7	150	0	14	0	0	0	83	0	0	0	87	0	9	3	29	272	388	35	0	0	0	23	43	10	31	0	0	20	0	0	47	0	0	0	66	1	0	0	0	26	5681	55	30	0	1	334	2	0	24	0	463	0	0	962	0	16	0	0	0	68	274	15	6	4	0	0	0	0	107	0	34	0	0	1	0	8	1	0	65	20	6	185	0	0	291	0	0	0	0	3
HSM6XRS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	10	908	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1872	3338	0	0	0	0	0	0	2	0	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	160	0	2779	0	0	0	0
HSM6XRS6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	590	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4366	0	0	0	0	0	0	0	0	0	2429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	1984	0	0	0	0
HSM6XRS8	0	0	0	0	0	0	0	0	0	0	36	0	45	0	0	0	0	254	0	123	488	0	0	754	171	1734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	212	0	0	0	36	0	0	287	0	2179	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	3237	105	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	41
HSM6XRSE	0	0	0	0	53	4	0	0	0	0	301	0	1	0	3151	8	180	6	666	128	218	1	0	0	0	111	4	0	0	0	0	6	0	15	4	0	4	20	0	74	70	0	0	1	69	0	0	0	0	108	0	0	0	0	23	0	0	49	15	42	0	0	0	0	23	0	0	0	0	0	2	10	55	84	0	0	0	0	177	0	0	0	0	138	0	48	4	1	15	2686	39	28	322	1036
HSM6XRSG	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	4142	0	0	0	0	107	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	0	0	0	0	4394	0	0	0	0	0	0	0	6	0	188	0	0	15	0	0	0	0	0	29	0	0	0	0	8	0	0	0	0	0	0	0	0	0	57	0	26	9	0	0	0	0	0	0	0
HSM6XRSI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2404	0	0	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	908	0	0	0	23	5804	0	0	0	0	0	0	0	2	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	148	0	88	57	14	7	0	0	0	0	0
HSM6XRSN	0	67	0	0	669	100	4	0	0	0	2384	0	0	0	183	0	775	1	0	598	2816	43	0	0	0	8	22	3	18	0	0	0	0	1	0	0	0	0	0	1	0	0	1	17	103	12	13	0	0	6	0	16	0	4	455	9	0	516	0	3	1	2	0	0	6	0	5	3	0	109	15	197	429	0	0	0	0	8	166	99	0	0	0	28	5	57	0	0	23	0	0	0	1	0
HSM6XRST	0	11	0	0	127	28	2	0	2	0	2504	0	0	0	629	0	950	0	0	577	1805	117	0	0	0	70	11	1	15	0	0	0	0	22	0	0	0	0	0	0	2	0	2	11	127	13	11	0	0	0	1	12	1	4	281	0	0	1381	0	123	2	0	0	0	1	0	5	2	0	50	12	257	428	191	0	0	0	6	0	51	0	0	0	45	15	30	0	1	22	0	6	0	28	7
HSM6XRUV	421	194	0	547	0	0	0	0	0	0	1	0	0	0	1873	1	435	2376	332	1220	1	225	0	0	0	0	0	0	35	0	0	1	0	0	130	0	0	0	0	4	0	0	0	13	34	0	3	0	0	0	0	0	7	5	314	0	0	180	0	0	2	0	0	0	30	0	1	9	0	0	20	0	0	889	43	1	14	0	139	36	0	23	0	0	3	40	0	0	393	0	0	0	0	0
HSM6XRVM	0	0	0	45	436	0	122	0	0	10	82	0	0	0	35	0	54	2	6	955	577	54	0	0	0	869	64	15	36	0	0	10	13	0	93	11	0	0	18	10	0	0	19	165	1227	58	12	0	27	0	9	0	388	40	1253	30	0	1591	36	0	0	1	0	0	4	6	47	20	132	0	44	0	322	0	37	7	0	0	0	0	2	0	36	6	68	61	1	3	832	0	0	0	0	1
HSM6XRVO	0	0	0	16	106	0	29	0	5	0	57	0	0	0	103	0	21	0	11	545	810	22	0	0	0	61	10	1	12	36	0	0	0	0	7	0	0	0	0	0	0	0	0	51	396	83	8	0	0	132	3	0	39	18	2032	0	0	4525	0	22	0	0	0	3	46	0	12	0	117	0	23	0	469	0	14	0	0	0	0	3	0	0	0	14	7	90	0	0	38	0	0	0	0	3
HSM6XRVU	0	0	0	88	592	0	35	0	0	10	102	0	1	0	47	0	32	3	8	1100	917	80	0	0	0	80	197	48	18	187	0	4	76	0	489	3	0	18	17	10	0	0	0	14	2437	76	50	0	1	53	30	0	19	26	15	0	0	1327	7	0	0	1	0	2	135	11	0	7	0	78	33	0	204	0	26	0	0	0	0	24	0	0	493	9	15	51	0	0	697	0	0	0	0	0
HSM6XRVW	0	0	0	75	200	0	247	0	0	0	43	0	0	0	681	0	45	0	67	710	677	36	0	0	0	109	61	15	5	1	0	0	0	0	9	0	0	0	6	0	0	5	0	76	835	92	67	0	2	2894	593	0	115	70	1032	0	0	177	0	118	0	0	0	14	87	0	3	0	0	63	1	0	47	0	5	0	0	0	0	0	1	0	3	74	22	466	6	0	58	0	6	72	5	0
HSM7CYX2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	23	0	3	0	3	86	3	0	0	0	3	7	0	0	0	8485	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	34	7	0	91	0	0	598	0	44	0	0	0	0	0	0	1	1	12	0	4	10	42	0	0	1	0	8	161	25	0	0	4	0	3	4	5	8	2	296	2	4	4	6
HSM7CYX4	252	0	0	0	0	0	11	1	0	0	0	0	0	0	792	0	0	0	0	3175	0	0	0	0	2	8	0	0	0	5	0	0	0	1	4	0	0	0	38	0	0	0	0	0	226	0	0	8	0	0	1	14	12	0	701	0	1	1389	14	5	0	0	0	0	0	0	13	19	2	0	93	449	1693	0	0	0	0	15	476	122	0	0	126	1	4	10	0	0	52	248	4	2	9	3
HSM7CYX6	14	0	0	0	0	0	5	0	0	0	0	0	0	0	571	0	0	0	0	1515	0	0	0	0	6	8	0	0	0	1	0	0	0	10	3	0	0	0	14	0	0	0	0	0	200	0	0	3	0	0	0	85	11	0	2217	0	4	2040	11	260	0	0	0	0	2	0	4	8	117	0	82	131	906	0	0	0	0	13	671	260	0	0	157	2	11	45	26	35	28	262	54	8	42	156
HSM7CYX8	38	0	0	0	0	0	4	4	0	0	0	0	0	0	661	0	0	0	0	1625	1	0	0	0	5	13	0	0	0	3	0	0	0	5	11	0	0	0	7	0	0	0	0	0	740	0	0	1	0	0	17	24	28	0	1401	0	4	3076	35	6	0	0	0	0	0	0	4	19	0	0	81	103	946	0	0	0	0	22	457	291	0	0	56	0	11	57	7	4	43	171	4	1	9	2
HSM7CYXA	33	0	0	0	0	0	9	8	11	0	0	0	0	0	605	0	0	0	0	2297	0	0	0	0	43	19	0	0	0	0	0	0	0	1	10	0	0	4	6	0	0	0	0	0	689	0	0	0	0	31	0	285	6	0	811	0	0	3987	18	26	0	0	0	0	0	0	4	17	0	0	54	134	80	10	0	0	0	23	347	141	0	0	56	0	5	22	28	19	49	79	16	1	14	1
HSM7CYXC	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1738	0	0	0	0	1745	0	0	0	0	6	6	0	0	0	0	0	0	0	4	3	0	0	0	43	0	0	0	0	0	77	0	0	3	0	23	7	9	6	0	474	0	0	3074	6	141	0	0	12	0	0	0	1	6	5	0	43	276	734	0	0	0	0	16	608	69	0	0	5	7	3	25	19	10	5	586	8	12	32	147
HSM7CYXQ	0	293	0	0	1274	288	0	0	0	0	1326	0	1	0	2	0	1133	1	0	773	1956	75	0	0	0	13	20	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	256	7	0	2	0	0	0	22	0	0	96	135	0	301	0	17	0	0	0	0	0	0	0	6	0	214	10	215	1074	0	0	4	0	10	292	8	0	0	0	17	4	38	1	10	14	0	29	1	27	2
HSM7CYXS	0	146	0	0	752	190	0	0	1	0	1932	0	0	0	2	0	816	1	0	676	1466	35	0	0	0	9	36	7	62	1	0	0	0	3	0	0	0	0	0	0	0	0	0	9	123	16	3	0	0	7	0	22	1	3	177	109	0	925	0	62	1	0	0	0	2	0	1	4	0	148	10	198	826	0	1	0	0	1	1118	12	0	0	0	1	5	44	0	0	33	0	0	0	0	1
HSM7CYY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2140	0	1747	1	0	2124	1520	0	0	0	0	0	106	7	0	0	1	3	6	0	294	2	195	0	2	0	0	0	0	4	0	0	0	0	0	511	1	0	0	0	0	0	0	2	6	2	0	0	0	0	0	0	0	20	0	0	0	0	155	1118	0	0	0	0	0	0	0	0	0	0	0	2	0	0	28	0	0	0	0	0
HSM7CYY5	0	24	0	1	275	33	0	16	0	0	517	0	10	0	2364	76	2167	47	3	827	1337	6	1	8	5	1	70	8	10	0	26	28	15	9	78	2	0	8	3	5	11	1	0	18	2	4	8	0	0	176	12	7	1	0	149	0	1	322	8	37	0	0	0	0	2	0	0	35	0	44	48	73	618	39	0	19	3	0	97	11	0	0	0	76	3	49	17	10	91	11	5	2	5	4
HSM7CYY7	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1502	0	1362	0	0	4306	114	0	0	0	0	1	179	14	0	0	10	13	30	3	88	6	105	4	27	40	3	0	0	18	0	0	114	0	0	116	0	0	0	0	34	0	0	5	7	0	0	0	8	0	1	3	0	65	0	0	0	0	361	366	0	0	0	7	15	0	0	0	0	228	0	273	1	0	549	0	0	0	0	0
HSM7CYY9	0	0	0	141	613	0	0	10	0	0	172	0	0	0	864	0	1416	1	0	969	123	0	0	0	0	2	58	3	0	0	4	4	54	0	24	2	1	2	12	11	5	9	0	7	0	0	4	0	0	257	5	1	0	0	16	0	0	4	0	9	0	0	22	0	0	1	0	4	0	0	9	0	522	766	0	57	3305	30	0	0	0	0	0	79	6	139	0	0	256	0	0	0	0	1
HSM7CYYB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	2	0	0	7	0	313	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9533	0	0	0	0	0	0	0	1	0	9	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	14	3	0	22	0	0	0	0	0
HSM7CYYD	0	0	0	272	32	0	0	6	1	0	171	0	0	0	1557	0	2549	0	0	1055	533	0	0	0	0	4	75	4	0	0	7	32	91	0	73	5	75	1	161	10	9	7	0	26	0	0	26	0	1	59	23	0	0	0	38	0	0	12	0	82	0	0	23	0	0	1	0	8	0	0	0	0	1296	1084	0	0	0	39	0	0	0	0	0	196	34	220	0	0	98	0	3	0	0	0
HSM7CYZ5	0	0	0	0	0	0	0	0	0	0	1641	0	0	0	4701	0	0	1	1369	0	1	0	0	0	0	16	0	0	0	0	0	9	0	1	0	0	5	15	0	69	6	2	0	0	172	0	0	0	0	28	0	0	0	0	0	0	0	0	94	8	0	0	0	0	35	0	0	0	0	0	0	0	0	3	0	2	0	0	896	0	0	0	0	7	0	5	0	0	5	676	6	6	88	132
HSM7CYZ7	0	0	0	0	0	0	0	0	0	0	328	0	0	0	1694	0	0	0	68	0	0	0	0	0	0	134	0	0	0	0	0	3	0	7	0	0	0	1	0	20	66	16	0	0	28	0	0	1	0	89	0	0	0	0	0	0	0	1	24	130	0	0	2	1	5	0	0	0	0	0	0	0	0	0	0	23	0	0	3620	0	0	0	0	700	0	77	3	1	1	2158	0	32	318	448
HSM7CYZ9	8	2	0	8	2	0	0	0	0	0	347	0	0	0	1215	0	11	52	33	23	1	6	0	0	0	79	0	0	0	0	0	6	0	0	0	0	8	4	0	19	24	21	0	0	162	0	0	0	0	56	7	0	0	0	4	0	0	350	27	5	0	0	0	0	45	0	0	0	0	0	0	0	0	57	0	16	0	0	4452	0	0	0	0	185	0	43	2	0	12	2672	0	2	27	7
HSM7CYZB	0	0	0	0	0	0	0	0	0	0	913	0	0	0	3712	0	1	2	903	0	4	0	0	0	0	35	0	0	0	0	0	0	0	1	5	0	0	1	0	27	31	9	0	0	218	0	0	0	0	53	0	0	0	0	824	0	0	1600	31	3	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	120	0	0	0	0	70	0	32	0	0	6	1341	0	0	49	4
HSM7CYZD	0	0	0	0	0	0	0	0	0	0	692	0	0	0	2727	0	0	2	841	1	1	0	0	0	0	26	0	0	0	0	0	0	0	0	10	0	3	0	0	11	9	5	0	0	61	0	0	0	0	58	14	0	0	0	1974	0	0	1597	25	102	0	0	2	0	15	0	0	0	0	0	0	0	0	5	0	29	0	0	607	0	0	0	0	60	0	23	0	0	2	1030	8	2	43	15
HSM7CYZF	0	0	0	2	36	3	0	0	0	0	382	1	23	0	1099	0	26	6	648	52	55	4	0	0	0	0	0	0	0	0	0	2	0	28	3	0	0	1	0	23	0	24	0	0	11	0	0	0	0	2140	0	0	0	0	493	24	0	1440	3	2170	0	0	0	4	31	0	0	0	0	0	0	2	22	0	0	379	0	0	402	0	0	0	0	140	0	71	8	30	8	0	7	1	141	56
