	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiaceae_bacterium_JC118	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprobacillus_unclassified	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Eggerthella_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Sutterella_wadsworthensis	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
CSM7KOKT	0	0	10	0	0	0	0	0	0	0	0	452	0	2	31	2165	115	1786	256	2182	494	105	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	898	0	0	0	0	74	0	61	778	0	0	0	0	0	0	0	0	0	5	4	0	33	9	0	164	0	0	0	39	168	16	0	0	46	0	16	11	0	0	11	0	40	3	5	12
CSM7KOKZ	18	0	26	0	0	0	0	3	5	0	0	307	0	0	9	4175	345	1275	109	605	1391	93	0	0	0	0	50	11	11	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	2	0	0	0	12	10	10	0	0	290	1	1	395	10	8	0	0	0	0	0	0	0	19	3	0	101	14	0	197	0	0	0	91	281	9	9	2	27	0	1	15	0	0	48	0	0	0	0	1
CSM7KOL2	9	0	17	0	0	0	0	0	7	0	0	303	0	2	5	4353	515	981	164	419	1084	51	0	1	0	0	54	5	8	13	0	3	2	0	3	1	1	0	2	0	2	0	0	0	0	2	0	4	0	2	1	3	3	0	38	1	1	857	11	23	0	0	0	0	0	0	1	18	3	0	40	13	0	268	0	0	0	7	621	24	0	0	0	0	3	4	0	0	44	0	1	0	2	2
CSM7KOL4	1	11	10	57	645	89	0	0	1	0	419	436	0	9	0	0	3	33	904	1148	2455	17	296	0	0	0	7	0	6	23	0	0	3	0	4	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	1	67	0	0	33	659	1	532	0	0	0	0	4	0	109	0	0	6	0	120	23	266	39	0	3	0	0	7	4	0	4	0	29	1	6	15	4	2	1484	0	0	0	0	1
CSM7KOLA	0	9	1	53	474	33	0	0	0	0	673	414	0	2	0	0	4	324	136	859	1618	18	255	0	0	5	19	0	9	1	0	0	3	0	1	0	0	0	0	0	25	0	0	0	0	18	7	8	0	13	0	86	8	0	180	26	41	2058	2	262	2	0	0	3	57	0	0	5	0	66	0	204	26	0	4	24	0	34	1202	278	0	0	134	1	17	31	3	12	178	0	11	12	6	40
CSM7KOLE	0	5	0	21	1255	21	0	0	11	0	409	198	4	3	0	0	8	407	248	191	3206	11	86	2	0	0	47	3	14	0	0	0	2	0	2	0	0	0	0	0	5	0	0	0	0	0	1	1	0	3	0	68	0	0	348	95	23	1151	5	36	0	0	25	0	6	0	0	6	0	129	65	273	62	0	12	11	0	1	1206	85	0	0	12	0	0	14	0	0	196	0	0	0	3	6
CSM7KOLK	13	738	15	1515	207	320	1	0	1	25	297	0	543	0	72	0	72	1257	22	1255	1	36	595	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	49	0	0	0	1974	0	183	0	0	0	0	0	0	1	0	0	4	0	70	23	6	163	19	0	0	0	63	50	1	72	0	0	0	3	6	0	0	207	113	0	0	0	0
CSM7KOLM	9	397	5	1021	598	98	0	0	0	28	291	0	438	0	149	0	22	1157	105	3906	0	29	510	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	2	0	0	0	50	0	0	0	2	0	322	0	0	0	0	0	0	0	0	0	5	0	63	11	5	77	83	0	0	0	38	23	5	115	0	0	0	1	6	0	0	139	272	0	0	0	0
CSM7KOMB	2	1	0	17	41	0	0	0	0	0	449	177	355	2	2147	8	487	42	162	588	104	169	0	0	0	2	0	0	1	0	0	1	10	1	186	0	31	4	36	6	0	8	0	0	122	0	54	0	0	2964	0	15	0	0	47	0	0	538	4	0	2	0	17	23	23	2	25	24	98	0	129	260	0	294	2	0	0	0	20	0	14	0	0	163	8	35	0	0	75	0	0	0	2	0
CSM7KOMH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2269	0	5782	0	0	0	0	713	0	5	0	0	0	0	0	0	0	4	0	9	239	0	313	0	0	0	0	0	0	0	134	0	12	1	0	279	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	58	0	0	14	0	15	0	2	130	0	9	0	7	0
CSM7KOMX	0	0	0	76	743	0	0	0	0	75	121	0	0	0	0	0	676	1635	54	2847	731	1	0	4	1	16	2	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	11	0	1	5	1	0	0	0	129	0	0	222	11	0	893	13	0	0	1	0	0	7	0	3	14	0	58	86	90	210	0	0	0	0	4	96	25	0	21	0	0	9	12	1	0	935	146	0	0	0	0
CSM7KOMZ	0	0	0	229	540	0	0	0	0	74	321	0	0	0	1	0	979	456	24	3130	685	0	0	1	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	11	0	0	0	92	0	0	392	6	0	1019	7	0	0	0	0	0	6	0	1	11	0	473	33	48	110	0	0	0	0	0	83	48	0	13	0	0	58	15	8	10	1098	0	0	0	0	1
CSM7KON2	0	0	0	71	804	0	0	0	2	33	133	0	0	0	0	0	351	563	14	1640	591	1	0	11	12	12	4	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	19	0	2	56	0	0	0	0	157	0	0	591	8	0	2783	29	0	0	2	0	0	22	0	4	29	0	49	76	117	297	0	0	0	0	0	36	66	35	23	0	0	29	15	0	0	1296	0	0	0	0	1
CSM7KON8	0	0	1	128	512	0	0	0	3	29	293	0	0	0	0	0	532	733	48	2251	623	1	0	3	10	2	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	4	0	6	58	0	0	0	0	193	0	0	611	10	0	2021	21	0	0	1	0	0	19	0	3	26	0	88	61	103	251	0	0	0	0	0	214	59	0	30	0	0	20	17	0	0	1008	0	0	0	0	1
CSM7KONA	63	31	227	317	13	84	0	0	0	0	2	3485	0	16	0	619	342	0	0	828	885	0	5	0	0	0	60	1	46	0	0	0	0	0	43	0	95	0	0	0	0	0	0	0	0	0	7	0	0	113	0	0	0	0	93	0	0	0	66	0	0	0	6	0	0	0	0	7	0	339	151	39	16	1029	39	0	0	0	0	0	5	0	0	0	0	44	0	0	883	0	0	0	0	0
CSM7KONK	19	76	155	205	73	148	0	0	0	27	67	2399	49	9	2	731	587	63	43	905	1513	8	15	2	0	0	60	2	55	0	0	0	0	0	27	0	33	1	0	0	1	0	0	0	0	0	0	0	0	306	0	0	0	0	143	15	0	70	36	0	0	0	0	0	11	0	0	15	14	347	177	153	55	789	25	0	2	6	3	0	13	0	0	0	0	13	0	0	534	0	0	0	0	0
CSM7KOO5	116	0	0	0	0	0	0	0	0	0	462	4	2	0	0	3	2971	2	2	11	2317	1	0	0	0	0	0	0	33	0	0	2	22	0	17	0	0	0	253	3	0	0	0	52	0	0	25	0	0	0	0	54	0	0	4	337	0	2218	21	0	0	0	0	0	1	0	0	85	7	0	160	0	545	0	11	0	0	82	0	0	0	0	0	0	4	37	0	0	138	0	0	0	0	0
CSM7KOO9	706	0	0	0	0	0	4	0	0	0	314	0	0	0	0	0	1764	1	0	2	1875	0	0	0	0	0	0	0	16	0	0	0	5	0	0	0	0	0	137	2	0	0	0	26	0	0	0	0	0	0	0	117	0	0	253	753	0	1876	2	0	0	0	3	0	0	0	2	33	13	0	97	0	1835	0	3	0	0	12	0	0	0	0	0	0	23	68	0	0	57	0	0	0	0	0
CSM7KOOD	385	0	0	3	0	0	13	0	0	0	463	0	6	0	0	0	1468	18	0	6	1405	0	0	0	0	0	0	0	30	0	0	0	4	0	2	0	0	1	88	0	6	0	0	23	0	0	30	0	0	0	0	25	0	0	615	1134	0	1863	18	0	0	0	3	0	0	0	11	85	49	0	380	0	1551	0	8	0	0	32	0	0	0	0	0	0	120	54	0	0	104	0	0	0	0	0
CSM7KOOF	810	0	0	0	0	0	24	0	0	0	335	0	0	0	0	0	1512	0	4	2	676	0	0	0	0	0	0	0	25	0	0	0	4	0	7	0	0	0	394	0	2	0	0	6	0	0	21	0	1	0	0	0	0	0	111	430	0	3979	12	221	0	0	6	0	4	0	12	40	13	0	205	0	895	0	4	0	0	25	8	11	0	0	0	2	31	28	0	0	141	0	0	0	0	0
CSM7KOOT	0	0	0	0	0	0	0	0	0	0	1352	0	1324	0	0	0	6885	0	0	0	0	53	0	5	0	2	27	1	0	0	0	0	1	0	104	0	8	3	0	2	0	0	0	0	0	0	0	0	0	2	5	0	0	0	82	0	0	30	2	0	0	0	8	7	0	0	0	1	0	0	1	0	0	4	28	0	0	0	0	0	1	0	0	19	0	11	0	0	27	0	0	0	2	3
CSM7KOOV	0	0	0	0	0	0	0	0	0	0	2646	0	1163	0	0	0	3543	0	0	0	0	52	0	53	0	5	156	6	0	0	0	2	18	7	213	0	14	211	0	29	0	2	0	0	115	0	0	4	5	17	0	0	0	0	760	0	0	136	20	0	0	0	0	8	0	0	0	6	0	0	3	0	0	2	32	0	0	0	0	0	19	21	0	22	5	240	0	0	466	0	0	0	0	0
CSM7KOOX	0	0	0	0	0	0	0	20	1	0	1204	0	497	0	0	0	1826	0	0	1	0	18	0	45	0	5	38	1	0	0	0	8	17	17	879	2	36	236	0	26	0	0	0	0	87	0	0	16	7	78	0	0	0	0	2245	0	0	103	34	0	0	0	0	54	10	0	0	22	0	0	0	0	0	1	27	0	0	37	0	0	0	40	0	148	5	1467	0	0	743	0	0	0	0	0
CSM7KOOZ	0	0	0	0	0	0	0	5	10	0	657	0	1699	0	0	0	5344	0	0	1	0	48	0	0	0	0	36	2	0	0	0	2	4	0	192	0	23	8	0	2	0	6	0	0	426	0	0	0	0	0	1	0	0	0	0	0	0	518	37	0	0	0	4	0	0	0	0	32	3	0	5	0	0	4	62	0	0	1	22	0	24	0	0	1	0	24	0	0	793	0	0	0	0	0
CSM7KOP2	0	0	0	0	0	0	0	0	0	0	1328	0	1164	0	1	0	6159	0	0	1	0	201	0	0	0	3	23	0	0	0	0	0	5	0	85	0	34	4	0	0	0	2	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	188	6	0	0	0	0	5	0	0	0	3	0	0	17	0	0	3	57	0	0	0	0	0	10	0	0	10	0	116	0	0	280	0	0	6	4	29
CSM7KOPS	0	2	2	20	0	0	0	0	0	0	364	0	94	7	1061	0	596	0	523	1392	241	1353	0	0	0	0	0	0	49	0	0	6	18	1	43	2	20	66	0	158	21	7	0	33	197	0	0	0	0	16	0	0	0	0	0	0	0	2185	42	52	0	0	11	0	0	0	0	17	0	312	0	27	0	388	99	0	0	0	0	0	0	0	0	0	21	23	66	10	47	0	79	12	21	298
CSM7KOPU	0	14	10	112	0	0	0	0	0	0	882	0	185	9	1039	0	764	0	1170	1317	602	1006	0	0	0	0	0	0	23	0	0	2	4	0	16	0	15	33	0	29	8	2	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1320	32	0	0	0	0	0	0	0	0	8	0	534	0	7	0	423	51	0	0	0	8	0	1	0	0	24	1	89	0	0	50	0	1	0	160	20
CSM7KOPW	0	15	12	124	0	0	0	0	0	0	654	0	161	6	621	0	371	0	723	2208	1577	1469	0	0	0	0	0	0	31	0	0	7	10	0	13	0	39	17	0	51	5	3	0	61	136	0	0	0	0	0	0	0	0	0	0	0	0	709	40	0	0	0	0	0	0	0	0	7	0	348	0	14	0	259	46	0	0	0	44	0	0	0	0	15	0	90	0	0	83	0	0	0	27	0
CSM7KOQ1	0	0	0	18	0	0	0	0	0	0	1239	0	150	2	842	1	162	0	651	868	519	574	0	0	0	0	0	0	40	0	0	0	3	0	3	0	55	30	0	93	41	4	0	115	54	0	0	0	0	0	0	0	0	0	0	0	0	3430	0	0	0	0	0	0	0	0	0	0	141	0	0	12	0	274	83	0	0	0	199	0	0	0	0	86	15	92	0	0	57	0	0	0	145	4
CSM7KOQX	0	5	0	97	411	46	0	0	0	0	575	3	1	0	0	0	190	1479	291	1575	663	408	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	1	290	0	0	576	203	38	1135	14	0	0	0	0	1	0	0	0	5	18	99	52	288	156	0	0	0	0	0	919	0	0	0	0	32	10	68	0	0	133	201	0	0	0	0
CSM7KOR2	0	5	0	54	531	48	0	0	0	0	1284	1	2	0	0	0	99	2114	295	679	1469	265	0	0	0	0	63	8	0	0	0	0	2	0	8	2	0	0	2	1	15	1	0	26	0	1	0	6	0	0	0	59	0	0	980	110	24	268	30	0	0	1	39	0	0	0	0	11	0	90	96	222	207	162	0	0	0	0	64	0	0	0	0	12	8	96	0	0	143	399	0	0	0	0
CSM7KORC	0	0	2	0	0	0	4	0	4	0	0	94	0	0	5	3697	641	908	145	389	1194	115	0	10	0	5	51	9	13	4	0	0	1	0	1	0	0	0	11	0	25	0	2	0	0	20	8	0	0	0	4	6	3	0	119	4	49	1017	4	47	0	0	0	0	0	0	7	11	3	0	18	176	0	280	0	0	0	28	686	54	0	0	0	0	3	15	0	0	46	0	28	2	18	13
CSM7KORG	270	0	24	0	0	0	0	0	4	0	0	312	0	1	10	3083	189	1325	185	537	1696	48	0	1	0	0	136	17	12	0	0	0	3	0	8	2	0	0	0	0	3	0	3	0	0	9	5	13	0	0	2	0	2	0	480	25	7	603	34	27	0	0	0	0	0	0	0	40	0	0	61	102	0	92	0	0	0	28	327	25	82	0	0	0	7	15	3	0	60	0	50	2	16	13
CSM7KORI	14	0	18	0	0	0	0	0	0	0	0	734	0	3	7	3406	491	1951	420	737	1045	108	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	36	0	0	263	2	58	0	0	0	0	0	0	0	3	0	0	4	28	0	482	0	0	0	4	111	5	0	0	0	0	0	0	0	0	9	0	4	3	25	19
CSM7KORK	1	0	10	0	2	2	2	0	0	0	0	314	17	0	17	2096	615	556	93	820	909	27	2	27	0	30	94	15	12	0	0	0	0	0	1	2	0	0	0	0	26	0	8	0	0	31	20	0	2	5	18	4	36	0	1391	11	754	432	13	18	0	0	0	0	0	0	5	25	7	0	23	33	0	810	0	0	0	28	389	121	0	0	0	0	22	38	0	0	58	0	0	0	2	3
CSM7KOSJ	33	0	0	0	0	0	0	0	0	0	0	0	0	0	5046	0	2509	0	0	0	1	277	0	3	0	0	0	0	0	0	0	0	0	0	47	0	143	0	0	0	0	0	0	0	1	45	20	0	0	557	12	0	0	0	478	0	0	4	0	0	0	0	0	25	0	0	11	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	346	0	383	0	6	45	0	0	0	0	0
CSM7KOSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5852	0	2751	0	0	0	0	214	0	26	0	0	0	0	0	0	0	0	0	0	196	0	280	0	0	0	0	0	0	0	0	0	1	13	0	437	8	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	1	0	0	113	0	14	0	0	48	0	2	0	2	0
CSM7KOSP	157	0	0	0	0	0	0	0	0	0	0	0	0	0	5456	0	2854	2	0	1	0	231	0	9	0	0	0	0	0	0	0	1	0	0	41	0	96	0	0	0	0	0	0	0	8	4	5	0	0	495	9	0	0	0	168	0	0	4	0	1	0	0	0	2	0	0	1	0	10	0	0	0	0	1	0	0	0	0	312	0	0	0	0	20	0	27	0	0	42	0	28	0	16	0
CSM7KOST	275	0	0	0	0	0	0	0	0	0	0	0	0	0	3525	0	3108	0	0	2	1	518	0	37	1	0	0	0	0	0	0	1	0	0	111	0	160	0	0	0	0	0	0	0	6	4	29	0	0	361	0	0	0	0	1303	0	0	0	0	0	0	0	0	27	0	0	6	0	0	0	0	0	0	7	0	0	0	0	71	0	22	0	0	213	0	163	0	0	48	0	0	0	1	0
CSM7KOSV	4	534	8	1324	642	227	0	0	2	58	353	0	816	0	30	0	82	1707	52	2309	0	64	504	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	130	0	221	0	0	0	0	0	0	1	0	0	8	0	108	31	4	294	0	0	0	0	40	50	4	46	0	0	0	3	5	0	0	149	173	0	0	0	0
CSM7KOSX	61	258	24	571	744	179	2	0	0	76	870	0	1596	0	71	0	12	811	57	1250	0	53	616	0	0	0	17	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	5	4	22	0	0	0	68	2	0	0	132	0	489	0	0	0	2	9	0	1	0	1	13	2	133	68	4	421	0	0	0	0	146	20	3	311	2	0	0	12	4	0	0	616	227	0	0	0	0
CSM7KOTA	5	8	39	105	7	28	0	0	0	0	82	3561	0	14	0	2471	65	0	0	416	897	3	0	0	0	0	11	0	9	0	0	0	0	0	20	0	12	0	0	0	0	0	0	0	0	0	8	0	0	329	162	0	0	0	36	0	0	0	1	0	0	0	0	2	1	0	0	0	0	192	0	114	17	1231	1	0	4	0	0	0	0	0	0	28	0	62	0	0	58	0	0	0	0	0
CSM7KOTC	41	79	340	282	37	67	0	11	13	9	42	2694	0	22	0	373	50	0	3	1261	597	0	5	0	0	0	232	25	114	0	0	6	2	0	124	13	477	10	7	0	0	0	0	0	0	0	24	0	0	113	50	0	0	0	150	0	0	0	155	0	0	0	0	0	13	21	0	26	7	318	282	62	16	294	66	0	0	165	0	23	0	0	0	0	0	0	0	0	1275	0	0	0	0	0
CSM7KOTK	37	264	330	693	62	133	0	6	15	29	11	3698	0	20	0	570	155	28	8	712	651	14	6	4	0	0	46	5	44	0	0	7	2	0	116	1	295	4	1	3	1	0	0	1	0	0	15	0	0	66	3	1	5	0	99	0	0	2	34	0	0	2	21	0	4	26	0	18	0	375	11	76	21	518	37	0	0	44	0	10	0	0	0	0	0	38	0	0	598	4	0	0	0	0
CSM7KOTO	0	0	0	0	0	0	0	0	2	20	373	0	0	0	0	0	801	3288	0	1280	439	135	0	0	0	42	0	0	0	0	0	0	0	0	4	0	0	0	0	0	95	0	0	0	112	0	6	0	0	0	3	133	0	0	1577	0	63	1041	2	0	2	0	0	0	4	0	0	3	0	0	148	0	0	292	0	0	0	34	0	0	0	10	0	14	28	16	0	1	28	0	0	0	2	1
CSM7KOTQ	0	0	0	0	0	0	0	0	0	13	162	0	89	0	1	0	449	2902	1	658	379	102	0	0	3	236	0	0	0	0	1	0	0	1	6	0	0	0	0	0	56	0	0	0	194	0	24	0	0	7	12	291	0	0	617	0	91	3262	9	1	9	0	0	0	8	0	0	4	0	0	72	1	0	174	0	0	0	44	0	0	0	44	0	4	19	3	0	1	44	0	4	0	3	1
CSM7KOTS	0	0	0	0	0	0	0	0	0	6	91	2	78	0	143	0	341	2039	2	393	200	74	0	0	14	408	0	0	0	0	1	0	0	1	15	0	0	0	0	0	90	0	0	0	275	0	66	75	0	83	18	1195	0	0	729	0	162	3023	15	0	12	0	0	0	9	0	1	5	0	0	93	4	0	86	0	14	0	48	0	0	0	51	0	5	30	12	0	0	92	0	0	0	0	0
CSM7KOTU	0	0	0	0	0	0	0	0	0	6	152	4	128	0	0	9	558	2327	7	553	400	139	0	0	11	539	0	0	0	0	2	0	0	0	9	0	0	0	0	0	83	0	0	0	391	0	52	0	0	0	0	386	0	0	681	0	124	2947	2	4	17	0	0	0	8	0	1	4	0	0	76	15	0	213	0	0	0	14	1	0	0	21	0	2	26	26	0	0	64	0	0	0	0	2
CSM9X1YV	0	0	0	0	0	0	0	0	0	39	258	6	189	0	0	0	590	3092	2	920	548	94	0	0	2	94	0	0	0	0	1	0	0	0	8	0	0	0	0	0	88	0	0	0	177	0	29	0	0	0	6	99	0	0	717	0	51	2521	14	3	4	0	1	0	5	0	0	6	1	44	31	9	0	206	0	0	0	46	0	0	0	34	0	8	6	21	0	0	32	0	0	0	0	0
CSM9X1Z4	5	0	2	0	0	0	5	0	0	0	559	0	0	0	0	0	2574	0	0	1	943	0	0	0	0	0	0	0	37	0	0	0	2	0	7	0	0	0	335	2	12	0	0	28	0	0	13	0	1	0	0	0	0	0	864	191	0	848	13	0	0	0	0	0	7	0	4	70	49	97	351	0	2792	0	4	0	0	0	23	0	23	1	0	0	4	40	0	0	92	0	0	0	0	0
CSM9X1ZC	403	0	0	0	0	0	3	0	0	0	507	0	0	0	0	0	2727	0	0	1	1396	0	0	0	0	0	0	0	31	5	0	0	0	0	5	0	0	0	192	0	20	0	0	43	0	0	88	0	0	0	0	0	0	0	1494	407	0	860	8	0	0	0	0	0	0	0	3	42	86	0	142	0	1258	0	5	0	0	2	0	5	29	0	0	0	13	65	0	0	158	0	0	0	0	0
CSM9X21R	0	0	0	0	0	0	0	0	0	68	259	0	102	0	0	0	902	4200	0	822	603	152	0	25	2	125	0	0	0	0	1	0	0	1	4	0	0	0	0	0	28	0	0	0	48	0	11	0	0	4	0	116	0	0	466	0	22	1515	10	3	3	0	1	0	1	0	0	2	16	82	107	0	0	136	0	0	0	35	0	0	0	31	0	10	13	33	3	3	30	0	0	0	1	2
CSM9X21T	0	0	0	0	0	0	0	0	0	35	210	0	1	0	0	0	315	3081	0	835	489	72	0	36	10	320	0	0	0	0	1	0	0	0	14	1	0	0	0	0	52	0	0	1	491	0	21	0	0	0	0	271	0	0	592	0	172	2177	11	19	23	0	0	0	8	0	2	3	0	61	111	0	0	201	0	0	0	142	0	0	0	100	0	26	15	20	0	0	59	0	0	0	1	1
CSM9X222	0	0	0	0	0	0	0	0	0	6	42	0	0	0	0	0	293	1818	0	461	209	39	0	114	176	678	0	0	0	0	0	0	0	0	4	0	0	0	0	0	187	0	0	0	220	0	33	0	0	0	1	192	0	0	900	0	202	3502	13	7	3	0	8	0	17	0	0	5	45	0	149	0	0	396	0	7	0	83	0	0	0	58	0	11	13	21	2	10	64	0	2	0	4	5
CSM9X233	0	0	0	0	0	0	0	0	2	2	53	0	0	0	0	0	78	1311	0	368	182	0	0	164	155	394	0	0	0	0	0	0	0	0	4	0	0	0	0	0	232	0	0	0	529	0	17	0	1	3	1	123	0	0	634	0	96	5096	10	5	8	1	8	0	19	0	0	9	10	27	49	0	0	72	0	0	0	73	0	0	0	146	0	6	25	7	0	0	80	0	0	0	0	0
CSM9X235	0	0	0	0	0	0	0	0	0	19	249	0	9	0	0	0	265	2952	0	722	265	32	0	305	99	343	0	0	0	0	0	0	0	1	76	2	0	0	0	0	99	0	0	0	1191	8	23	4	2	0	0	61	0	0	740	1	60	1836	8	6	14	0	0	0	2	0	0	3	2	57	71	4	0	118	0	0	0	116	0	0	0	78	0	19	38	3	0	0	95	0	0	0	0	0
CSM9X237	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	97	687	0	185	98	16	0	3257	467	638	0	0	1	0	0	0	0	0	2	0	0	0	0	0	398	0	0	4	639	4	10	1	8	7	4	238	0	0	672	0	37	2302	9	13	5	0	0	0	6	0	1	1	0	0	20	0	0	21	0	2	0	34	0	0	0	15	0	2	15	12	0	5	50	0	2	0	4	1
CSM9X23B	0	0	0	0	0	0	0	0	0	47	286	0	0	0	0	0	526	2757	0	549	271	68	0	799	56	310	0	0	0	0	10	0	0	0	6	1	0	0	0	0	151	0	0	3	240	15	11	0	2	0	0	138	0	0	756	0	22	2360	12	2	4	0	0	0	5	0	0	6	0	61	126	0	0	211	0	0	0	15	0	0	0	73	0	3	9	7	7	8	67	0	0	0	0	0
CSMA88CB	460	0	0	0	0	0	0	0	7	0	240	0	346	0	11	0	481	0	0	0	0	6	0	15	0	4	181	12	0	38	0	3	5	1	399	3	34	9	52	2	0	12	0	0	5604	0	0	0	0	23	0	0	0	0	79	0	0	451	52	0	0	0	0	7	5	0	3	19	0	0	0	0	0	0	64	0	0	52	59	0	0	0	97	16	0	231	0	0	911	0	1	0	0	5
CSMA9J65	1720	0	0	0	0	0	0	50	0	0	575	0	908	0	1365	16	546	1	3	13	22	21	0	92	0	10	194	10	0	0	0	2	2	6	192	0	26	99	221	23	0	16	0	0	183	0	0	0	12	977	0	0	0	0	285	0	1	136	82	0	0	0	0	21	0	0	0	79	0	0	0	0	0	5	123	0	0	0	0	0	5	0	187	80	0	1016	0	0	674	0	0	0	0	0
CSMACTZP	2314	0	0	0	0	0	0	37	24	0	1207	0	720	0	305	0	1430	0	0	0	0	14	0	4	4	0	103	3	0	0	0	0	10	0	29	0	9	40	327	0	0	0	0	0	785	0	0	4	0	24	0	0	0	0	68	1	0	581	282	0	0	0	0	6	0	0	1	352	13	0	0	0	0	0	145	0	0	29	18	0	0	0	124	35	0	35	0	0	915	0	0	0	0	0
CSMAF72L	997	0	0	0	0	0	0	8	3	0	869	0	2012	0	280	1	3853	0	0	1	0	69	0	0	0	0	65	1	0	0	0	0	1	0	29	0	6	1	24	0	0	0	0	0	877	0	0	2	0	0	1	0	0	0	33	125	0	108	38	0	0	0	8	5	0	0	0	36	7	0	141	0	0	0	41	0	0	102	7	0	0	0	33	18	0	29	0	0	172	0	0	0	0	0
CSMAH393	1838	0	0	0	0	0	0	29	0	0	2225	0	934	0	1881	0	1648	0	0	0	0	24	0	9	26	2	67	3	0	0	0	1	12	2	212	0	7	7	4	8	0	1	0	0	38	0	0	5	6	73	0	0	0	0	220	212	0	24	23	0	0	0	5	10	5	0	0	14	0	0	0	0	0	2	21	0	0	2	0	0	7	0	27	49	0	45	0	0	274	0	0	0	0	0
