species,betweenness,degree,eigenvector,keystone_score,condition
Clostridium_citroniae,0.013132694938440492,0.3488372093023256,0.10779298873669795,0.13277610800725753,UC
Eubacterium_ramulus,0.01969904240766074,0.3488372093023256,0.08620213737966477,0.131741111470461,UC
Bifidobacterium_bifidum,0.024350205198358413,0.3372093023255814,0.08624021993320373,0.13058593728349438,UC
Lachnospiraceae_bacterium_1_1_57FAA,0.013679890560875513,0.32558139534883723,0.10571123344083404,0.12565661057325572,UC
Eubacterium_eligens,0.016963064295485636,0.3372093023255814,0.07839151605090187,0.1253226260555976,UC
Bifidobacterium_adolescentis,0.00984952120383037,0.3372093023255814,0.0958241241021053,0.12525237612001067,UC
Lachnospiraceae_bacterium_2_1_58FAA,0.012859097127222982,0.313953488372093,0.10532091076731016,0.12167977722870144,UC
Alistipes_finegoldii,0.012585499316005472,0.313953488372093,0.09629479993963898,0.11973775615755844,UC
Bilophila_wadsworthia,0.012859097127222982,0.313953488372093,0.09272982723172861,0.11916156052158512,UC
Alistipes_putredinis,0.0016415868673050615,0.313953488372093,0.1198111019327982,0.11896906033184007,UC
Streptococcus_salivarius,0.007387140902872777,0.3023255813953488,0.11547528520235462,0.11748630191051194,UC
Coprococcus_catus,0.0013679890560875513,0.313953488372093,0.10355075740668707,0.11558019252100908,UC
Bacteroides_caccae,0.006839945280437756,0.313953488372093,0.08944537219158491,0.11549509359016376,UC
Faecalibacterium_prausnitzii,0.015321477428180574,0.3023255813953488,0.08469814026073204,0.11529804118484134,UC
Lachnospiraceae_bacterium_3_1_57FAA_CT1,0.012859097127222982,0.3023255813953488,0.07770513178937488,0.1126682493400911,UC
Clostridium_hathewayi,0.005745554035567715,0.29069767441860467,0.10699291292762472,0.11148066192889021,UC
Bifidobacterium_longum,0.0106703146374829,0.3023255813953488,0.07039977868797113,0.11011278747494031,UC
Parabacteroides_unclassified,0.005745554035567715,0.29069767441860467,0.08173104492555174,0.10642828832847562,UC
Anaerostipes_hadrus,0.006566347469220246,0.29069767441860467,0.0754953755615026,0.10559155117249204,UC
Eubacterium_rectale,0.007934336525307797,0.27906976744186046,0.0808717541101878,0.10386244931724958,UC
Dorea_formicigenerans,0.003009575923392613,0.29069767441860467,0.07117722834668186,0.10294953595661407,UC
Ruminococcus_bromii,0.0024623803009575923,0.27906976744186046,0.08899844809970064,0.10275181000297706,UC
