species,disease,keystone_conflict_mean,niche_overlap_mean
Ruminococcus_torques,IBD,0.12,0.2701642857142857
Ruminococcus_torques,rCDI,0.01,0.366825
Ruminococcus_torques,MetS,0.04,0.26214375
Ruminococcus_torques,MDR,0.06060606060606061,0.22569999999999998
Ruminococcus_torques,ICI,0.07407407407407407,0.26664230769230773
Ruthenibacterium_lactatiformans,IBD,0.058823529411764705,0.18817
Ruthenibacterium_lactatiformans,rCDI,0.01282051282051282,0.24712727272727275
Ruthenibacterium_lactatiformans,MetS,0.04,0.21476071428571425
Ruthenibacterium_lactatiformans,MDR,0.15625,0.24151764705882356
Ruthenibacterium_lactatiformans,ICI,0.02857142857142857,0.26786315789473686
Sellimonas_intestinalis,IBD,0.0,0.0
Sellimonas_intestinalis,rCDI,0.061224489795918366,0.2290086956521739
Sellimonas_intestinalis,MetS,0.15,0.19390000000000002
Sellimonas_intestinalis,MDR,0.14285714285714285,0.27941363636363636
Sellimonas_intestinalis,ICI,0.0,0.0
Slackia_isoflavoniconvertens,IBD,0.0,0.2124
Slackia_isoflavoniconvertens,rCDI,0.0,0.266354054054054
Slackia_isoflavoniconvertens,MetS,0.08695652173913043,0.22407500000000002
Slackia_isoflavoniconvertens,MDR,0.0,0.0
Slackia_isoflavoniconvertens,ICI,0.1111111111111111,0.237175
Streptococcus_downei,IBD,0.0,0.0
Streptococcus_downei,rCDI,0.0,0.0
Streptococcus_downei,MetS,0.0,0.0
Streptococcus_downei,MDR,0.0,0.0
Streptococcus_downei,ICI,0.0,0.0
Streptococcus_parasanguinis,IBD,0.16666666666666666,0.2619473684210526
Streptococcus_parasanguinis,rCDI,0.0898876404494382,0.268652
Streptococcus_parasanguinis,MetS,0.08695652173913043,0.2620342105263158
Streptococcus_parasanguinis,MDR,0.034482758620689655,0.30095000000000005
Streptococcus_parasanguinis,ICI,0.0,0.21413749999999998
Streptococcus_parauberis,IBD,0.0,0.0
Streptococcus_parauberis,rCDI,0.0,0.0
Streptococcus_parauberis,MetS,0.0,0.0
Streptococcus_parauberis,MDR,0.0,0.0
Streptococcus_parauberis,ICI,0.0,0.0
Streptococcus_salivarius,IBD,0.16216216216216217,0.259021052631579
Streptococcus_salivarius,rCDI,0.08860759493670886,0.2528674418604651
Streptococcus_salivarius,MetS,0.07317073170731707,0.28902000000000005
Streptococcus_salivarius,MDR,0.027777777777777776,0.3028
Streptococcus_salivarius,ICI,0.023255813953488372,0.23297500000000002
Streptococcus_thermophilus,IBD,0.16666666666666666,0.23261000000000004
Streptococcus_thermophilus,rCDI,0.10606060606060606,0.225669696969697
Streptococcus_thermophilus,MetS,0.0,0.0
Streptococcus_thermophilus,MDR,0.05263157894736842,0.2013909090909091
Streptococcus_thermophilus,ICI,0.0,0.1696
Sutterella_parvirubra,IBD,0.0,0.0
Sutterella_parvirubra,rCDI,0.0,0.0
Sutterella_parvirubra,MetS,0.12903225806451613,0.1968
Sutterella_parvirubra,MDR,0.0,0.0
Sutterella_parvirubra,ICI,0.0,0.0
Turicibacter_sanguinis,IBD,0.0,0.0
Turicibacter_sanguinis,rCDI,0.0,0.20581666666666668
Turicibacter_sanguinis,MetS,0.0,0.0
Turicibacter_sanguinis,MDR,0.0,0.0
Turicibacter_sanguinis,ICI,0.0,0.0
Turicimonas_muris,IBD,0.0,0.0
Turicimonas_muris,rCDI,0.18518518518518517,0.23677692307692308
Turicimonas_muris,MetS,0.0,0.30845
Turicimonas_muris,MDR,0.0,0.0
Turicimonas_muris,ICI,0.0625,0.29313142857142854
Tyzzerella_nexilis,IBD,0.0,0.0
Tyzzerella_nexilis,rCDI,0.1891891891891892,0.19435333333333332
Tyzzerella_nexilis,MetS,0.0,0.0
Tyzzerella_nexilis,MDR,0.0,0.0
Tyzzerella_nexilis,ICI,0.0,0.0
Veillonella_atypica,IBD,0.12666666666666668,0.29390912698412697
Veillonella_atypica,rCDI,0.09183673469387756,0.265036
Veillonella_atypica,MetS,0.0,0.25289999999999996
Veillonella_atypica,MDR,0.12666666666666668,0.29390912698412697
Veillonella_atypica,ICI,0.12666666666666668,0.29390912698412697
Veillonella_dispar,IBD,0.1169453734671126,0.30724830917874396
Veillonella_dispar,rCDI,0.10112359550561797,0.26324545454545456
Veillonella_dispar,MetS,0.15384615384615385,0.23221666666666665
Veillonella_dispar,MDR,0.1169453734671126,0.30724830917874396
Veillonella_dispar,ICI,0.1169453734671126,0.30724830917874396
Veillonella_parvula,IBD,0.21739130434782608,0.2767846153846154
Veillonella_parvula,rCDI,0.09090909090909091,0.2615716981132075
Veillonella_parvula,MetS,0.15,0.2299444444444444
Veillonella_parvula,MDR,0.03571428571428571,0.26755882352941174
Veillonella_parvula,ICI,0.0,0.19746666666666668
